,Unnamed: 0,State,County,Population,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,Chlamydia Rate,Teen Birth Rate,% Uninsured,Primary Care Physicians Rate,Dentist Rate,Mental Health Provider Rate,% With Annual Mammogram,% Vaccinated,% Fair or Poor Health,% Low birthweight,% Completed High School,% Some College,% Unemployed,% Children in Poverty,Income Ratio,Violent Crime Rate,Social Association Rate,Average Daily PM2.5,Injury Death Rate,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone,% Less Than 18 Years of Age,% 65 and Over,% Black,% Asian,% Native Hawaiian/Other Pacific Islander,% American Indian & Alaska Native,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Homeowners,% Broadband Access,Firearm Fatalities Rate,Crude Rate,% Enrolled in Free or Reduced Lunch,Segregation Index,Median Household Income,Average Grade Performance (Reading),Average Grade Performance (Math),High School Graduation Rate,% Uninsured.1,% Insufficient Sleep,% Limited Access to Healthy Foods,% Food Insecure,% Adults with Diabetes,% Frequent Mental Distress,% Frequent Physical Distress,Life Expectancy,cig_tax_2017,cig_tax_2018,cig_tax_2019,cig_tax_2020,cig_tax_2021
195,195,Texas,Reeves,15976,18,29,8.0,25,72,19,16.0,517.0,81.0,22,32.0,6.0,6.0,23.0,30.0,28,8.0,70,39,1.7,25,5.3,407.0,5.1,6.1,87.0,Yes,13,81,20,22.4,11.8,4.9,1.6,0.1,1.0,74.6,18.2,13,72,62,,,72.0,20.0,48990,2.9,2.7,91.0,22,37,9.0,10,13,13,14,78.3,141,141,141,141,141
196,196,Texas,Refugio,6948,18,20,6.7,29,39,18,6.0,332.2,37.0,17,14.0,29.0,14.0,34.0,30.0,25,8.0,80,52,3.7,27,4.4,336.0,11.4,7.4,92.0,No,12,84,36,22.1,23.3,5.2,0.9,0.0,1.2,50.6,41.8,2,73,70,,28.0,80.0,28.0,46883,2.8,2.7,,17,37,7.0,18,8,15,14,78.2,141,141,141,141,141
197,197,Texas,Roberts,854,18,21,7.0,19,60,21,57.0,,,13,0.0,0.0,0.0,36.0,44.0,17,,93,61,3.1,9,3.6,116.0,0.0,5.8,,No,4,79,21,23.2,22.6,0.0,0.2,0.0,1.3,11.0,86.2,0,80,81,,,29.0,,70705,,,,13,35,12.0,14,8,14,12,,141,141,141,141,141
198,198,Texas,Robertson,17074,20,42,7.0,36,48,19,10.0,703.4,42.0,21,6.0,6.0,12.0,40.0,44.0,22,10.0,85,51,3.6,31,4.7,391.0,11.6,8.1,75.0,No,14,79,43,23.4,20.0,19.1,0.8,0.1,1.1,21.9,56.6,2,76,74,12.0,,65.0,39.0,47016,3.3,3.1,95.0,21,38,11.0,15,17,15,14,76.5,141,141,141,141,141
199,199,Texas,Rockwall,104915,14,31,8.5,27,90,21,35.0,176.7,11.0,14,76.0,76.0,129.0,40.0,52.0,14,8.0,93,77,3.1,7,3.5,97.0,7.4,8.8,40.0,No,12,81,61,26.6,12.8,7.1,3.2,0.1,0.8,18.6,69.0,2,82,93,12.0,15.0,28.0,24.0,105763,3.5,3.2,97.0,14,33,4.0,10,14,12,10,80.5,141,141,141,141,141
200,200,Texas,Runnels,10264,19,19,7.0,20,48,19,33.0,224.0,34.0,20,68.0,19.0,39.0,37.0,40.0,23,7.0,79,47,2.8,24,4.8,173.0,17.6,6.4,83.0,Yes,11,82,33,23.2,21.0,2.0,1.4,0.0,1.8,34.8,60.6,2,71,72,,,56.0,24.0,48650,3.0,2.8,94.0,20,36,11.0,14,8,15,14,76.1,141,141,141,141,141
201,201,Texas,Rusk,54406,21,41,7.1,30,41,19,12.0,335.0,39.0,22,20.0,28.0,26.0,36.0,40.0,23,7.0,81,52,3.6,20,4.4,380.0,10.7,9.1,78.0,Yes,13,87,38,22.1,16.9,17.1,0.7,0.1,1.1,17.5,63.0,3,78,63,15.0,17.0,68.0,23.0,56036,2.9,2.8,94.0,22,38,8.0,15,16,15,14,77.0,141,141,141,141,141
202,202,Texas,Sabine,10542,24,27,6.1,30,85,19,20.0,372.8,39.0,19,28.0,38.0,9.0,34.0,38.0,23,8.0,85,46,6.6,27,4.6,333.0,11.3,8.4,101.0,Yes,13,91,25,18.1,31.0,6.7,0.4,0.1,1.0,4.9,85.6,0,88,75,,21.0,69.0,15.0,43778,3.0,2.8,94.0,19,38,6.0,21,10,17,16,76.1,141,141,141,141,141
203,203,Texas,San Augustine,8237,23,36,6.3,29,50,18,37.0,363.5,44.0,20,24.0,49.0,12.0,34.0,46.0,25,10.0,82,52,4.8,32,6.0,355.0,7.3,8.5,92.0,Yes,17,83,39,19.5,27.0,21.1,0.4,0.0,0.9,7.7,69.1,1,77,67,,,86.0,42.0,40094,2.5,2.2,,20,40,2.0,22,23,17,16,75.7,141,141,141,141,141
204,204,Texas,San Jacinto,28859,23,38,7.1,23,74,19,27.0,396.2,41.0,23,7.0,3.0,10.0,25.0,43.0,24,9.0,85,34,4.6,26,4.7,207.0,2.8,8.7,88.0,Yes,15,80,65,21.2,22.5,9.0,0.5,0.1,1.0,13.8,74.3,2,81,74,18.0,18.0,68.0,10.0,42633,2.5,2.3,90.0,23,39,3.0,18,16,17,15,77.2,141,141,141,141,141
