,Unnamed: 0,State,County,Population,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,Chlamydia Rate,Teen Birth Rate,% Uninsured,Primary Care Physicians Rate,Dentist Rate,Mental Health Provider Rate,% With Annual Mammogram,% Vaccinated,% Fair or Poor Health,% Low birthweight,% Completed High School,% Some College,% Unemployed,% Children in Poverty,Income Ratio,Violent Crime Rate,Social Association Rate,Average Daily PM2.5,Injury Death Rate,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone,% Less Than 18 Years of Age,% 65 and Over,% Black,% Asian,% Native Hawaiian/Other Pacific Islander,% American Indian & Alaska Native,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Homeowners,% Broadband Access,Firearm Fatalities Rate,Crude Rate,% Enrolled in Free or Reduced Lunch,Segregation Index,Median Household Income,Average Grade Performance (Reading),Average Grade Performance (Math),High School Graduation Rate,% Uninsured.1,% Insufficient Sleep,% Limited Access to Healthy Foods,% Food Insecure,% Adults with Diabetes,% Frequent Mental Distress,% Frequent Physical Distress,Life Expectancy,cig_tax_2017,cig_tax_2018,cig_tax_2019,cig_tax_2020,cig_tax_2021
31,31,North Carolina,Duplin,58741,25,36,7.4,34,29,15,22.0,540.3,37,21,20.0,24.0,65.0,43,43,29,9,76,48,4.1,29,4.6,236.0,9.2,7.9,77,No,17,80,37,23.8,19.4,24.1,0.7,0.4,1.4,23.0,51.0,7,70,65,7.0,8.0,100,25.0,44929,2.7,2.8,81.0,21,39,1.0,17,16,17,17,79.5,45,45,45,45,45
32,32,North Carolina,Durham,321488,15,28,7.5,19,90,16,25.0,916.4,20,13,125.0,75.0,622.0,47,58,17,9,88,74,3.4,21,4.7,666.0,10.1,9.5,63,No,17,78,26,20.4,13.6,35.6,5.5,0.1,0.9,13.7,43.0,6,54,87,15.0,9.0,55,36.0,65541,2.8,2.8,81.0,13,37,7.0,14,7,12,11,80.3,45,45,45,45,45
33,33,North Carolina,Edgecombe,51472,26,40,6.3,32,59,14,30.0,985.8,41,13,35.0,27.0,62.0,49,52,28,13,81,51,5.9,33,5.5,481.0,11.0,8.3,109,Yes,19,82,30,22.5,20.4,57.2,0.3,0.1,0.8,5.0,36.0,1,59,64,25.0,13.0,93,43.0,40784,2.4,2.5,78.0,13,43,8.0,20,20,17,16,73.3,45,45,45,45,45
34,34,North Carolina,Forsyth,382295,19,34,6.9,24,80,15,31.0,755.2,21,13,115.0,62.0,298.0,48,54,19,11,89,67,3.7,23,4.9,576.0,10.9,7.2,80,No,16,83,24,22.7,16.4,25.8,2.6,0.1,0.9,13.3,56.3,3,62,81,12.0,12.0,61,41.0,53054,2.9,3.0,84.0,13,38,14.0,14,12,14,12,77.9,45,45,45,45,45
35,35,North Carolina,Franklin,69685,21,41,7.9,27,61,17,32.0,521.4,21,14,7.0,16.0,103.0,43,55,21,9,86,61,4.0,17,4.4,142.0,8.6,9.1,87,No,13,84,55,21.8,17.1,25.1,0.7,0.1,0.9,9.0,63.0,2,74,79,17.0,15.0,57,27.0,57371,2.9,2.9,86.0,14,38,2.0,14,12,15,13,77.6,45,45,45,45,45
36,36,North Carolina,Gaston,224529,22,29,7.0,28,72,17,25.0,713.5,26,12,57.0,56.0,254.0,45,52,21,10,85,61,3.9,17,4.6,390.0,13.1,10.4,81,No,16,85,41,22.4,16.3,17.3,1.6,0.1,0.6,7.6,71.1,1,65,80,14.0,17.0,59,38.0,56542,2.8,3.0,87.0,12,38,11.0,14,11,15,13,75.6,45,45,45,45,45
37,37,North Carolina,Gates,11562,22,49,8.0,36,29,18,21.0,337.8,23,11,,9.0,9.0,44,45,19,10,89,61,4.1,21,3.9,,10.4,7.3,113,No,13,88,60,20.2,20.9,30.9,0.3,0.1,0.6,2.4,63.6,0,78,73,17.0,,50,7.0,54204,3.1,2.8,93.0,11,39,0.0,14,16,15,12,74.6,45,45,45,45,45
38,38,North Carolina,Graham,8441,26,41,7.5,24,100,18,5.0,199.0,38,18,24.0,24.0,95.0,34,40,23,8,82,57,5.4,23,4.8,292.0,14.1,9.2,94,No,8,82,35,19.8,24.5,0.4,0.5,0.1,7.9,3.7,86.1,1,83,57,,23.0,62,39.0,45813,3.1,3.2,88.0,18,37,1.0,17,7,17,15,77.1,45,45,45,45,45
39,39,North Carolina,Granville,60443,21,37,7.8,32,59,17,32.0,767.3,21,12,45.0,31.0,361.0,41,50,21,9,84,59,3.4,23,4.4,293.0,11.1,9.3,75,Yes,14,84,48,20.5,17.7,31.1,0.7,0.1,0.9,8.5,57.8,2,72,80,12.0,14.0,50,32.0,54300,2.9,2.9,81.0,12,38,4.0,13,12,15,13,78.2,45,45,45,45,45
40,40,North Carolina,Greene,21069,25,29,,27,40,16,22.0,799.4,34,20,14.0,38.0,33.0,44,52,27,11,75,47,3.8,30,4.5,,7.1,8.0,73,No,17,82,42,19.9,17.0,35.7,0.6,0.3,2.2,15.7,46.6,5,71,73,11.0,13.0,99,7.0,44648,2.7,2.8,95.0,20,40,,19,15,17,16,77.3,45,45,45,45,45
