,Unnamed: 0,State,County,Population,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,Chlamydia Rate,Teen Birth Rate,% Uninsured,Primary Care Physicians Rate,Dentist Rate,Mental Health Provider Rate,% With Annual Mammogram,% Vaccinated,% Fair or Poor Health,% Low birthweight,% Completed High School,% Some College,% Unemployed,% Children in Poverty,Income Ratio,Violent Crime Rate,Social Association Rate,Average Daily PM2.5,Injury Death Rate,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone,% Less Than 18 Years of Age,% 65 and Over,% Black,% Asian,% Native Hawaiian/Other Pacific Islander,% American Indian & Alaska Native,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Homeowners,% Broadband Access,Firearm Fatalities Rate,Crude Rate,% Enrolled in Free or Reduced Lunch,Segregation Index,Median Household Income,Average Grade Performance (Reading),Average Grade Performance (Math),High School Graduation Rate,% Uninsured.1,% Insufficient Sleep,% Limited Access to Healthy Foods,% Food Insecure,% Adults with Diabetes,% Frequent Mental Distress,% Frequent Physical Distress,Life Expectancy,cig_tax_2017,cig_tax_2018,cig_tax_2019,cig_tax_2020,cig_tax_2021
20,20,Alabama,Covington,37049,23,36,6.9,37,50,15,20,428.7,42,12,49.0,38.0,70.0,40,40,23,10,83,53,3.4,27,5.1,331.0,12.4,8.8,82,No,12,89,28,22.0,21.4,12.4,0.5,0.0,0.8,1.9,83.1,0,74,71,21.0,17.0,54,40,44836,2.7,2.9,94,12,38,4,18,17,18,15,73.7,67.5,67.5,67.5,67.5,67.5
21,21,Alabama,Crenshaw,13772,23,35,6.0,34,22,14,59,692.1,33,13,14.0,15.0,65.0,41,40,25,10,79,47,2.8,25,5.5,332.0,10.1,9.0,82,No,10,80,45,22.8,19.4,23.6,1.1,0.0,0.7,2.4,70.3,1,75,65,14.0,,65,10,43309,2.6,2.8,93,13,39,17,17,20,18,16,74.4,67.5,67.5,67.5,67.5,67.5
22,22,Alabama,Cullman,83768,23,36,7.6,34,42,15,29,235.6,38,14,53.0,50.0,148.0,44,44,22,8,82,53,2.6,17,4.4,129.0,11.3,10.5,96,No,12,87,33,22.5,18.8,1.2,0.7,0.1,0.6,4.5,91.7,1,75,74,15.0,21.0,50,29,50897,3.0,3.1,94,14,37,3,15,15,17,15,74.5,67.5,67.5,67.5,67.5,67.5
23,23,Alabama,Dale,49172,21,42,6.3,32,46,16,26,686.6,34,11,20.0,37.0,96.0,41,42,22,8,86,58,3.1,28,4.8,437.0,11.4,9.2,80,No,13,86,25,22.8,17.3,20.5,1.5,0.2,0.9,7.0,68.0,1,60,77,22.0,20.0,65,27,45120,2.7,2.9,94,11,41,11,18,16,17,15,75.3,67.5,67.5,67.5,67.5,67.5
24,24,Alabama,Dallas,37196,25,42,5.3,33,60,12,42,747.2,36,11,76.0,32.0,62.0,43,36,30,14,82,52,5.5,41,6.0,925.0,12.5,9.7,115,No,19,91,29,23.3,18.9,70.3,0.4,0.0,0.3,1.2,27.0,0,59,70,39.0,13.0,81,52,34034,2.2,2.5,91,11,44,12,23,17,19,18,72.2,67.5,67.5,67.5,67.5,67.5
25,25,Alabama,DeKalb,71513,25,30,7.3,33,45,13,26,251.3,37,19,39.0,29.0,27.0,35,44,27,8,75,46,2.8,29,4.9,312.0,8.7,7.7,107,No,11,84,32,23.9,17.6,1.5,0.5,0.6,2.0,15.1,79.8,3,72,72,19.0,22.0,68,31,44277,2.7,2.7,93,19,39,2,17,16,19,18,74.5,67.5,67.5,67.5,67.5,67.5
26,26,Alabama,Elmore,81209,19,35,7.4,25,52,15,42,499.5,26,10,26.0,16.0,22.0,44,41,19,9,87,55,2.6,18,4.4,239.0,11.1,10.6,76,Yes,11,86,44,22.3,15.6,20.9,0.8,0.1,0.5,3.2,73.1,1,73,82,23.0,21.0,50,27,62310,3.0,3.0,90,10,39,7,14,15,16,13,76.3,67.5,67.5,67.5,67.5,67.5
27,27,Alabama,Escambia,36633,25,37,6.3,34,48,15,27,491.4,43,15,33.0,38.0,63.0,34,37,28,10,81,39,3.5,27,5.4,446.0,15.0,8.8,121,No,11,90,28,22.5,18.3,31.0,0.3,0.1,3.9,2.6,60.3,0,68,61,25.0,23.0,67,33,42712,2.7,2.9,92,15,43,7,19,19,19,17,73.4,67.5,67.5,67.5,67.5,67.5
28,28,Alabama,Etowah,102268,23,36,6.7,34,49,15,16,529.4,39,12,80.0,52.0,121.0,28,38,22,9,85,56,3.3,27,4.7,604.0,15.5,8.2,93,No,11,87,28,21.3,19.4,15.5,0.8,0.3,0.6,4.1,77.5,1,73,77,19.0,18.0,55,59,43047,2.8,3.0,91,12,39,9,17,17,17,15,73.3,67.5,67.5,67.5,67.5,67.5
29,29,Alabama,Fayette,16302,24,38,7.1,30,34,15,22,461.5,37,12,103.0,31.0,12.0,38,47,24,11,83,51,3.1,23,5.2,,8.5,9.2,102,Yes,12,86,44,21.1,21.7,11.5,0.5,0.0,0.5,2.1,84.1,0,77,70,22.0,25.0,59,51,44212,2.7,2.9,93,12,40,1,18,20,18,16,74.5,67.5,67.5,67.5,67.5,67.5
30,30,Alabama,Franklin,31362,23,37,7.4,37,58,15,9,276.2,47,16,45.0,26.0,6.0,34,40,26,10,77,42,2.8,25,4.2,264.0,9.2,9.1,83,No,11,83,38,24.8,17.1,3.8,0.4,0.2,1.7,17.9,76.2,5,71,62,16.0,15.0,69,49,44874,2.5,2.6,94,16,39,4,16,14,18,16,75.0,67.5,67.5,67.5,67.5,67.5
31,31,Alabama,Geneva,26271,25,41,7.0,41,20,15,28,435.3,43,14,30.0,8.0,23.0,37,45,26,8,80,47,2.9,21,5.2,414.0,8.7,8.8,88,No,10,86,40,22.0,20.6,9.1,0.4,0.1,1.1,4.2,83.6,1,72,67,16.0,17.0,58,20,43089,2.9,3.1,93,14,38,1,19,19,19,17,73.7,67.5,67.5,67.5,67.5,67.5
32,32,Alabama,Greene,8111,27,38,3.8,24,6,10,32,1200.5,49,12,49.0,12.0,12.0,29,32,34,16,79,52,5.6,46,5.7,669.0,8.5,9.1,84,No,19,73,42,21.8,23.3,79.4,0.3,0.0,0.4,1.7,17.5,0,67,51,,,85,16,28699,2.6,2.5,83,12,48,21,26,22,20,20,74.9,67.5,67.5,67.5,67.5,67.5
33,33,Alabama,Hale,14651,24,45,6.3,32,30,12,32,1505.5,35,11,20.0,14.0,14.0,31,34,29,12,84,46,3.9,31,6.2,209.0,6.8,9.4,90,No,15,89,53,23.0,19.7,57.7,0.3,0.0,0.3,1.4,39.7,0,76,62,26.0,16.0,75,38,40745,2.6,2.8,91,11,43,5,21,18,19,17,72.8,67.5,67.5,67.5,67.5,67.5
34,34,Alabama,Henry,17205,23,35,7.6,29,25,15,22,571.5,27,14,29.0,29.0,17.0,44,41,23,10,79,51,3.6,29,4.8,197.0,13.4,9.0,80,No,10,87,37,20.4,23.4,25.4,0.4,0.0,0.5,2.7,69.5,0,83,75,20.0,16.0,57,25,48597,2.7,2.8,93,14,40,2,15,16,17,15,76.0,67.5,67.5,67.5,67.5,67.5
35,35,Alabama,Houston,105882,22,39,6.9,32,67,13,29,600.9,33,13,90.0,66.0,152.0,42,44,23,11,86,59,3.0,28,5.2,488.0,11.6,7.1,73,No,13,88,26,22.9,18.1,27.1,1.1,0.1,0.5,3.4,66.1,1,66,75,17.0,16.0,63,43,50138,2.8,3.0,90,13,40,6,17,16,17,15,76.1,67.5,67.5,67.5,67.5,67.5
36,36,Alabama,Jackson,51626,24,36,7.1,34,47,15,24,202.3,34,13,54.0,37.0,48.0,44,44,25,9,83,45,3.3,20,4.9,317.0,9.1,10.0,92,Yes,12,86,41,20.7,20.5,3.3,0.6,0.1,1.7,3.1,89.0,0,76,71,23.0,24.0,58,16,44322,2.7,3.1,92,13,40,3,17,16,19,17,74.0,67.5,67.5,67.5,67.5,67.5
37,37,Alabama,Jefferson,658573,18,35,6.6,29,79,17,15,776.9,27,11,109.0,92.0,191.0,42,47,20,11,90,69,2.9,23,5.4,873.0,14.5,10.8,102,No,16,83,34,22.8,16.3,43.1,1.8,0.1,0.3,4.1,49.5,1,63,79,30.0,14.0,53,59,54127,2.6,2.8,89,11,40,12,16,13,15,13,74.6,67.5,67.5,67.5,67.5,67.5
38,38,Alabama,Lamar,13805,24,34,7.1,31,10,15,23,258.1,39,12,,22.0,14.0,38,43,25,9,82,48,3.1,22,5.2,162.0,7.2,8.8,92,No,10,90,44,21.4,22.2,10.1,0.1,0.0,0.3,1.9,86.0,0,76,63,14.0,,59,2,42686,3.1,3.1,93,12,39,1,18,22,19,16,75.0,67.5,67.5,67.5,67.5,67.5
39,39,Alabama,Lauderdale,92729,20,32,7.4,27,65,16,23,444.1,22,12,50.0,56.0,157.0,40,51,20,10,87,58,3.3,20,4.5,269.0,14.6,9.6,79,No,12,88,31,19.5,20.5,9.9,0.8,0.1,0.4,2.9,84.6,0,68,72,14.0,14.0,48,44,48188,3.0,3.1,94,12,38,5,15,15,16,14,76.6,67.5,67.5,67.5,67.5,67.5
40,40,Alabama,Lawrence,32924,24,33,7.4,30,49,15,24,263.2,37,14,15.0,9.0,128.0,38,40,24,8,79,48,3.1,23,5.1,260.0,12.4,10.0,106,No,11,87,50,21.5,19.1,10.8,0.2,0.0,5.8,2.4,76.3,0,78,62,22.0,21.0,60,36,47797,2.7,2.9,93,14,39,2,17,22,18,16,74.1,67.5,67.5,67.5,67.5,67.5
41,41,Alabama,Lee,164542,19,31,6.7,20,68,17,32,500.0,16,11,51.0,33.0,94.0,36,45,20,9,91,74,2.7,14,6.3,416.0,8.1,10.8,62,No,19,83,29,21.1,12.4,22.6,4.2,0.1,0.4,3.7,67.7,1,62,82,18.0,13.0,44,30,54160,3.0,3.1,91,11,39,12,16,10,16,14,77.9,67.5,67.5,67.5,67.5,67.5
42,42,Alabama,Limestone,98915,20,33,7.7,26,61,16,25,424.8,23,11,36.0,28.0,53.0,43,48,20,9,85,58,2.6,16,5.0,160.0,8.8,10.6,63,No,11,89,43,22.3,15.2,13.6,1.7,0.2,0.8,6.2,75.8,1,78,80,18.0,13.0,46,25,64729,2.8,2.9,90,11,39,4,14,13,16,14,77.7,67.5,67.5,67.5,67.5,67.5
43,43,Alabama,Lowndes,9726,26,44,5.0,33,5,11,31,982.5,31,12,10.0,,,40,38,31,14,78,36,5.7,36,6.4,671.0,6.0,9.4,134,No,18,88,60,22.0,19.8,71.8,0.5,0.0,0.3,1.9,25.1,0,74,53,53.0,,97,28,33930,2.2,2.2,83,12,46,13,23,17,19,18,71.2,67.5,67.5,67.5,67.5,67.5
44,44,Alabama,Macon,18068,23,51,4.9,33,31,11,33,1205.0,22,12,38.0,28.0,415.0,35,34,28,14,82,56,4.3,39,6.0,734.0,7.1,10.0,106,Yes,19,85,39,17.1,20.9,79.7,0.6,0.0,0.3,1.9,16.5,0,65,60,51.0,,98,55,34281,2.0,2.3,88,12,45,22,20,17,18,17,72.8,67.5,67.5,67.5,67.5,67.5
