,Unnamed: 0,State,County,Population,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,Chlamydia Rate,Teen Birth Rate,% Uninsured,Primary Care Physicians Rate,Dentist Rate,Mental Health Provider Rate,% With Annual Mammogram,% Vaccinated,% Fair or Poor Health,% Low birthweight,% Completed High School,% Some College,% Unemployed,% Children in Poverty,Income Ratio,Violent Crime Rate,Social Association Rate,Average Daily PM2.5,Injury Death Rate,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone,% Less Than 18 Years of Age,% 65 and Over,% Black,% Asian,% Native Hawaiian/Other Pacific Islander,% American Indian & Alaska Native,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Homeowners,% Broadband Access,Firearm Fatalities Rate,Crude Rate,% Enrolled in Free or Reduced Lunch,Segregation Index,Median Household Income,Average Grade Performance (Reading),Average Grade Performance (Math),High School Graduation Rate,% Uninsured.1,% Insufficient Sleep,% Limited Access to Healthy Foods,% Food Insecure,% Adults with Diabetes,% Frequent Mental Distress,% Frequent Physical Distress,Life Expectancy,cig_tax_2017,cig_tax_2018,cig_tax_2019,cig_tax_2020,cig_tax_2021
60,60,Iowa,Lyon,11755,19,35,9.4,23,68,27,22,169.6,12,7,34,43.0,9.0,60,38,13,6,91,72,1.6,9,3.2,134.0,28.8,6.9,53,No,6,80,24,28.1,18.4,0.3,0.4,0.2,0.5,2.8,95.1,1,85,85,,,30,17.0,66139,3.3,3.3,96.0,7,31,3,6,14,11,9,81.2,136,136,136,136,136
61,61,Iowa,Madison,16338,18,38,8.9,26,67,24,38,231.1,10,5,49,37.0,73.0,56,40,12,6,94,73,3.6,8,4.1,112.0,12.3,7.4,66,No,10,78,46,24.4,17.6,0.5,0.9,0.0,0.4,2.2,94.9,1,78,79,,12.0,29,22.0,72578,3.4,3.3,97.0,5,31,3,8,10,11,9,79.5,136,136,136,136,136
62,62,Iowa,Mahaska,22095,21,30,8.1,25,79,23,27,391.3,21,5,64,45.0,127.0,48,59,15,7,92,67,2.5,13,4.5,268.0,18.2,8.0,75,No,13,79,22,24.0,18.5,1.7,1.7,0.0,0.5,2.4,92.7,0,69,81,,14.0,46,35.0,59242,3.0,3.0,89.0,5,31,8,10,9,12,11,78.9,136,136,136,136,136
63,63,Iowa,Marion,33253,17,35,8.8,24,86,23,46,262.8,12,4,93,66.0,105.0,55,58,13,6,93,74,2.1,10,3.7,274.0,19.5,7.8,70,No,11,78,24,23.5,18.4,0.8,1.4,0.0,0.2,2.0,94.4,0,71,79,12.0,18.0,31,40.0,66381,3.2,3.3,96.0,4,31,3,9,10,11,10,79.0,136,136,136,136,136
64,64,Iowa,Marshall,39369,19,36,8.5,28,81,23,34,399.6,33,8,48,56.0,180.0,51,55,16,7,84,51,4.5,15,3.9,452.0,13.5,7.9,73,No,10,76,16,25.3,18.5,1.9,3.8,0.2,0.8,23.0,69.6,8,70,77,7.0,11.0,62,29.0,55631,2.9,2.9,91.0,8,33,5,9,12,12,11,77.7,136,136,136,136,136
65,65,Iowa,Mills,15109,18,31,8.9,23,60,25,33,225.6,17,5,60,40.0,46.0,45,57,13,7,93,65,2.3,11,4.1,287.0,8.6,7.8,63,Yes,9,85,40,23.1,18.9,0.6,0.4,0.1,0.7,3.5,93.8,0,78,85,,,38,31.0,72679,3.2,3.1,92.0,5,33,3,8,7,12,10,79.4,136,136,136,136,136
66,66,Iowa,Mitchell,10586,20,38,8.6,21,70,24,60,141.1,9,7,28,47.0,,52,31,15,5,92,71,1.7,13,3.9,74.0,18.0,7.3,52,No,7,77,26,23.7,21.4,0.5,0.5,0.0,0.2,1.7,96.4,0,81,80,,,31,25.0,61247,3.2,3.1,96.0,7,32,8,8,9,12,10,79.6,136,136,136,136,136
67,67,Iowa,Monona,8615,21,33,8.2,28,69,23,43,251.7,15,6,92,35.0,70.0,49,11,16,6,92,64,3.0,15,4.6,143.0,9.2,7.3,87,No,10,81,27,22.1,24.7,0.7,0.3,0.2,1.5,2.2,94.1,0,72,75,,,52,48.0,53104,3.0,3.3,,6,32,4,12,10,13,11,77.0,136,136,136,136,136
68,68,Iowa,Monroe,7707,22,32,8.2,20,72,24,38,242.2,22,6,64,39.0,26.0,42,43,16,6,88,63,3.1,16,3.9,81.0,10.3,7.7,84,No,11,81,30,23.0,20.3,0.7,0.4,0.0,0.2,2.7,94.8,0,80,73,26.0,36.0,36,56.0,56397,3.2,3.2,98.0,6,32,8,9,13,13,11,77.2,136,136,136,136,136
69,69,Iowa,Montgomery,9917,22,32,7.9,22,82,24,25,276.2,30,6,70,50.0,71.0,50,59,16,7,90,59,2.7,18,4.1,424.0,19.0,6.1,67,No,12,83,20,22.5,21.6,0.6,0.4,0.1,0.6,4.1,93.3,1,70,79,,26.0,57,23.0,52715,2.9,3.0,88.0,6,33,8,11,12,13,12,75.8,136,136,136,136,136
