,State,County,Population,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,Chlamydia Rate,Teen Birth Rate,% Uninsured,Primary Care Physicians Rate,Dentist Rate,Mental Health Provider Rate,% With Annual Mammogram,% Vaccinated,% Fair or Poor Health,% Low birthweight,% Completed High School,% Some College,% Unemployed,% Children in Poverty,Income Ratio,Violent Crime Rate,Social Association Rate,Average Daily PM2.5,Injury Death Rate,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone,% Less Than 18 Years of Age,% 65 and Over,% Black,% Asian,% Native Hawaiian/Other Pacific Islander,% American Indian & Alaska Native,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Homeowners,% Broadband Access,Firearm Fatalities Rate,Crude Rate,% Enrolled in Free or Reduced Lunch,Segregation Index,Median Household Income,Average Grade Performance (Reading),Average Grade Performance (Math),High School Graduation Rate,% Uninsured,% Insufficient Sleep,% Limited Access to Healthy Foods,% Food Insecure,% Adults with Diabetes,% Frequent Mental Distress,% Frequent Physical Distress,Life Expectancy
15,Washington,Island,85141,14,31,7.9,17,86,21,41,253.7,13.0,7,37.0,74,300,37,44,14,5,95,72,5.0,9,3.7,107,8.9,6.1,69.0,Yes,15,73,32,18.1,25.2,2.9,5.1,0.5,1.1,8.2,78.5,1,71,91,11.0,17.0,36,41.0,72173,,3.1,92.0,7,34,8,11,9,12,11,81.2
16,Washington,Jefferson,32221,13,21,7.5,12,85,22,30,144.1,9.0,9,95.0,53,407,41,41,14,6,95,64,5.6,21,4.2,212,8.5,5.1,110.0,No,16,73,30,11.8,37.9,1.0,2.0,0.2,2.2,3.8,88.2,1,74,87,13.0,36.0,51,24.0,60556,,,97.0,9,30,8,13,8,12,11,81.1
17,Washington,King,2252782,11,23,8.7,13,97,19,33,467.5,9.0,6,120.0,110,463,41,53,12,7,93,82,2.8,8,4.6,341,8.8,7.7,55.0,Yes,18,62,45,20.0,13.5,6.7,19.7,0.8,1.0,9.9,58.1,5,57,92,8.0,13.0,33,34.0,102338,3.2,3.3,89.0,6,30,3,10,8,11,9,82.4
18,Washington,Kitsap,271473,14,30,7.9,17,85,19,26,448.2,15.0,6,65.0,79,364,40,48,15,6,95,72,4.6,9,3.8,263,8.2,4.2,69.0,No,15,69,34,20.2,18.4,2.9,5.4,1.0,1.7,8.2,76.0,1,68,91,10.0,18.0,37,28.0,79268,3.1,3.2,90.0,6,34,7,11,9,13,12,80.1
19,Washington,Kittitas,47935,15,28,7.4,21,79,19,26,497.8,7.0,8,53.0,44,177,41,39,16,6,91,68,5.5,12,5.2,110,8.7,6.0,66.0,No,21,74,23,16.8,16.8,1.0,2.2,0.2,1.3,9.0,83.7,1,59,84,13.0,19.0,41,37.0,59172,,,96.0,8,32,10,13,7,14,12,81.1
20,Washington,Klickitat,22425,16,27,7.0,18,74,20,25,238.4,21.0,11,59.0,22,165,38,28,18,7,88,64,5.8,18,4.5,87,7.7,6.0,79.0,Yes,16,70,28,19.1,24.5,0.5,0.9,0.2,2.6,11.7,82.3,3,68,80,15.0,17.0,53,19.0,60567,2.5,2.7,92.0,11,30,13,14,12,14,14,81.1
21,Washington,Lewis,80707,18,33,7.2,24,54,18,35,358.1,30.0,9,43.0,67,418,37,37,19,7,88,58,6.2,15,4.3,193,9.2,5.7,88.0,No,18,79,37,21.3,21.3,0.8,1.3,0.3,2.0,10.5,82.9,2,71,80,15.0,22.0,58,19.0,58525,2.9,2.9,89.0,9,33,8,14,12,15,14,77.4
22,Washington,Lincoln,10939,16,33,6.7,24,59,22,24,132.3,16.0,8,37.0,37,119,44,22,16,5,93,69,5.0,14,4.2,92,14.9,7.7,111.0,No,11,70,37,21.7,25.9,0.6,0.5,0.1,2.0,3.6,90.8,0,78,82,21.0,21.0,42,10.0,60849,2.9,3.0,,8,33,18,13,11,14,13,81.1
23,Washington,Mason,66768,18,37,7.7,22,63,21,29,381.4,30.0,10,26.0,34,205,42,43,20,6,89,49,6.3,21,4.3,220,6.0,5.4,96.0,No,17,76,51,19.5,23.3,1.3,1.3,0.4,4.8,10.6,79.8,3,77,84,19.0,23.0,62,27.0,63689,2.4,2.6,78.0,10,35,3,14,11,15,14,79.2
24,Washington,Okanogan,42243,19,32,7.0,22,67,18,42,297.1,37.0,14,76.0,71,284,32,26,22,7,84,49,6.8,22,4.3,176,13.5,6.0,95.0,Yes,17,77,21,23.3,22.0,0.7,1.3,0.3,13.2,20.7,64.3,6,66,77,16.0,21.0,56,45.0,44777,2.4,2.6,92.0,14,34,9,16,10,16,16,78.0
