,Unnamed: 0,State,County,Population,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,Chlamydia Rate,Teen Birth Rate,% Uninsured,Primary Care Physicians Rate,Dentist Rate,Mental Health Provider Rate,% With Annual Mammogram,% Vaccinated,% Fair or Poor Health,% Low birthweight,% Completed High School,% Some College,% Unemployed,% Children in Poverty,Income Ratio,Violent Crime Rate,Social Association Rate,Average Daily PM2.5,Injury Death Rate,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone,% Less Than 18 Years of Age,% 65 and Over,% Black,% Asian,% Native Hawaiian/Other Pacific Islander,% American Indian & Alaska Native,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Homeowners,% Broadband Access,Firearm Fatalities Rate,Crude Rate,% Enrolled in Free or Reduced Lunch,Segregation Index,Median Household Income,Average Grade Performance (Reading),Average Grade Performance (Math),High School Graduation Rate,% Uninsured.1,% Insufficient Sleep,% Limited Access to Healthy Foods,% Food Insecure,% Adults with Diabetes,% Frequent Mental Distress,% Frequent Physical Distress,Life Expectancy,cig_tax_2017,cig_tax_2018,cig_tax_2019,cig_tax_2020,cig_tax_2021
13,13,New York,Delaware,44135,23,32,8.3,26,61,22,27,211.1,11.0,6,34,25.0,127,44,47,18,7,89,55,4.7,19,4.8,193,13.3,6.6,71,No,17,75,32,16.3,25.2,1.7,1.1,0.1,0.4,4.0,91.8,1,74,76,10.0,17.0,49,19.0,51038,,,89.0,6,40,1,12,11,15,13,79.2,435,435,435,435,435
14,14,New York,Dutchess,294218,16,28,8.6,20,86,22,23,395.5,8.0,5,69,73.0,294,44,53,15,7,91,68,3.6,10,4.8,204,7.6,7.9,65,Yes,20,76,44,18.7,18.1,10.6,3.7,0.1,0.5,12.9,70.7,2,69,88,6.0,13.0,35,35.0,84564,,,86.0,5,40,6,9,10,13,11,80.7,435,435,435,435,435
15,15,New York,Erie,918702,19,30,8.1,24,96,23,20,588.7,17.0,4,80,87.0,327,43,48,17,9,92,73,4.3,19,5.1,428,10.1,6.8,70,Yes,15,82,24,20.2,18.4,13.1,3.8,0.0,0.7,5.8,75.0,2,65,81,7.0,11.0,46,64.0,60620,,,85.0,4,38,6,11,11,14,12,78.7,435,435,435,435,435
16,16,New York,Essex,36885,19,30,8.6,23,100,21,29,218.7,16.0,4,38,33.0,165,44,55,16,8,91,56,4.7,17,4.0,167,15.3,3.6,61,No,13,77,29,16.0,24.3,2.4,0.8,0.1,0.5,3.0,92.3,1,75,78,6.0,13.0,46,27.0,55091,,,89.0,4,36,2,10,11,13,12,80.2,435,435,435,435,435
17,17,New York,Franklin,50022,23,39,7.5,26,65,22,30,209.3,22.0,7,60,44.0,286,54,48,19,7,87,51,4.9,25,5.0,183,10.1,6.8,55,No,14,79,23,19.2,17.4,5.6,0.5,0.0,7.6,3.6,81.7,0,71,74,6.0,12.0,57,66.0,48943,,,87.0,7,41,9,13,14,15,13,79.2,435,435,435,435,435
18,18,New York,Fulton,53383,24,36,8.1,28,81,20,20,395.3,27.0,5,35,24.0,217,46,51,19,8,87,56,5.0,26,4.3,204,9.1,6.1,57,Yes,14,84,33,20.1,20.1,1.9,0.7,0.0,0.3,3.5,92.2,0,71,77,7.0,16.0,48,38.0,50061,,,79.0,5,43,3,12,14,16,14,78.4,435,435,435,435,435
19,19,New York,Genesee,57280,23,34,8.7,31,64,20,31,269.2,15.0,5,30,35.0,159,47,49,16,6,92,65,3.9,14,4.2,220,12.3,7.1,74,Yes,12,83,32,20.3,19.3,2.8,0.7,0.0,1.2,3.5,90.2,1,72,81,4.0,10.0,45,35.0,62570,,,92.0,5,38,1,10,13,14,12,78.1,435,435,435,435,435
20,20,New York,Greene,47188,23,31,8.1,26,78,22,20,307.6,12.0,6,38,38.0,87,40,46,17,7,87,48,4.5,19,4.9,225,9.1,6.6,78,Yes,18,80,44,16.2,22.7,5.4,1.3,0.0,0.5,6.3,84.8,1,75,74,7.0,19.0,43,30.0,54746,,,90.0,6,40,6,11,11,14,13,78.4,435,435,435,435,435
21,21,New York,Hamilton,4416,21,30,7.4,21,100,24,0,89.2,,6,23,,68,48,53,17,6,77,59,6.0,18,4.1,74,20.3,5.2,49,No,14,82,38,13.7,31.9,1.0,0.8,0.1,0.3,2.0,94.5,1,87,75,,,45,,60148,,,,6,35,12,12,13,15,12,78.9,435,435,435,435,435
22,22,New York,Herkimer,61319,25,34,7.9,27,74,25,15,266.7,19.0,5,32,39.0,57,53,50,17,7,90,61,4.9,19,4.2,211,11.0,6.2,55,Yes,12,81,31,20.4,21.2,1.3,0.6,0.0,0.3,2.3,94.2,1,74,80,6.0,12.0,53,45.0,55778,,,85.0,5,40,7,12,11,14,13,79.4,435,435,435,435,435
23,23,New York,Jefferson,109834,20,36,7.7,25,60,21,40,764.5,35.0,5,51,92.0,215,50,54,17,7,91,64,5.6,21,4.0,213,11.0,6.6,64,Yes,14,78,18,24.0,14.2,6.0,1.7,0.3,0.7,7.8,81.3,0,56,84,7.0,14.0,51,40.0,53829,,,86.0,5,38,6,13,11,14,12,78.0,435,435,435,435,435
24,24,New York,Kings,2559903,15,24,8.0,24,100,18,11,817.6,16.0,8,68,67.0,232,33,39,19,8,82,68,4.1,25,6.9,586,5.3,7.9,35,No,34,18,61,22.7,14.4,29.7,12.7,0.1,0.9,18.9,36.8,12,30,80,4.0,5.0,74,53.0,66501,,,75.0,8,41,0,14,10,13,12,82.9,435,435,435,435,435
25,25,New York,Lewis,26296,22,36,8.0,28,58,22,53,229.7,19.0,5,68,19.0,221,55,55,17,7,90,57,5.5,19,3.6,132,15.9,5.6,71,Yes,12,79,32,22.8,19.0,0.6,0.4,0.1,0.3,1.8,95.9,1,81,78,10.0,19.0,48,31.0,56599,,,90.0,5,37,6,11,14,15,13,79.1,435,435,435,435,435
26,26,New York,Livingston,62914,21,37,8.4,24,74,20,20,266.5,7.0,5,41,56.0,119,49,51,17,6,91,64,4.2,16,4.2,123,12.0,6.7,62,Yes,15,80,42,17.6,18.3,2.5,1.4,0.1,0.5,3.9,90.5,1,75,84,7.0,12.0,41,24.0,60268,,,92.0,5,36,5,10,13,14,12,79.6,435,435,435,435,435
27,27,New York,Madison,70941,20,31,8.8,23,74,23,21,283.2,10.0,5,61,35.0,210,50,48,14,7,92,63,4.5,13,4.4,151,9.5,6.2,55,Yes,12,81,39,19.0,18.9,1.8,1.0,0.0,0.7,2.3,92.9,0,77,82,6.0,12.0,43,26.0,61713,,,86.0,5,37,1,10,11,14,11,81.5,435,435,435,435,435
28,28,New York,Monroe,741770,18,31,8.1,21,95,21,20,715.2,15.0,4,106,86.0,294,44,53,16,9,90,74,4.2,19,4.9,326,8.9,6.3,75,No,16,81,19,20.6,17.9,14.6,3.7,0.1,0.4,9.2,70.1,3,64,84,7.0,11.0,50,52.0,62159,,,83.0,4,38,6,11,9,13,11,79.8,435,435,435,435,435
29,29,New York,Montgomery,49221,23,35,7.4,29,61,20,10,310.6,29.0,5,53,59.0,87,45,49,20,8,87,59,5.1,26,4.7,142,8.7,6.3,64,No,16,80,39,22.9,18.9,2.1,0.9,0.1,0.6,15.0,80.2,2,68,76,8.0,12.0,56,58.0,52092,,,76.0,5,39,8,14,12,15,14,77.8,435,435,435,435,435
