,Unnamed: 0,State,County,Population,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,Chlamydia Rate,Teen Birth Rate,% Uninsured,Primary Care Physicians Rate,Dentist Rate,Mental Health Provider Rate,% With Annual Mammogram,% Vaccinated,% Fair or Poor Health,% Low birthweight,% Completed High School,% Some College,% Unemployed,% Children in Poverty,Income Ratio,Violent Crime Rate,Social Association Rate,Average Daily PM2.5,Injury Death Rate,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone,% Less Than 18 Years of Age,% 65 and Over,% Black,% Asian,% Native Hawaiian/Other Pacific Islander,% American Indian & Alaska Native,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Homeowners,% Broadband Access,Firearm Fatalities Rate,Crude Rate,% Enrolled in Free or Reduced Lunch,Segregation Index,Median Household Income,Average Grade Performance (Reading),Average Grade Performance (Math),High School Graduation Rate,% Uninsured.1,% Insufficient Sleep,% Limited Access to Healthy Foods,% Food Insecure,% Adults with Diabetes,% Frequent Mental Distress,% Frequent Physical Distress,Life Expectancy,cig_tax_2017,cig_tax_2018,cig_tax_2019,cig_tax_2020,cig_tax_2021
26,26,Michigan,Gladwin,25449,26,45,7.7,28,65,21,44,182.3,22.0,8,20.0,16,118.0,49,43,21,7.0,87,49,5.7,21,4.3,220.0,6.3,7.2,85,No,16,82,44,18.6,27.1,0.5,0.5,0.0,0.6,2.0,95.3,1,85,71,17.0,19.0,56,28.0,46458,2.7,3.0,84.0,8,41,0.0,16,14,17,16,76.6,200,200,200,200,200
27,27,Michigan,Gogebic,13975,25,30,7.6,25,90,21,30,149.9,18.0,8,79.0,50,208.0,46,38,20,6.0,94,54,5.2,24,4.9,100.0,11.3,5.1,69,No,12,81,17,16.8,28.6,0.6,0.5,0.1,3.4,1.8,92.2,0,77,68,,15.0,59,54.0,39030,3.0,2.9,82.0,8,40,4.0,15,13,16,15,79.4,200,200,200,200,200
28,28,Michigan,Grand Traverse,93088,19,28,8.2,18,91,23,27,295.2,15.0,7,133.0,101,451.0,48,56,14,7.0,95,75,3.4,10,3.9,224.0,11.2,6.6,71,No,13,79,21,19.9,20.8,0.7,0.8,0.1,1.3,3.0,92.7,0,76,86,8.0,17.0,36,27.0,65041,3.1,3.3,83.0,7,36,5.0,11,7,14,12,80.3,200,200,200,200,200
29,29,Michigan,Gratiot,40711,24,46,6.7,23,55,20,12,307.2,18.0,6,44.0,42,167.0,46,40,21,7.0,91,56,4.4,19,4.4,203.0,13.1,8.1,54,No,12,82,31,19.3,17.8,6.0,0.5,0.0,0.7,6.3,85.5,0,74,72,5.0,9.0,57,31.0,51046,2.7,2.9,81.0,6,42,14.0,14,10,16,15,77.6,200,200,200,200,200
30,30,Michigan,Hillsdale,45605,25,35,8.1,23,61,21,17,244.1,24.0,8,26.0,33,156.0,38,43,20,6.0,88,56,4.2,24,4.2,184.0,11.8,8.9,72,No,13,80,36,21.5,20.2,0.6,0.5,0.0,0.6,2.4,94.5,1,76,74,12.0,17.0,57,33.0,50015,2.6,2.7,83.0,8,40,2.0,13,10,16,15,77.3,200,200,200,200,200
31,31,Michigan,Houghton,35684,22,26,7.7,19,79,20,31,168.0,10.0,7,66.0,64,188.0,47,32,18,6.0,93,68,4.9,13,5.4,156.0,12.1,4.9,70,No,17,72,11,20.3,17.9,0.9,3.0,0.0,0.8,1.8,92.1,1,67,78,10.0,17.0,46,49.0,45006,3.4,3.5,76.0,7,38,4.0,14,9,15,14,78.5,200,200,200,200,200
32,32,Michigan,Huron,30981,23,39,7.4,26,60,22,37,211.0,17.0,8,48.0,55,142.0,46,43,19,7.0,89,59,4.4,18,4.1,163.0,17.6,7.7,92,No,10,83,24,19.2,25.9,0.6,0.7,0.0,0.4,2.6,94.9,0,81,72,12.0,22.0,51,21.0,49126,2.9,3.0,90.0,8,38,10.0,13,14,16,14,77.1,200,200,200,200,200
33,33,Michigan,Ingham,292406,19,31,7.1,20,89,20,35,648.2,14.0,6,104.0,75,395.0,45,44,16,8.0,93,76,3.5,18,4.9,609.0,13.8,7.3,76,No,18,76,18,19.7,13.9,11.7,7.0,0.1,0.6,8.0,69.2,2,58,82,10.0,14.0,47,39.0,54704,3.0,3.1,76.0,6,39,11.0,14,9,15,13,78.3,200,200,200,200,200
34,34,Michigan,Ionia,64697,23,37,8.3,27,75,21,31,354.6,24.0,7,25.0,42,142.0,45,31,19,7.0,91,56,3.4,13,3.6,247.0,8.9,8.7,66,Yes,13,83,43,22.0,15.2,4.7,0.5,0.0,0.7,4.8,88.2,0,77,81,8.0,16.0,49,31.0,59582,2.9,3.1,83.0,7,38,3.0,11,13,16,14,78.8,200,200,200,200,200
35,35,Michigan,Iosco,25127,25,34,6.8,28,90,23,10,238.5,37.0,8,48.0,56,195.0,48,31,20,7.0,89,53,6.0,23,3.6,267.0,14.8,6.9,106,No,12,81,23,16.6,30.1,0.8,0.8,0.1,1.0,2.6,93.2,0,80,79,15.0,25.0,68,29.0,43605,3.0,3.1,78.0,8,39,10.0,16,16,17,15,75.4,200,200,200,200,200
