,Unnamed: 0,State,County,Population,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,Chlamydia Rate,Teen Birth Rate,% Uninsured,Primary Care Physicians Rate,Dentist Rate,Mental Health Provider Rate,% With Annual Mammogram,% Vaccinated,% Fair or Poor Health,% Low birthweight,% Completed High School,% Some College,% Unemployed,% Children in Poverty,Income Ratio,Violent Crime Rate,Social Association Rate,Average Daily PM2.5,Injury Death Rate,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone,% Less Than 18 Years of Age,% 65 and Over,% Black,% Asian,% Native Hawaiian/Other Pacific Islander,% American Indian & Alaska Native,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Homeowners,% Broadband Access,Firearm Fatalities Rate,Crude Rate,% Enrolled in Free or Reduced Lunch,Segregation Index,Median Household Income,Average Grade Performance (Reading),Average Grade Performance (Math),High School Graduation Rate,% Uninsured.1,% Insufficient Sleep,% Limited Access to Healthy Foods,% Food Insecure,% Adults with Diabetes,% Frequent Mental Distress,% Frequent Physical Distress,Life Expectancy,cig_tax_2017,cig_tax_2018,cig_tax_2019,cig_tax_2020,cig_tax_2021
46,46,Louisiana,St. Helena,10132,27,26,7.0,36,19,17,46,559.7,40,11,19.0,10.0,89.0,35,33,28,11,78,43,6.1,30,6.4,340,8.8,8.6,131,No,14,82,57,20.7,20.6,51.6,0.2,0.1,0.5,2.0,44.5,1,79,64,29.0,,95,22,43376,,,73.0,11,43,3,18,11,18,17,74.8,108,108,108,108,108
47,47,Louisiana,St. James,21096,23,43,7.0,36,32,18,28,903.3,23,7,24.0,33.0,57.0,44,42,23,12,85,57,6.0,24,6.8,580,8.1,9.1,82,Yes,12,85,44,22.9,17.7,48.5,0.4,0.0,0.3,1.8,48.4,0,79,72,19.0,12.0,45,36,57250,,,85.0,7,42,10,15,11,17,14,76.6,108,108,108,108,108
48,48,Louisiana,St. John the Baptist,42837,22,48,6.7,32,82,18,30,992.2,24,8,28.0,37.0,294.0,43,38,23,12,86,50,5.6,26,4.9,145,4.2,8.8,96,Yes,15,88,55,24.5,14.7,57.5,1.2,0.2,0.5,6.7,33.1,1,79,75,27.0,10.0,60,41,54944,,,81.0,8,44,13,15,12,16,14,74.6,108,108,108,108,108
49,49,Louisiana,St. Landry,82124,28,37,6.4,32,52,18,28,633.6,46,10,69.0,29.0,225.0,46,47,28,11,77,42,6.3,30,6.5,674,7.6,9.0,98,Yes,16,86,39,26.5,16.6,41.2,0.5,0.0,0.4,2.4,54.5,1,68,63,25.0,21.0,58,37,39599,,,74.0,10,41,9,18,15,19,17,72.7,108,108,108,108,108
50,50,Louisiana,St. Martin,53431,26,34,7.9,32,60,21,34,673.8,37,9,17.0,19.0,43.0,46,43,23,9,82,47,5.1,26,5.2,263,3.5,9.2,85,Yes,12,84,41,23.9,15.7,29.6,1.0,0.0,0.7,3.0,64.7,1,79,75,21.0,20.0,54,22,47247,,,82.0,9,38,2,14,12,17,15,76.3,108,108,108,108,108
51,51,Louisiana,St. Mary,49348,26,43,6.2,35,89,18,20,714.1,40,10,54.0,39.0,126.0,39,43,27,10,83,36,5.9,32,4.7,517,8.4,8.4,85,Yes,13,85,20,23.9,17.0,31.3,1.7,0.1,2.2,7.2,56.1,2,61,73,18.0,13.0,65,38,40918,,,95.0,10,40,15,17,16,18,16,75.4,108,108,108,108,108
52,52,Louisiana,St. Tammany,260419,19,29,8.0,22,81,24,28,394.4,17,8,81.0,79.0,248.0,45,46,16,9,91,69,4.2,16,4.9,165,7.7,8.7,88,Yes,13,83,46,23.7,17.5,12.5,1.5,0.0,0.6,5.9,78.0,2,78,86,15.0,18.0,45,35,71526,,,84.0,8,39,7,11,12,15,11,78.3,108,108,108,108,108
53,53,Louisiana,Tangipahoa,134758,24,40,6.5,33,68,18,38,860.4,37,9,40.0,45.0,222.0,38,41,23,11,84,51,5.5,32,5.5,870,8.8,7.0,100,Yes,17,80,45,24.4,14.9,30.1,0.7,0.1,0.4,4.4,63.1,1,69,78,19.0,16.0,49,35,47860,,,76.0,9,42,11,17,12,17,15,75.2,108,108,108,108,108
54,54,Louisiana,Tensas,4334,32,37,4.9,34,15,15,33,498.4,40,10,,69.0,115.0,34,27,36,8,77,24,8.3,48,5.2,151,6.7,8.1,92,Yes,16,88,39,22.4,25.7,54.0,0.2,0.0,0.2,2.4,41.9,0,68,47,,,80,37,31436,,,,10,45,17,23,14,21,21,75.7,108,108,108,108,108
55,55,Louisiana,Terrebonne,110461,26,42,6.6,29,81,20,45,809.2,36,12,40.0,52.0,218.0,41,47,25,9,79,45,4.6,27,5.7,404,5.5,6.9,95,No,13,82,26,25.1,14.9,18.9,1.1,0.1,6.2,5.1,66.5,1,72,76,17.0,14.0,59,31,51719,,,90.0,12,37,12,16,12,18,16,75.4,108,108,108,108,108
56,56,Louisiana,Union,22108,25,38,7.1,36,40,20,35,615.8,42,9,9.0,9.0,109.0,40,43,23,11,86,37,5.8,31,5.9,271,11.2,9.3,69,Yes,11,83,57,21.5,21.1,24.6,0.3,0.1,0.6,4.9,69.1,1,82,55,15.0,12.0,54,44,44617,,,90.0,9,39,9,15,20,17,15,76.0,108,108,108,108,108
57,57,Louisiana,Vermilion,59511,24,41,7.7,36,60,21,37,478.9,36,11,33.0,29.0,44.0,43,43,23,10,78,42,5.1,23,4.8,387,5.5,8.8,73,No,12,79,42,25.2,15.8,14.1,2.1,0.0,0.4,3.6,78.4,2,77,80,15.0,18.0,45,45,50193,,,95.0,11,37,2,15,11,17,15,77.1,108,108,108,108,108
58,58,Louisiana,Vernon,47429,24,37,5.7,26,66,20,43,607.2,55,8,37.0,53.0,164.0,27,39,21,7,87,54,6.2,21,4.4,292,7.6,8.7,77,Yes,12,86,23,24.6,12.7,13.9,1.9,0.5,1.6,9.4,69.9,1,53,75,18.0,23.0,52,43,51652,,,94.0,8,40,21,16,13,16,14,75.1,108,108,108,108,108
59,59,Louisiana,Washington,46194,29,43,6.5,33,39,18,42,769.8,40,10,19.0,26.0,154.0,39,44,27,12,79,40,5.9,34,5.0,678,8.4,8.5,140,Yes,15,82,42,23.8,18.5,30.1,0.3,0.0,0.5,2.5,65.4,2,67,67,16.0,13.0,64,35,35505,,,82.0,10,39,5,20,19,19,17,72.1,108,108,108,108,108
60,60,Louisiana,Webster,38340,27,36,5.9,32,51,18,34,868.5,45,9,64.0,23.0,240.0,40,39,27,12,84,49,6.1,37,4.8,368,12.4,9.5,81,Yes,15,88,38,22.4,20.2,34.0,0.4,0.0,0.6,2.1,61.6,0,67,49,20.0,19.0,43,34,38386,,,84.0,9,41,15,18,13,19,17,74.1,108,108,108,108,108
61,61,Louisiana,West Baton Rouge,26465,22,34,7.6,27,74,21,41,689.1,27,7,15.0,15.0,57.0,43,50,21,11,87,61,4.5,20,4.7,351,6.1,9.0,93,No,12,87,33,24.1,14.3,39.6,0.7,0.1,0.2,3.4,54.8,0,73,83,17.0,16.0,63,23,65344,,,83.0,7,38,6,14,11,16,13,78.7,108,108,108,108,108
62,62,Louisiana,West Carroll,10830,28,42,7.0,32,33,20,13,245.9,41,11,18.0,18.0,37.0,37,26,26,11,79,33,10.7,29,5.2,402,18.2,8.4,111,Yes,8,86,30,22.3,19.4,16.0,0.3,0.0,0.8,4.3,77.8,0,77,42,18.0,,52,9,42614,,,93.0,11,41,3,18,19,19,17,75.1,108,108,108,108,108
63,63,Louisiana,West Feliciana,15568,22,30,6.5,23,15,22,33,331.6,22,7,71.0,51.0,103.0,38,51,21,9,82,50,4.1,19,5.8,261,5.2,8.9,99,No,10,89,44,16.4,15.5,44.0,0.6,0.0,0.2,1.7,52.6,0,73,72,16.0,26.0,32,27,65296,,,93.0,7,40,20,13,9,15,13,77.7,108,108,108,108,108
64,64,Louisiana,Winn,13904,27,44,6.0,33,80,19,33,754.7,41,8,57.0,43.0,29.0,35,41,25,11,82,34,6.3,29,5.5,485,12.0,8.9,91,Yes,9,85,38,20.6,19.1,30.8,0.3,0.0,0.9,2.1,64.6,0,67,74,15.0,14.0,54,49,43166,,,88.0,8,41,13,19,17,18,16,74.9,108,108,108,108,108
