,State,County,Population,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,Chlamydia Rate,Teen Birth Rate,% Uninsured,Primary Care Physicians Rate,Dentist Rate,Mental Health Provider Rate,% With Annual Mammogram,% Vaccinated,% Fair or Poor Health,% Low birthweight,% Completed High School,% Some College,% Unemployed,% Children in Poverty,Income Ratio,Violent Crime Rate,Social Association Rate,Average Daily PM2.5,Injury Death Rate,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone,% Less Than 18 Years of Age,% 65 and Over,% Black,% Asian,% Native Hawaiian/Other Pacific Islander,% American Indian & Alaska Native,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Homeowners,% Broadband Access,Firearm Fatalities Rate,Crude Rate,% Enrolled in Free or Reduced Lunch,Segregation Index,Median Household Income,Average Grade Performance (Reading),Average Grade Performance (Math),High School Graduation Rate,% Uninsured,% Insufficient Sleep,% Limited Access to Healthy Foods,% Food Insecure,% Adults with Diabetes,% Frequent Mental Distress,% Frequent Physical Distress,Life Expectancy
39,Montana,Powell,6890,23,27,8.0,29,83,25,43.0,780.0,31.0,11,43.0,29.0,102.0,40,32,17,7.0,89,45,3.6,18,4.3,456.0,8.6,6.0,102.0,No,12,70,22,14.5,21.2,1.2,0.4,0.1,5.4,2.9,88.6,0,67,74,,,50,,49387,3.0,3.2,,11,35,7,11,10,14,12,78.1
40,Montana,Prairie,1077,20,29,5.7,25,3,23,67.0,,,10,0.0,0.0,,39,36,15,,88,53,3.8,19,3.8,214.0,0.0,4.6,,No,3,56,25,18.6,33.5,0.4,0.8,0.0,1.6,4.7,89.0,0,84,75,,,46,,46663,,,,10,33,37,9,12,14,11,
41,Montana,Ravalli,43806,20,29,8.3,23,72,22,44.0,260.8,14.0,14,58.0,48.0,201.0,41,38,15,7.0,92,63,4.0,16,4.4,198.0,10.4,9.1,91.0,No,17,72,34,18.8,26.5,0.4,0.7,0.1,1.2,3.7,92.6,0,76,81,26.0,33.0,41,23.0,57209,3.0,,95.0,14,33,2,12,8,14,12,79.6
42,Montana,Richland,10803,19,35,8.4,29,61,24,44.0,244.6,27.0,10,46.0,46.0,130.0,47,50,15,5.0,92,65,2.7,10,4.0,282.0,20.2,5.4,85.0,No,11,81,16,25.0,15.4,0.5,0.5,0.0,2.7,5.5,88.9,1,66,78,23.0,36.0,27,35.0,69095,3.1,3.2,83.0,10,36,9,8,9,13,11,78.3
43,Montana,Roosevelt,11004,31,39,5.1,30,49,21,56.0,1234.5,81.0,20,27.0,55.0,200.0,36,33,25,8.0,88,55,4.3,28,6.9,611.0,3.6,4.9,150.0,No,10,75,23,33.5,11.8,0.4,0.6,0.0,60.5,4.1,33.3,0,63,65,,25.0,57,36.0,38409,2.0,2.3,67.0,20,39,31,15,19,18,18,67.7
44,Montana,Rosebud,8937,25,34,7.3,25,55,23,54.0,1427.3,48.0,13,66.0,56.0,224.0,34,27,19,9.0,90,66,5.0,22,4.3,138.0,12.1,4.9,159.0,Yes,14,77,14,28.7,16.5,0.4,1.0,0.0,39.7,5.4,54.2,0,69,58,24.0,35.0,55,74.0,58139,,2.6,,13,37,10,13,14,16,14,72.1
45,Montana,Sanders,12113,25,25,6.0,30,83,22,60.0,187.9,21.0,16,76.0,33.0,297.0,34,22,20,8.0,89,49,5.9,23,4.5,225.0,6.8,8.6,104.0,No,17,64,24,17.4,32.4,0.3,0.5,0.0,4.2,3.3,89.8,0,78,71,22.0,24.0,59,43.0,45193,3.4,,,16,35,22,15,13,16,14,78.3
46,Montana,Sheridan,3309,19,36,8.1,31,64,22,50.0,115.3,21.0,11,58.0,30.0,151.0,38,50,15,7.0,92,63,2.2,13,4.4,306.0,23.4,4.7,114.0,No,11,75,21,20.9,23.3,0.5,0.5,0.0,2.4,4.2,90.3,0,79,83,,,31,6.0,51111,2.9,3.1,,11,32,12,9,9,13,11,80.3
47,Montana,Silver Bow,34915,22,27,7.9,23,63,22,23.0,364.1,26.0,9,71.0,97.0,579.0,43,45,16,9.0,93,64,3.8,18,5.6,318.0,8.3,7.5,104.0,No,17,82,10,20.2,19.5,0.6,0.7,0.1,2.3,4.7,90.2,0,69,76,28.0,37.0,44,41.0,49249,3.1,3.3,86.0,9,34,4,13,10,14,13,76.5
48,Montana,Stillwater,9642,18,29,8.9,22,36,23,17.0,169.9,16.0,8,21.0,31.0,52.0,45,36,13,9.0,94,72,3.1,12,3.7,211.0,14.7,5.1,82.0,No,10,67,36,21.1,23.5,0.2,0.6,0.0,1.2,4.3,92.4,0,81,81,,21.0,23,8.0,68186,3.0,,,8,32,5,7,12,13,10,82.1
49,Montana,Sweet Grass,3737,19,28,8.6,26,71,24,20.0,,,11,54.0,27.0,80.0,43,21,14,6.0,95,56,2.8,14,3.8,96.0,13.5,4.4,87.0,No,15,66,25,20.5,27.4,0.4,0.6,0.0,1.2,2.9,92.7,0,72,75,,,26,,55259,2.7,2.8,,11,32,7,8,10,13,11,86.2
50,Montana,Teton,6147,20,26,7.6,22,27,22,50.0,98.6,12.0,13,16.0,49.0,114.0,43,41,15,8.0,92,64,3.3,18,3.8,222.0,22.7,5.0,131.0,No,12,66,28,24.4,23.2,0.3,0.9,0.0,1.9,1.7,93.2,0,70,75,,,39,13.0,54458,3.4,3.5,,13,33,13,11,9,14,12,79.6
51,Montana,Toole,4736,24,30,7.4,27,69,23,50.0,184.2,24.0,12,62.0,84.0,148.0,31,31,19,10.0,89,53,2.4,19,3.9,473.0,8.2,5.4,82.0,Yes,16,67,13,20.8,19.4,0.9,0.8,0.1,5.2,4.4,86.1,1,59,77,,,42,19.0,49448,3.1,3.0,,12,35,12,12,7,15,14,78.2
52,Montana,Treasure,696,21,31,4.8,26,11,22,57.0,,,10,0.0,0.0,0.0,51,49,16,,90,84,2.7,19,4.6,0.0,0.0,5.2,,No,12,76,34,21.1,28.9,0.0,1.0,0.0,3.0,4.2,90.2,0,68,67,,,58,,51754,,,,10,33,42,12,15,14,12,
53,Montana,Valley,7396,21,34,7.8,31,64,22,55.0,430.5,22.0,10,81.0,27.0,135.0,47,28,15,6.0,94,71,3.2,16,4.5,136.0,10.8,5.0,123.0,Yes,8,73,11,22.6,23.7,0.5,0.9,0.1,9.2,2.8,84.5,0,75,79,,,41,40.0,51869,2.9,2.9,,10,32,15,9,13,14,12,78.2
54,Montana,Wheatland,2126,24,32,4.4,23,50,21,0.0,233.6,,18,,0.0,94.0,26,20,20,6.0,82,37,3.8,30,4.5,236.0,0.0,4.1,130.0,No,16,43,8,21.3,25.4,0.5,0.5,0.0,3.3,4.7,90.4,2,75,72,,,64,,42059,2.9,2.9,,18,33,46,12,9,16,14,75.7
55,Montana,Wibaux,969,22,31,5.6,20,3,22,0.0,490.2,,16,0.0,0.0,0.0,20,38,18,,89,44,3.0,15,3.3,0.0,0.0,4.0,,No,10,75,21,20.2,25.8,0.4,0.6,0.0,1.3,3.7,93.0,2,80,64,,,33,,51145,,,,16,34,38,10,12,15,13,
56,Montana,Yellowstone,161300,19,28,8.5,23,85,23,38.0,563.6,23.0,8,98.0,100.0,353.0,50,55,15,8.0,94,66,3.2,15,4.3,362.0,13.9,6.2,92.0,Yes,15,83,13,23.3,17.4,0.7,0.8,0.1,4.9,5.8,85.9,0,68,84,18.0,27.0,36,26.0,61435,2.9,2.8,86.0,8,32,7,9,9,13,11,78.2
