,County Pair,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,Chlamydia Rate,Teen Birth Rate,Primary Care Physicians Rate,Dentist Rate,Mental Health Provider Rate,% With Annual Mammogram,% Vaccinated,% Fair or Poor Health,% Low birthweight,% Completed High School,% Some College,% Unemployed,% Children in Poverty,Income Ratio,Violent Crime Rate,Social Association Rate,Average Daily PM2.5,Injury Death Rate,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone,% Less Than 18 Years of Age,% 65 and Over,% Black,% Asian,% Native Hawaiian/Other Pacific Islander,% American Indian & Alaska Native,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Homeowners,% Broadband Access,% Enrolled in Free or Reduced Lunch,Median Household Income,% Insufficient Sleep,% Limited Access to Healthy Foods,% Food Insecure,% Adults with Diabetes,% Frequent Mental Distress,% Frequent Physical Distress,Life Expectancy,Cig Tax Rate
909,Van Wert/Allen,2.0,6.0,0.5,5.0,-15.0,3.0,-22.0,-365.1,-4.0,-24.0,-31.0,-99.0,5.0,-1.0,0.0,-1.0,2.0,-4.0,0.19999999999999973,-1.0,-0.2999999999999998,-159.0,4.700000000000001,0.40000000000000036,-8.0,0.0,-3.0,4.0,5.0,-2.400000000000002,4.499999999999998,-10.5,-4.3,-0.1,-0.09999999999999998,-4.0,20.400000000000006,-1.0,9.0,-8.0,11.0,-1477.0,4.0,-4.0,-1.0,4.0,1.0,1.0,0.7999999999999972,0.06201825665585109
910,Washington/Pleasants,-2.0,5.0,-0.5,7.0,6.0,4.0,35.0,106.80000000000001,-14.0,65.0,4.0,93.0,6.0,7.0,-4.0,0.0,2.0,16.0,-1.3999999999999995,0.0,0.10000000000000053,-37.0,-2.1999999999999993,0.5999999999999996,0.0,0.0,1.0,-7.0,-13.0,1.1999999999999993,2.0,-0.30000000000000004,0.49999999999999994,0.0,0.0,0.29999999999999993,-0.6999999999999886,0.0,-9.0,-3.0,7.0,-2407.0,-3.0,1.0,2.0,0.0,-2.0,-2.0,0.29999999999999716,0.03805467004089333
911,Washington/Tyler,-1.0,1.0,-0.2999999999999998,2.0,-7.0,4.0,2.0,118.69999999999999,-5.0,32.0,46.0,137.0,0.0,16.0,-3.0,-3.0,2.0,13.0,-2.3999999999999995,-6.0,-0.5,-131.0,-3.5,0.7999999999999989,-38.0,-1.0,2.0,-2.0,-21.0,0.3999999999999986,-1.7999999999999972,1.0,0.19999999999999996,0.0,0.0,0.3999999999999999,-2.1999999999999886,0.0,-9.0,3.0,3.0,4220.0,-1.0,0.0,2.0,1.0,-2.0,-2.0,0.5,0.03805467004089333
912,Washington/Wood,0.0,-4.0,-0.09999999999999964,-1.0,4.0,4.0,9.0,77.30000000000001,-14.0,-8.0,-5.0,15.0,-2.0,3.0,-3.0,-2.0,1.0,-3.0,0.3000000000000007,-4.0,-0.5999999999999996,-202.0,-5.399999999999999,0.7999999999999989,-21.0,-1.0,1.0,1.0,9.0,-1.1999999999999993,0.7000000000000028,0.10000000000000009,0.09999999999999998,0.0,0.09999999999999998,0.0,-0.19999999999998863,0.0,3.0,-7.0,-1.0,3356.0,0.0,-3.0,2.0,-3.0,-1.0,-2.0,1.5999999999999943,0.03805467004089333
913,Adair/Crawford,8.0,4.0,-0.40000000000000036,-7.0,-46.0,-3.0,-1.0,181.89999999999998,21.0,-12.0,8.0,174.0,-8.0,1.0,9.0,-1.0,-4.0,-20.0,0.9000000000000004,5.0,0.8999999999999995,74.0,1.2999999999999998,-0.5999999999999996,30.0,0.0,4.0,-2.0,12.0,2.6999999999999993,-1.3999999999999986,-1.0,-0.7,0.0,43.5,-1.0,-44.199999999999996,0.0,-7.0,-23.0,23.0,-5011.0,8.0,-4.0,4.0,6.0,5.0,6.0,-3.799999999999997,0.10121198440594775
914,Adair/Washington,11.0,11.0,-1.0,-4.0,-58.0,-5.0,6.0,-117.10000000000002,34.0,-50.0,-38.0,-157.0,-12.0,-3.0,10.0,-1.0,-4.0,-30.0,1.8000000000000003,17.0,0.39999999999999947,-1.0,0.1999999999999993,1.0,47.0,-1.0,0.0,5.0,11.0,2.8999999999999986,3.700000000000001,-2.9,-1.8,-2.6999999999999997,44.5,-10.000000000000002,-31.000000000000007,-3.0,16.0,-29.0,29.0,-12569.0,10.0,-2.0,6.0,10.0,7.0,8.0,-5.099999999999994,0.10121198440594775
915,Alfalfa/Harper,-1.0,7.0,-0.7000000000000002,1.0,-31.0,-1.0,26.0,-185.60000000000002,-3.0,-19.0,-21.0,-19.0,6.0,5.0,1.0,-1.0,-5.0,-7.0,-0.3999999999999999,-1.0,0.2999999999999998,-251.0,-2.8999999999999986,0.0,-29.0,1.0,-4.0,-5.0,7.0,-5.300000000000001,-3.1999999999999993,3.9,-0.09999999999999998,-0.1,2.7,-0.20000000000000018,-6.6000000000000085,0.0,10.0,3.0,-12.0,9957.0,2.0,12.0,-2.0,-5.0,0.0,0.0,5.0,0.08376027220825749
916,Bryan/Fannin,4.0,1.0,0.20000000000000018,5.0,5.0,-5.0,5.0,299.99999999999994,13.0,25.0,15.0,737.0,-2.0,2.0,3.0,0.0,1.0,6.0,0.2999999999999998,4.0,0.20000000000000018,61.0,-2.4000000000000004,0.0,2.0,1.0,2.0,1.0,-30.0,2.1000000000000014,-0.6000000000000014,-4.4,-0.20000000000000007,0.0,13.5,-5.7,-8.0,-1.0,-11.0,0.0,9.0,-12049.0,2.0,-5.0,1.0,4.0,2.0,2.0,-0.20000000000000284,0.07095054164887651
917,Bryan/Grayson,6.0,-5.0,-0.09999999999999964,-5.0,-23.0,-4.0,7.0,208.19999999999993,6.0,-4.0,-27.0,708.0,1.0,-6.0,4.0,0.0,-3.0,-6.0,-0.10000000000000009,3.0,0.2999999999999998,-67.0,-0.40000000000000036,-0.3000000000000007,28.0,0.0,1.0,2.0,-12.0,-0.3999999999999986,0.1999999999999993,-4.0,-1.0,0.0,13.0,-7.8999999999999995,-4.3999999999999915,-1.0,-6.0,-4.0,12.0,-13365.0,3.0,0.0,0.0,2.0,2.0,3.0,-0.8999999999999915,0.07095054164887651
918,Bryan/Lamar,3.0,-1.0,0.7000000000000002,-11.0,-20.0,-4.0,22.0,-80.0,-1.0,-8.0,-18.0,732.0,-9.0,-3.0,1.0,-1.0,2.0,2.0,-0.3999999999999999,-7.0,-0.39999999999999947,-180.0,-4.299999999999999,-0.09999999999999964,18.0,0.0,0.0,-2.0,2.0,-0.3000000000000007,-1.5,-11.399999999999999,-0.20000000000000007,0.1,12.9,-2.1000000000000005,-3.299999999999997,0.0,-2.0,6.0,3.0,-2987.0,1.0,-4.0,-2.0,-3.0,1.0,1.0,0.4000000000000057,0.07095054164887651
919,Choctaw/Lamar,7.0,0.0,-1.7999999999999998,1.0,-29.0,-5.0,10.0,-129.99999999999994,12.0,-9.0,-22.0,741.0,-10.0,-16.0,7.0,1.0,-2.0,-4.0,1.4,5.0,0.9000000000000004,-80.0,-3.0999999999999996,0.0,65.0,0.0,1.0,2.0,12.0,0.5999999999999979,1.6000000000000014,-2.6999999999999993,-0.30000000000000004,0.1,16.6,-3.6000000000000005,-13.5,-1.0,5.0,-3.0,12.0,-9930.0,5.0,15.0,3.0,4.0,4.0,4.0,-0.7999999999999972,0.07095054164887651
920,Choctaw/Red River,6.0,-6.0,-1.0999999999999996,5.0,-1.0,-4.0,-1.0,184.2,14.0,25.0,9.0,812.0,0.0,-17.0,6.0,1.0,-3.0,-4.0,0.20000000000000018,5.0,0.5999999999999996,9.0,-1.5,-0.09999999999999964,47.0,0.0,3.0,1.0,-21.0,4.599999999999998,-4.199999999999999,-5.600000000000001,0.09999999999999998,0.1,16.8,-2.2,-13.799999999999997,0.0,-8.0,-1.0,9.0,-4194.0,4.0,9.0,2.0,-1.0,3.0,4.0,-0.20000000000000284,0.07095054164887651
921,Craig/Labette,4.0,-5.0,-0.1999999999999993,3.0,-13.0,-4.0,-22.0,-110.5,4.0,-18.0,16.0,514.0,0.0,16.0,5.0,0.0,-3.0,-12.0,-0.3999999999999999,1.0,-0.19999999999999973,-300.0,2.9000000000000004,0.3000000000000007,26.0,0.0,0.0,-4.0,16.0,-2.5,0.6000000000000014,-0.9999999999999996,0.19999999999999996,0.0,19.1,-0.7000000000000002,-22.5,1.0,0.0,-6.0,1.0,-1192.0,4.0,0.0,1.0,1.0,2.0,3.0,-2.1000000000000085,0.08376027220825749
922,Delaware/McDonald,-3.0,-2.0,-1.0,11.0,-5.0,-4.0,10.0,9.0,-8.0,36.0,16.0,168.0,-1.0,17.0,-1.0,0.0,7.0,9.0,0.5,-2.0,0.3999999999999999,-424.0,1.299999999999999,0.29999999999999893,-1.0,-1.0,-1.0,-2.0,-1.0,-5.600000000000001,9.6,-1.4,-0.40000000000000013,-2.6999999999999997,20.900000000000002,-7.5,-13.199999999999996,-3.0,7.0,15.0,-7.0,4987.0,3.0,5.0,3.0,6.0,1.0,1.0,1.7000000000000028,0.2281666711384186
923,Harmon/Hardeman,0.0,-7.0,1.5,-15.0,45.0,-6.0,-25.0,-191.09999999999997,10.0,-89.0,-64.0,-38.0,-6.0,9.0,0.0,6.0,1.0,12.0,-0.10000000000000009,1.0,0.7000000000000002,279.0,4.800000000000001,-0.09999999999999964,31.0,-1.0,1.0,2.0,9.0,3.5,-3.099999999999998,2.8,1.1,0.0,2.0,5.800000000000001,-13.100000000000009,-2.0,5.0,8.0,-12.0,-2069.0,1.0,-11.0,-2.0,2.0,0.0,0.0,-3.5,0.07095054164887651
924,Jackson/Hardeman,-1.0,4.0,0.6999999999999993,-9.0,18.0,-5.0,-3.0,123.0,3.0,-59.0,-61.0,160.0,6.0,-3.0,-1.0,4.0,6.0,11.0,-0.10000000000000009,-8.0,-0.1999999999999993,252.0,0.6000000000000014,0.5,-10.0,0.0,5.0,6.0,-8.0,3.3999999999999986,-8.0,2.0,1.0,0.4,1.7,1.0,-6.500000000000007,-3.0,-10.0,14.0,-19.0,8373.0,1.0,-4.0,-1.0,-4.0,0.0,-1.0,-1.0,0.07095054164887651
925,Jackson/Wilbarger,-1.0,2.0,1.0999999999999996,-7.0,23.0,-3.0,2.0,296.19999999999993,-4.0,29.0,10.0,87.0,10.0,-17.0,-3.0,0.0,8.0,12.0,-0.7000000000000002,4.0,-0.6999999999999993,-29.0,-0.8999999999999986,0.20000000000000018,23.0,0.0,1.0,2.0,-2.0,2.799999999999997,-3.8000000000000007,-0.5,-1.5,0.30000000000000004,1.2999999999999998,-4.600000000000001,4.5,-1.0,-3.0,15.0,-4.0,5860.0,-1.0,-4.0,-4.0,-10.0,0.0,-2.0,0.4000000000000057,0.07095054164887651
926,Kay/Sumner,2.0,-2.0,-1.1000000000000005,1.0,23.0,-3.0,-10.0,245.19999999999993,23.0,10.0,38.0,119.0,-3.0,3.0,6.0,1.0,-5.0,-10.0,0.8999999999999999,8.0,-0.2999999999999998,365.0,-1.5999999999999996,0.5,43.0,0.0,1.0,1.0,-26.0,0.5999999999999979,0.3000000000000007,0.9000000000000001,0.0,0.4,10.0,2.700000000000001,-15.5,1.0,-7.0,-9.0,19.0,-5096.0,6.0,4.0,4.0,-2.0,3.0,3.0,-2.6000000000000085,0.08376027220825749
927,Le Flore/Scott,0.0,1.0,0.09999999999999964,-2.0,-58.0,-1.0,7.0,263.29999999999995,-9.0,9.0,20.0,294.0,0.0,1.0,-4.0,-1.0,5.0,0.0,1.3000000000000003,0.0,0.10000000000000053,-63.0,-2.499999999999999,1.3000000000000007,-6.0,1.0,1.0,8.0,-7.0,0.8999999999999986,-3.099999999999998,1.2999999999999998,-2.4000000000000004,0.2,11.5,-0.7000000000000002,-13.200000000000003,1.0,-3.0,10.0,-2.0,4313.0,5.0,0.0,-1.0,-2.0,0.0,-2.0,-1.7000000000000028,0.10121198440594775
928,Le Flore/Sebastian,4.0,4.0,-0.40000000000000036,5.0,-48.0,0.0,7.0,13.199999999999932,4.0,-99.0,-44.0,-36.0,-10.0,-7.0,0.0,0.0,0.0,-9.0,1.4000000000000004,8.0,0.2999999999999998,-381.0,-3.1000000000000005,0.0,39.0,0.0,-4.0,4.0,13.0,-0.10000000000000142,1.9000000000000021,-4.800000000000001,-4.0,0.0,11.7,-7.6000000000000005,2.299999999999997,-2.0,12.0,-8.0,3.0,-6567.0,6.0,4.0,0.0,0.0,3.0,1.0,-2.9000000000000057,0.10121198440594775
929,Love/Cooke,4.0,3.0,0.0,9.0,-14.0,-5.0,-18.0,43.099999999999966,-4.0,-2.0,-34.0,17.0,-10.0,1.0,4.0,4.0,-4.0,-8.0,-0.5,2.0,0.2999999999999998,-242.0,0.5,-0.40000000000000036,47.0,0.0,-3.0,4.0,6.0,0.3999999999999986,0.7000000000000028,-0.8999999999999999,-0.30000000000000004,-0.1,6.199999999999999,-2.6999999999999993,-4.400000000000006,0.0,8.0,-6.0,18.0,-9705.0,3.0,5.0,-2.0,-3.0,2.0,2.0,-2.799999999999997,0.07095054164887651
930,Love/Grayson,4.0,-11.0,0.7000000000000002,-5.0,-29.0,-4.0,-16.0,-24.200000000000045,0.0,-16.0,-55.0,-50.0,-11.0,-8.0,4.0,2.0,-7.0,-15.0,-0.8000000000000003,3.0,-0.10000000000000053,-172.0,0.09999999999999964,-0.7000000000000011,58.0,-1.0,-5.0,1.0,3.0,0.3000000000000007,1.8000000000000007,-3.4,-0.9000000000000001,-0.1,5.8,2.0,-4.599999999999994,2.0,9.0,-6.0,21.0,-5958.0,3.0,-1.0,-3.0,2.0,2.0,2.0,-1.2999999999999972,0.07095054164887651
931,Love/Montague,2.0,-7.0,0.7000000000000002,1.0,-3.0,-4.0,-27.0,185.59999999999997,4.0,-1.0,-20.0,53.0,-5.0,14.0,3.0,2.0,-4.0,-8.0,-0.5,2.0,-0.5,-65.0,-3.9000000000000004,0.2999999999999998,34.0,0.0,-3.0,-4.0,-1.0,1.6000000000000014,-2.799999999999997,1.7,0.19999999999999996,-0.1,6.199999999999999,5.0,-15.400000000000006,2.0,5.0,-2.0,21.0,-2168.0,2.0,0.0,-3.0,-1.0,1.0,1.0,0.3999999999999915,0.07095054164887651
932,McCurtain/Polk,2.0,2.0,1.2000000000000002,8.0,-4.0,-3.0,28.0,407.6,9.0,-35.0,-8.0,230.0,7.0,-1.0,1.0,1.0,-2.0,-9.0,1.5,3.0,0.7000000000000002,-62.0,-2.8000000000000007,0.7999999999999989,23.0,0.0,-4.0,11.0,0.0,2.5,-5.0,7.4,0.0,1.2999999999999998,15.000000000000002,-0.39999999999999947,-26.5,0.0,-6.0,-8.0,2.0,1081.0,4.0,-11.0,-1.0,1.0,1.0,1.0,-2.0,0.10121198440594775
933,McCurtain/Sevier,2.0,5.0,-0.40000000000000036,2.0,0.0,-2.0,8.0,313.20000000000005,2.0,-7.0,2.0,267.0,-2.0,-16.0,-2.0,2.0,6.0,5.0,0.9000000000000004,7.0,0.6000000000000005,19.0,3.0999999999999996,0.0,55.0,1.0,-4.0,17.0,-11.0,-3.400000000000002,3.700000000000001,4.2,0.4,0.09999999999999987,13.500000000000002,-28.099999999999998,5.299999999999997,-7.0,0.0,-15.0,4.0,-2690.0,3.0,-2.0,3.0,0.0,2.0,1.0,-3.0,0.10121198440594775
934,McCurtain/Bowie,7.0,-8.0,-0.2999999999999998,2.0,15.0,-5.0,20.0,35.60000000000002,5.0,-30.0,-21.0,215.0,-4.0,-11.0,7.0,-2.0,-6.0,-10.0,1.2999999999999998,9.0,0.0,-279.0,-2.0,-0.09999999999999964,64.0,1.0,-2.0,0.0,8.0,1.5999999999999979,1.6000000000000014,-17.1,-0.19999999999999996,1.2999999999999998,16.0,-1.5999999999999996,-1.8000000000000043,0.0,8.0,-11.0,16.0,-10404.0,2.0,0.0,1.0,-1.0,4.0,4.0,-1.7999999999999972,0.07095054164887651
935,McCurtain/Red River,4.0,-2.0,0.7999999999999998,1.0,20.0,-5.0,19.0,319.1,11.0,24.0,12.0,287.0,1.0,-15.0,5.0,-1.0,-2.0,-9.0,1.1000000000000005,5.0,-0.20000000000000018,-62.0,-2.4000000000000004,0.40000000000000036,29.0,0.0,0.0,4.0,-25.0,5.599999999999998,-6.699999999999999,-8.200000000000001,0.6,1.4,15.400000000000002,-0.7999999999999998,-12.5,1.0,-6.0,-3.0,11.0,-522.0,2.0,-9.0,0.0,-6.0,2.0,3.0,-0.7000000000000028,0.07095054164887651
936,Marshall/Grayson,5.0,4.0,-0.5,-9.0,-14.0,-4.0,-14.0,-6.300000000000011,15.0,-22.0,-53.0,197.0,-2.0,-3.0,5.0,-1.0,-10.0,-14.0,0.3999999999999999,7.0,-0.10000000000000053,-127.0,1.0999999999999996,-0.6000000000000014,29.0,0.0,-3.0,0.0,5.0,-0.5999999999999979,4.099999999999998,-4.1,-1.2000000000000002,0.0,9.299999999999999,4.0,-10.0,2.0,5.0,-14.0,25.0,-12434.0,3.0,4.0,1.0,5.0,2.0,3.0,1.0,0.07095054164887651
937,Nowata/Montgomery,2.0,4.0,0.09999999999999964,2.0,-20.0,1.0,8.0,-84.80000000000001,0.0,-17.0,-43.0,21.0,3.0,7.0,3.0,-1.0,0.0,-14.0,-0.5999999999999996,3.0,-0.09999999999999964,-352.0,-8.2,0.10000000000000142,-17.0,0.0,-1.0,1.0,28.0,-1.5,-0.5,-2.7,-0.8,-0.1,16.099999999999998,-3.9000000000000004,-12.700000000000003,-1.0,5.0,-11.0,-2.0,3216.0,4.0,-1.0,-1.0,15.0,2.0,2.0,1.0999999999999943,0.08376027220825749
938,Osage/Cowley,2.0,-2.0,-0.20000000000000018,-4.0,-24.0,-3.0,5.0,-74.89999999999998,-5.0,-32.0,-16.0,-78.0,-9.0,-10.0,4.0,-1.0,-3.0,-7.0,0.3999999999999999,4.0,0.5,-58.0,-6.6,1.8999999999999995,6.0,1.0,0.0,3.0,21.0,-2.0,1.8000000000000007,8.6,-1.5,-0.5,12.7,-7.3999999999999995,-16.1,-1.0,11.0,-4.0,8.0,-870.0,3.0,-1.0,1.0,-4.0,2.0,2.0,3.0999999999999943,0.08376027220825749
939,Ottawa/McDonald,0.0,3.0,-1.0,6.0,-9.0,-5.0,4.0,204.09999999999997,-3.0,38.0,-4.0,479.0,2.0,14.0,-1.0,0.0,7.0,13.0,0.10000000000000009,-2.0,0.3999999999999999,-403.0,6.699999999999999,0.0,6.0,-1.0,-1.0,8.0,-14.0,-0.9000000000000021,2.9000000000000004,-0.8,-0.9000000000000001,-1.9,17.1,-5.5,-12.099999999999994,-3.0,0.0,13.0,-2.0,1915.0,4.0,6.0,3.0,6.0,1.0,1.0,-1.7999999999999972,0.2281666711384186
940,Ottawa/Newton,5.0,7.0,-1.2000000000000002,-2.0,-11.0,-5.0,-9.0,159.2,12.0,-11.0,1.0,458.0,-4.0,6.0,5.0,1.0,-2.0,-8.0,0.10000000000000009,9.0,0.5,-73.0,2.9000000000000004,-0.09999999999999964,24.0,0.0,3.0,6.0,1.0,1.0999999999999979,0.10000000000000142,0.09999999999999998,-0.8,-0.20000000000000007,17.7,0.3000000000000007,-21.0,0.0,-3.0,-8.0,11.0,-11721.0,4.0,4.0,5.0,4.0,3.0,4.0,-3.1999999999999886,0.2281666711384186
941,Sequoyah/Sebastian,5.0,-1.0,-0.2999999999999998,5.0,-39.0,0.0,-11.0,-212.60000000000002,12.0,-98.0,-36.0,-78.0,-12.0,-4.0,2.0,0.0,-3.0,-7.0,0.7999999999999998,7.0,0.2999999999999998,-302.0,-4.000000000000001,-1.5999999999999996,24.0,0.0,-1.0,5.0,17.0,-0.8000000000000007,2.400000000000002,-5.0,-3.9000000000000004,-0.1,20.1,-10.5,-6.400000000000006,-4.0,13.0,-5.0,3.0,-5907.0,6.0,1.0,1.0,-2.0,4.0,3.0,-2.0,0.10121198440594775
942,Texas/Seward,1.0,-7.0,-1.299999999999999,8.0,-17.0,-2.0,-15.0,-290.8,-6.0,12.0,2.0,91.0,-1.0,3.0,-3.0,0.0,6.0,6.0,-1.1,1.0,-0.2999999999999998,-103.0,0.6999999999999993,0.09999999999999964,22.0,0.0,1.0,4.0,-1.0,-3.6999999999999993,1.700000000000001,0.6999999999999997,0.3999999999999999,0.39999999999999997,0.19999999999999996,-16.1,14.600000000000001,-5.0,1.0,-8.0,-13.0,287.0,0.0,12.0,1.0,2.0,0.0,0.0,-3.5,0.08376027220825749
943,Texas/Stevens,0.0,-10.0,-0.5999999999999996,2.0,11.0,-4.0,23.0,50.70000000000002,20.0,13.0,-1.0,120.0,-2.0,-2.0,2.0,2.0,-6.0,-8.0,-0.6000000000000001,5.0,-1.4000000000000004,108.0,-7.600000000000001,0.1999999999999993,11.0,0.0,4.0,0.0,-7.0,0.09999999999999787,-4.899999999999999,3.8,2.7,0.5,0.0,9.600000000000001,-15.799999999999997,4.0,-2.0,1.0,14.0,-5250.0,1.0,9.0,-1.0,-5.0,0.0,1.0,-4.299999999999997,0.08376027220825749
944,Texas/Hansford,0.0,3.0,2.5,7.0,-21.0,-5.0,23.0,98.70000000000002,13.0,-6.0,16.0,138.0,-13.0,0.0,-2.0,0.0,4.0,7.0,-0.2999999999999998,2.0,-0.5,-24.0,-4.300000000000001,0.09999999999999964,-9.0,0.0,5.0,-7.0,-12.0,-1.5,-3.1999999999999993,3.5999999999999996,3.0,0.5,0.09999999999999987,-2.299999999999997,-5.0,-1.0,-2.0,-2.0,10.0,-2689.0,0.0,-21.0,-3.0,2.0,-1.0,-1.0,-1.8999999999999915,0.07095054164887651
945,Texas/Ochiltree,3.0,3.0,-0.9000000000000004,-4.0,-21.0,-6.0,12.0,73.80000000000001,-1.0,9.0,-6.0,144.0,-12.0,14.0,1.0,0.0,-2.0,1.0,-0.7000000000000002,3.0,-0.20000000000000018,-74.0,-2.9000000000000004,0.2999999999999998,24.0,-1.0,2.0,-3.0,-2.0,-2.8000000000000007,0.10000000000000142,3.6999999999999997,2.7,0.5,0.09999999999999987,-8.399999999999999,1.7000000000000028,2.0,-5.0,-2.0,11.0,-6553.0,1.0,12.0,-1.0,-3.0,1.0,1.0,-2.6999999999999886,0.07095054164887651
946,Tillman/Wichita,4.0,10.0,0.20000000000000018,13.0,-13.0,-2.0,-37.0,9.199999999999989,0.0,-50.0,-52.0,33.0,-4.0,4.0,4.0,0.0,-10.0,-3.0,0.5,12.0,-0.7999999999999998,-134.0,2.5999999999999996,-0.5999999999999996,23.0,1.0,-5.0,4.0,20.0,0.6000000000000014,5.199999999999999,-3.4000000000000004,-1.6,0.0,3.8,8.3,-6.799999999999997,4.0,16.0,-6.0,19.0,-10284.0,1.0,1.0,-2.0,4.0,2.0,2.0,0.5999999999999943,0.07095054164887651
947,Tillman/Wilbarger,3.0,10.0,0.5,12.0,27.0,-4.0,-20.0,91.39999999999998,-12.0,-12.0,-3.0,44.0,8.0,3.0,0.0,-1.0,0.0,5.0,0.10000000000000009,8.0,-1.0999999999999996,-77.0,0.5,0.40000000000000036,13.0,0.0,-2.0,2.0,16.0,1.0,1.1999999999999993,-0.40000000000000036,-2.6,0.1,3.4999999999999996,-1.6999999999999993,0.8999999999999986,3.0,15.0,5.0,16.0,-1319.0,1.0,1.0,-4.0,3.0,1.0,0.0,0.4000000000000057,0.07095054164887651
948,Washington/Montgomery,-3.0,-3.0,0.0,-1.0,-22.0,0.0,5.0,-106.59999999999997,-4.0,9.0,1.0,102.0,5.0,20.0,-1.0,-1.0,1.0,-9.0,-0.6999999999999997,-4.0,0.20000000000000018,-336.0,-5.300000000000001,0.3000000000000007,-25.0,0.0,-3.0,2.0,3.0,0.0,-0.5,-2.5,1.2999999999999998,0.0,7.200000000000001,-0.9000000000000004,-6.400000000000006,0.0,2.0,3.0,-15.0,18275.0,2.0,3.0,-2.0,3.0,-1.0,0.0,1.5999999999999943,0.08376027220825749
949,Baker/Washington,0.0,-6.0,-1.0999999999999996,-4.0,-1.0,2.0,22.0,-140.20000000000002,1.0,32.0,30.0,631.0,4.0,8.0,-3.0,1.0,6.0,12.0,0.39999999999999947,2.0,0.09999999999999964,164.0,15.499999999999998,-0.6000000000000005,57.0,1.0,-3.0,1.0,-13.0,-2.8000000000000007,0.6000000000000014,0.19999999999999996,-0.09999999999999998,-0.1,-0.09999999999999987,-12.100000000000001,10.600000000000009,-3.0,-2.0,2.0,7.0,2717.0,0.0,9.0,2.0,2.0,1.0,0.0,-1.2000000000000028,0.2714425602343833
950,Clatsop/Pacific,-1.0,-6.0,1.5,-5.0,26.0,0.0,-21.0,199.00000000000003,-3.0,38.0,34.0,-68.0,4.0,-1.0,-2.0,-1.0,4.0,12.0,-3.2,-2.0,-0.9000000000000004,6.0,-0.29999999999999893,0.09999999999999964,-1.0,0.0,2.0,-2.0,-7.0,3.3000000000000007,-8.800000000000004,-0.10000000000000009,-0.5,0.09999999999999998,-1.4,-1.5,3.3999999999999915,-1.0,-18.0,1.0,-6.0,8818.0,0.0,-7.0,-5.0,-5.0,0.0,0.0,2.299999999999997,0.05706606968818617
951,Columbia/Clark,7.0,2.0,-0.3000000000000007,7.0,-15.0,5.0,-10.0,-105.19999999999999,1.0,-39.0,-12.0,28.0,-4.0,-7.0,2.0,0.0,-2.0,-11.0,-0.20000000000000018,0.0,0.5,-87.0,0.39999999999999947,-0.1999999999999993,10.0,1.0,-1.0,-1.0,22.0,-2.6999999999999993,3.1999999999999993,-1.4000000000000001,-3.9,-0.7,0.30000000000000004,-4.6,10.299999999999997,-2.0,8.0,-5.0,2.0,-8122.0,5.0,-1.0,2.0,3.0,3.0,2.0,-0.3999999999999915,0.05706606968818617
952,Columbia/Cowlitz,3.0,-4.0,1.0,1.0,4.0,6.0,-8.0,-158.7,-9.0,-28.0,-2.0,-59.0,-4.0,-9.0,-2.0,0.0,2.0,-2.0,-1.5,-6.0,-0.10000000000000053,-126.0,-1.2999999999999998,0.5,-8.0,0.0,-3.0,-4.0,27.0,-2.0,-0.10000000000000142,-0.20000000000000007,-0.5,-0.2,-0.6000000000000001,-3.700000000000001,4.599999999999994,0.0,9.0,2.0,-13.0,14969.0,0.0,-5.0,-3.0,0.0,1.0,0.0,2.799999999999997,0.05706606968818617
953,Harney/Washoe,4.0,8.0,-1.4000000000000004,8.0,-21.0,-2.0,-32.0,-329.80000000000007,7.0,6.0,-2.0,322.0,-8.0,-13.0,2.0,-2.0,3.0,-1.0,2.0999999999999996,8.0,-0.40000000000000036,-209.0,3.0999999999999996,1.0999999999999996,48.0,-1.0,-4.0,-9.0,-13.0,-1.1999999999999993,8.099999999999998,-1.2999999999999998,-5.2,-0.7,2.2,-19.9,24.10000000000001,-4.0,14.0,-8.0,6.0,-31859.0,0.0,7.0,4.0,7.0,3.0,3.0,-0.10000000000000853,0.13773536938362294
954,Hood River/Klickitat,1.0,3.0,2.0999999999999996,1.0,6.0,0.0,30.0,185.1,-2.0,150.0,102.0,211.0,5.0,16.0,2.0,-2.0,-7.0,-6.0,-2.5999999999999996,-6.0,-0.6000000000000001,60.0,5.999999999999999,-0.5999999999999996,-24.0,-1.0,1.0,-2.0,-8.0,4.5,-8.2,0.0,0.9,0.0,-1.3,20.2,-19.299999999999997,7.0,-1.0,2.0,-1.0,8268.0,3.0,-11.0,-6.0,-3.0,1.0,0.0,0.10000000000000853,0.05706606968818617
