,County Pair,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,Chlamydia Rate,Teen Birth Rate,Primary Care Physicians Rate,Dentist Rate,Mental Health Provider Rate,% With Annual Mammogram,% Vaccinated,% Fair or Poor Health,% Low birthweight,% Completed High School,% Some College,% Unemployed,% Children in Poverty,Income Ratio,Violent Crime Rate,Social Association Rate,Average Daily PM2.5,Injury Death Rate,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone,% Less Than 18 Years of Age,% 65 and Over,% Black,% Asian,% Native Hawaiian/Other Pacific Islander,% American Indian & Alaska Native,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Homeowners,% Broadband Access,% Enrolled in Free or Reduced Lunch,Median Household Income,% Insufficient Sleep,% Limited Access to Healthy Foods,% Food Insecure,% Adults with Diabetes,% Frequent Mental Distress,% Frequent Physical Distress,Life Expectancy,Cig Tax Rate
0,Baldwin/Escambia,-1.0,1.0,0.7000000000000002,-4.0,1.0,-1.0,8.0,-376.50000000000006,-3.0,-2.0,-19.0,-102.0,5.0,7.0,-3.0,-2.0,1.0,0.0,-0.5,-11.0,0.40000000000000036,-456.0,1.4000000000000004,0.20000000000000018,-13.0,0.0,0.0,9.0,15.0,0.5,3.8999999999999986,-14.200000000000001,-2.1999999999999997,-0.1,-0.09999999999999998,-1.2000000000000002,19.200000000000003,0.0,13.0,-1.0,-14.0,7049.0,-5.0,-7.0,-1.0,-3.0,0.0,-1.0,2.9000000000000057,-0.07695133501066667
1,Chambers/Harris,7.0,11.0,-2.2,9.0,47.0,-5.0,3.0,369.9,27.0,4.0,1.0,-17.0,-5.0,-1.0,11.0,4.0,-10.0,-21.0,-0.20000000000000018,19.0,0.5,405.0,8.500000000000002,-0.10000000000000142,27.0,0.0,5.0,0.0,-10.0,-0.5,0.8999999999999986,23.499999999999996,-0.09999999999999987,-0.1,-0.2,-1.2999999999999998,-21.4,0.0,-21.0,-14.0,36.0,-32037.0,4.0,10.0,6.0,2.0,5.0,5.0,-4.400000000000006,0.04063717258947033
2,Chambers/Troup,1.0,-8.0,-0.39999999999999947,-2.0,-11.0,-2.0,10.0,-80.5,1.0,-11.0,-43.0,-127.0,-3.0,1.0,3.0,2.0,-1.0,-1.0,-0.30000000000000027,3.0,-1.1000000000000005,197.0,6.200000000000001,0.09999999999999964,19.0,0.0,-3.0,3.0,1.0,-3.5,5.0,3.5999999999999943,-1.1999999999999997,-0.2,-0.10000000000000003,-1.1,-0.6999999999999957,-1.0,10.0,-4.0,3.0,-5281.0,1.0,3.0,1.0,5.0,3.0,2.0,-0.7000000000000028,0.04063717258947033
3,Cherokee/Chattooga,-2.0,4.0,0.10000000000000053,6.0,-8.0,-1.0,-4.0,-25.100000000000023,-23.0,30.0,-25.0,-9.0,-1.0,6.0,-2.0,0.0,8.0,12.0,-2.1,0.0,0.39999999999999947,194.0,-0.8000000000000007,0.40000000000000036,8.0,0.0,-4.0,-3.0,6.0,-3.5,5.899999999999999,-5.4,-0.19999999999999996,-0.3,0.19999999999999996,-3.8,9.200000000000003,-2.0,9.0,1.0,-10.0,4421.0,-3.0,-3.0,1.0,2.0,0.0,-1.0,1.0,0.04063717258947033
4,Cherokee/Floyd,3.0,4.0,0.5,-3.0,-25.0,0.0,14.0,-114.30000000000001,4.0,-93.0,-26.0,-108.0,-5.0,0.0,1.0,-1.0,0.0,-1.0,-0.8999999999999999,-1.0,0.09999999999999964,-8.0,-1.6999999999999993,1.0,21.0,0.0,-4.0,1.0,17.0,-4.0,6.5,-10.3,-1.2000000000000002,-0.3,-0.10000000000000009,-9.9,21.10000000000001,-2.0,16.0,-7.0,-13.0,-4538.0,-1.0,-9.0,2.0,2.0,3.0,1.0,-0.7000000000000028,0.04063717258947033
5,Cherokee/Polk,1.0,-4.0,0.0,-3.0,-47.0,-1.0,11.0,-67.10000000000002,-10.0,10.0,-11.0,-47.0,-5.0,3.0,0.0,-1.0,3.0,4.0,-0.7000000000000002,0.0,0.2999999999999998,-239.0,-2.3000000000000007,0.40000000000000036,6.0,0.0,-6.0,-1.0,9.0,-6.5,7.800000000000001,-8.1,-0.4,-0.2,-0.20000000000000007,-11.9,20.10000000000001,-4.0,12.0,-4.0,-23.0,-1914.0,0.0,-5.0,2.0,-1.0,2.0,1.0,0.7000000000000028,0.04063717258947033
6,Choctaw/Lauderdale,1.0,10.0,0.0,4.0,-23.0,0.0,54.0,-447.4,-3.0,-57.0,-19.0,-298.0,-4.0,-5.0,3.0,-2.0,-4.0,-5.0,-0.7999999999999998,-2.0,0.10000000000000053,-231.0,6.4,-0.29999999999999893,12.0,0.0,-4.0,2.0,28.0,-3.6000000000000014,5.800000000000001,-2.1999999999999957,-0.6000000000000001,0.0,-0.09999999999999998,-1.2999999999999998,4.299999999999997,0.0,17.0,-10.0,6.0,-1796.0,3.0,-4.0,2.0,6.0,2.0,1.0,-0.20000000000000284,-0.0017548392653359834
7,Colbert/Tishomingo,-3.0,-2.0,-0.40000000000000036,-6.0,5.0,0.0,-7.0,231.2,-1.0,33.0,44.0,-72.0,1.0,-2.0,-3.0,0.0,5.0,3.0,-1.3999999999999995,-3.0,0.0,374.0,11.100000000000001,-0.9000000000000004,-48.0,0.0,3.0,1.0,-1.0,-0.6000000000000014,-0.8000000000000007,13.6,0.49999999999999994,0.1,0.29999999999999993,-0.19999999999999973,-15.099999999999994,1.0,-4.0,4.0,-10.0,3342.0,3.0,7.0,-1.0,-4.0,-1.0,-3.0,2.0999999999999943,-0.0017548392653359834
8,Covington/Okaloosa,3.0,9.0,-0.5999999999999996,8.0,-25.0,-6.0,-5.0,-113.69999999999999,15.0,-27.0,-44.0,-94.0,-2.0,2.0,5.0,2.0,-9.0,-16.0,0.6999999999999997,11.0,1.0999999999999996,-64.0,3.700000000000001,0.40000000000000036,-3.0,0.0,-3.0,7.0,-5.0,-0.1999999999999993,5.099999999999998,2.5999999999999996,-2.7,-0.2,0.10000000000000009,-7.799999999999999,10.099999999999994,-2.0,11.0,-13.0,10.0,-18684.0,-1.0,-6.0,6.0,5.0,3.0,3.0,-4.299999999999997,-0.07695133501066667
9,Covington/Walton,1.0,4.0,-0.7999999999999998,6.0,-16.0,-5.0,-12.0,49.89999999999998,10.0,-6.0,-8.0,-3.0,2.0,-1.0,4.0,2.0,-6.0,-7.0,0.6000000000000001,9.0,0.5,-31.0,2.0,0.40000000000000036,6.0,-1.0,-6.0,12.0,-13.0,1.6000000000000014,1.1999999999999993,7.4,-0.8999999999999999,-0.2,0.0,-4.6,-0.9000000000000057,-1.0,-1.0,-11.0,3.0,-17764.0,-2.0,-2.0,5.0,4.0,2.0,1.0,-5.200000000000003,-0.07695133501066667
10,DeKalb/Chattooga,-1.0,-4.0,-0.2999999999999998,9.0,4.0,-4.0,0.0,-160.5,-19.0,31.0,-11.0,-5.0,-1.0,0.0,2.0,0.0,1.0,10.0,-2.2,6.0,0.5,176.0,-0.6000000000000014,-2.2,9.0,0.0,-5.0,-1.0,-8.0,1.5,0.0,-8.0,-0.09999999999999998,0.3,1.5,9.6,-2.700000000000003,1.0,4.0,2.0,-4.0,2716.0,-2.0,-1.0,2.0,2.0,1.0,1.0,1.0,0.04063717258947033
11,DeKalb/Dade,3.0,-8.0,-0.7999999999999998,2.0,-31.0,-5.0,-1.0,42.5,15.0,2.0,-2.0,-4.0,-6.0,2.0,7.0,-1.0,-6.0,-5.0,-0.5,12.0,0.8000000000000007,-21.0,1.299999999999999,-1.8999999999999995,40.0,0.0,-2.0,6.0,-15.0,4.699999999999999,-2.5,0.19999999999999996,-0.6000000000000001,0.5,1.4,12.8,-13.5,3.0,1.0,-3.0,12.0,-1709.0,3.0,0.0,4.0,-8.0,3.0,4.0,-1.9000000000000057,0.04063717258947033
12,DeKalb/Walker,2.0,-5.0,0.2999999999999998,-3.0,-9.0,-4.0,5.0,10.5,-5.0,20.0,15.0,-39.0,-3.0,-3.0,6.0,-2.0,-7.0,-9.0,-0.8000000000000003,9.0,0.40000000000000036,-244.0,0.1999999999999993,-1.4999999999999991,33.0,0.0,-3.0,0.0,-13.0,2.3999999999999986,-1.2999999999999972,-2.8,-0.30000000000000004,0.5,1.6,12.6,-10.700000000000003,3.0,0.0,-6.0,3.0,-3271.0,-1.0,-10.0,3.0,-2.0,3.0,3.0,-0.9000000000000057,0.04063717258947033
13,Escambia/Escambia,5.0,8.0,-0.7999999999999998,5.0,-25.0,-5.0,5.0,-182.30000000000007,14.0,-39.0,-30.0,-138.0,-4.0,-2.0,9.0,0.0,-9.0,-28.0,0.2999999999999998,2.0,1.4000000000000004,-214.0,5.9,1.8000000000000007,35.0,0.0,-2.0,15.0,3.0,1.6999999999999993,1.1999999999999993,8.2,-3.0,-0.1,3.0,-3.3000000000000003,-3.700000000000003,-1.0,6.0,-22.0,13.0,-10110.0,2.0,-5.0,5.0,6.0,4.0,4.0,-1.8999999999999915,-0.07695133501066667
14,Escambia/Okaloosa,5.0,10.0,-1.2000000000000002,5.0,-27.0,-6.0,2.0,-51.0,16.0,-43.0,-44.0,-101.0,-8.0,-1.0,10.0,2.0,-11.0,-30.0,0.7999999999999998,11.0,1.4000000000000004,51.0,6.300000000000001,0.40000000000000036,36.0,0.0,-4.0,8.0,-5.0,0.3000000000000007,2.0,21.2,-2.9000000000000004,-0.1,3.2,-7.1,-12.700000000000003,-2.0,5.0,-23.0,23.0,-20808.0,4.0,-3.0,7.0,7.0,4.0,5.0,-4.599999999999994,-0.07695133501066667
15,Escambia/Santa Rosa,4.0,6.0,-1.2000000000000002,5.0,-29.0,-8.0,6.0,214.2,22.0,-26.0,8.0,-6.0,-7.0,-2.0,10.0,2.0,-10.0,-30.0,0.5,15.0,1.5000000000000004,301.0,7.5,0.10000000000000142,48.0,0.0,-2.0,9.0,-21.0,0.6999999999999993,2.0,24.8,-1.9000000000000001,-0.1,3.0,-3.3000000000000003,-21.700000000000003,-1.0,-8.0,-28.0,25.0,-23427.0,4.0,-4.0,7.0,7.0,4.0,4.0,-4.299999999999997,-0.07695133501066667
16,Franklin/Tishomingo,-2.0,-2.0,0.0,-4.0,7.0,-1.0,-22.0,81.69999999999999,15.0,14.0,21.0,-102.0,-5.0,-9.0,1.0,-1.0,-3.0,-8.0,-2.3,3.0,-0.5999999999999996,238.0,3.499999999999999,0.6999999999999993,-43.0,0.0,0.0,-6.0,8.0,3.3000000000000007,-3.6999999999999993,1.4,0.2,0.2,1.2999999999999998,14.499999999999998,-16.599999999999994,5.0,-5.0,-4.0,6.0,1533.0,2.0,4.0,-1.0,-7.0,0.0,-1.0,2.5,-0.0017548392653359834
17,Geneva/Holmes,-4.0,5.0,0.5999999999999996,4.0,-1.0,-3.0,6.0,-4.399999999999977,-4.0,-6.0,-33.0,-59.0,4.0,8.0,-1.0,0.0,1.0,9.0,-0.6000000000000001,-7.0,0.10000000000000053,79.0,-3.6000000000000014,0.40000000000000036,-8.0,0.0,-3.0,4.0,-5.0,1.6000000000000014,0.6000000000000014,2.3999999999999995,-0.29999999999999993,-0.1,0.0,1.3000000000000003,-2.8000000000000114,0.0,-4.0,-5.0,6.0,4215.0,-4.0,-8.0,0.0,4.0,0.0,-1.0,-0.29999999999999716,-0.07695133501066667
18,Geneva/Jackson,-1.0,4.0,-0.2999999999999998,4.0,-9.0,-4.0,16.0,-75.80000000000001,8.0,-9.0,-16.0,-113.0,-2.0,11.0,1.0,-1.0,0.0,6.0,-0.7000000000000002,-6.0,0.6000000000000005,54.0,-1.700000000000001,-0.09999999999999964,-11.0,0.0,-3.0,-1.0,2.0,3.1000000000000014,0.0,-16.799999999999997,-0.29999999999999993,-0.19999999999999998,0.20000000000000007,-0.7000000000000002,17.89999999999999,0.0,2.0,-4.0,11.0,2546.0,-2.0,-1.0,2.0,3.0,2.0,0.0,-0.7000000000000028,-0.07695133501066667
19,Geneva/Walton,3.0,9.0,-0.7000000000000002,10.0,-46.0,-5.0,-4.0,56.5,11.0,-25.0,-38.0,-50.0,-1.0,4.0,7.0,0.0,-9.0,-13.0,0.10000000000000009,3.0,0.6000000000000005,52.0,-1.700000000000001,0.40000000000000036,12.0,-1.0,-8.0,9.0,-1.0,1.6000000000000014,0.40000000000000213,4.1,-0.9999999999999999,-0.1,0.30000000000000004,-2.3,-0.4000000000000057,0.0,-3.0,-15.0,7.0,-19511.0,-2.0,-5.0,6.0,6.0,3.0,3.0,-5.200000000000003,-0.07695133501066667
20,Henry/Early,-1.0,-11.0,0.7999999999999998,1.0,-34.0,1.0,-1.0,-428.9,-15.0,-39.0,0.0,-52.0,16.0,8.0,-4.0,-5.0,-1.0,-5.0,-0.2999999999999998,-12.0,-0.9000000000000004,-580.0,-1.1999999999999993,-0.1999999999999993,-13.0,0.0,-9.0,2.0,-1.0,-4.5,4.099999999999998,-26.0,-0.29999999999999993,-0.1,-0.09999999999999998,0.40000000000000036,25.299999999999997,0.0,19.0,26.0,-40.0,8586.0,-4.0,-3.0,-3.0,4.0,0.0,-2.0,3.0,0.04063717258947033
21,Houston/Jackson,-4.0,2.0,-0.39999999999999947,-5.0,38.0,-6.0,17.0,89.79999999999995,-2.0,51.0,42.0,16.0,3.0,10.0,-2.0,2.0,6.0,18.0,-0.6000000000000001,1.0,0.6000000000000005,128.0,1.1999999999999993,-1.8000000000000007,-26.0,0.0,0.0,1.0,-12.0,4.0,-2.5,1.2000000000000028,0.40000000000000013,-0.19999999999999998,-0.4,-1.5000000000000004,0.3999999999999915,0.0,-4.0,4.0,16.0,9595.0,0.0,4.0,0.0,0.0,0.0,-2.0,1.6999999999999886,-0.07695133501066667
22,Houston/Early,-2.0,-7.0,0.10000000000000053,4.0,8.0,-1.0,6.0,-399.5,-9.0,22.0,37.0,83.0,14.0,11.0,-4.0,-4.0,6.0,3.0,-0.8999999999999999,-13.0,-0.5,-289.0,-3.0,-2.0999999999999996,-20.0,0.0,-6.0,3.0,-12.0,-2.0,-1.1999999999999993,-24.299999999999997,0.40000000000000013,0.0,-0.09999999999999998,1.1,21.89999999999999,1.0,2.0,26.0,-34.0,10127.0,-4.0,1.0,-1.0,4.0,0.0,-2.0,3.0999999999999943,0.04063717258947033
23,Houston/Seminole,0.0,-5.0,-0.2999999999999998,9.0,22.0,-3.0,15.0,-2.1000000000000227,-19.0,-18.0,17.0,127.0,7.0,11.0,0.0,-2.0,0.0,4.0,-1.4000000000000004,-8.0,-0.09999999999999964,227.0,-0.40000000000000036,-1.9000000000000004,-18.0,0.0,-6.0,6.0,-4.0,2.099999999999998,-5.099999999999998,-5.5,0.30000000000000004,0.1,0.2,-0.20000000000000018,4.699999999999996,1.0,1.0,12.0,-31.0,11520.0,-2.0,4.0,0.0,6.0,1.0,0.0,1.7999999999999972,0.04063717258947033
24,Jackson/Dade,2.0,-2.0,-1.0,3.0,-29.0,-3.0,-3.0,-6.5,12.0,17.0,6.0,17.0,3.0,2.0,5.0,0.0,2.0,-6.0,0.0,3.0,0.8000000000000007,-16.0,1.6999999999999993,0.40000000000000036,25.0,1.0,-1.0,8.0,-6.0,1.5,0.3999999999999986,1.9999999999999998,-0.5000000000000001,0.0,1.1,0.8000000000000003,-4.299999999999997,0.0,5.0,-4.0,2.0,-1664.0,4.0,1.0,4.0,-8.0,3.0,3.0,-2.4000000000000057,0.04063717258947033
25,Lauderdale/Tishomingo,-5.0,-7.0,0.0,-14.0,14.0,0.0,-8.0,249.60000000000002,-10.0,19.0,51.0,49.0,1.0,2.0,-5.0,-1.0,7.0,8.0,-1.7999999999999998,-2.0,-0.2999999999999998,243.0,8.899999999999999,1.1999999999999993,-47.0,0.0,1.0,-1.0,1.0,-2.0,-0.3000000000000007,7.5,0.6000000000000001,0.1,0.0,-0.5,-8.200000000000003,0.0,-8.0,6.0,-15.0,4847.0,1.0,5.0,-2.0,-6.0,-2.0,-3.0,4.099999999999994,-0.0017548392653359834
26,Lee/Harris,3.0,0.0,-2.2,0.0,53.0,-2.0,5.0,158.0,1.0,13.0,16.0,74.0,-5.0,1.0,6.0,0.0,-1.0,3.0,-0.3999999999999999,3.0,2.0,292.0,-1.5,0.5,-2.0,0.0,9.0,-3.0,-11.0,-0.1999999999999993,-6.9,6.300000000000001,3.0,0.0,-0.09999999999999998,-0.19999999999999973,-8.799999999999997,1.0,-26.0,-1.0,10.0,-19892.0,2.0,12.0,6.0,-6.0,3.0,3.0,-1.5,0.04063717258947033
27,Lee/Muscogee,0.0,-7.0,0.2999999999999998,-7.0,-20.0,-1.0,6.0,-387.4,-23.0,-56.0,-24.0,-220.0,-1.0,5.0,-1.0,-3.0,3.0,8.0,-1.7999999999999998,-11.0,1.0,-151.0,-2.5,1.3000000000000007,-16.0,0.0,-1.0,3.0,13.0,-3.599999999999998,-1.299999999999999,-24.0,1.4000000000000004,-0.1,-0.09999999999999998,-4.0,28.1,0.0,14.0,4.0,-34.0,7125.0,-5.0,0.0,-1.0,-5.0,1.0,0.0,3.6000000000000085,0.04063717258947033
28,Mobile/George,-2.0,0.0,-0.7000000000000002,2.0,30.0,0.0,4.0,258.2,-15.0,29.0,19.0,67.0,4.0,16.0,-2.0,3.0,2.0,10.0,-3.7,2.0,0.7999999999999998,489.0,2.3000000000000007,-0.5,-36.0,0.0,6.0,11.0,-12.0,-3.099999999999998,2.0000000000000018,28.299999999999997,1.3,0.0,0.4,0.0,-30.5,0.0,-17.0,10.0,4.0,-2366.0,4.0,7.0,1.0,-2.0,0.0,-1.0,2.6000000000000085,-0.0017548392653359834
29,Mobile/Jackson,1.0,2.0,0.0,3.0,-5.0,0.0,9.0,215.10000000000002,5.0,20.0,11.0,-59.0,0.0,1.0,1.0,2.0,-3.0,-4.0,-2.3,4.0,0.39999999999999947,328.0,2.3000000000000007,0.2999999999999998,-1.0,0.0,3.0,-2.0,2.0,0.1999999999999993,0.3000000000000007,14.799999999999997,-0.2999999999999998,-0.1,0.4,-3.8,-10.900000000000006,0.0,-5.0,-4.0,0.0,-3922.0,2.0,-1.0,1.0,1.0,2.0,0.0,-0.5,-0.0017548392653359834
30,Randolph/Carroll,2.0,-2.0,-0.10000000000000053,-1.0,-8.0,-3.0,26.0,-18.0,11.0,-25.0,-17.0,-123.0,-6.0,-12.0,3.0,1.0,-5.0,-8.0,-0.3999999999999999,6.0,0.5,-115.0,0.0,-0.40000000000000036,13.0,0.0,-2.0,7.0,1.0,-2.5,7.099999999999998,0.0,-0.5,0.0,0.0,-4.2,5.0,-2.0,10.0,-12.0,4.0,-16271.0,-3.0,-4.0,2.0,0.0,2.0,2.0,-1.7000000000000028,0.04063717258947033
31,Randolph/Troup,1.0,-16.0,0.0,3.0,-32.0,-2.0,26.0,-214.5,-2.0,-31.0,-48.0,-108.0,-8.0,-9.0,2.0,-2.0,-3.0,-2.0,-0.20000000000000018,1.0,-1.1000000000000005,-136.0,-2.200000000000001,-0.40000000000000036,24.0,0.0,-5.0,5.0,13.0,-3.1999999999999993,5.699999999999999,-17.1,-1.7999999999999998,-0.1,0.09999999999999998,-0.7000000000000002,19.60000000000001,-1.0,20.0,-3.0,-4.0,-4374.0,-2.0,0.0,1.0,5.0,3.0,2.0,-2.1000000000000085,0.04063717258947033
32,Russell/Muscogee,3.0,1.0,0.2999999999999998,5.0,-24.0,-4.0,-9.0,-280.9,-3.0,-81.0,-31.0,-267.0,0.0,2.0,4.0,-1.0,-4.0,-4.0,-1.6,0.0,0.20000000000000018,-62.0,-1.0999999999999996,1.3000000000000007,19.0,0.0,-3.0,7.0,21.0,-0.5999999999999979,1.1000000000000014,-2.0,-1.9,0.09999999999999998,0.19999999999999996,-1.9000000000000004,6.199999999999996,0.0,12.0,-7.0,-8.0,-3365.0,-1.0,-6.0,1.0,2.0,3.0,2.0,-0.5999999999999943,0.04063717258947033
33,Sumter/Lauderdale,1.0,6.0,-0.6999999999999993,3.0,-16.0,-3.0,25.0,285.5000000000001,-12.0,-41.0,-51.0,-290.0,0.0,-8.0,6.0,0.0,2.0,-1.0,-1.0,13.0,1.6000000000000005,76.0,-5.9,-0.1999999999999993,31.0,0.0,6.0,1.0,22.0,-4.300000000000001,0.8999999999999986,27.200000000000003,1.0999999999999999,0.0,-0.09999999999999998,-1.0999999999999999,-27.1,1.0,0.0,-8.0,13.0,-12395.0,5.0,-1.0,4.0,6.0,2.0,2.0,-1.2000000000000028,-0.0017548392653359834
34,Apache/Montezuma,5.0,7.0,-5.2,6.0,-61.0,-6.0,-7.0,564.5,1.0,-57.0,13.0,-60.0,-6.0,-3.0,13.0,-2.0,-10.0,-10.0,5.7,20.0,3.6000000000000005,-50.0,-7.1000000000000005,0.7999999999999998,77.0,0.0,16.0,-2.0,22.0,5.399999999999999,-7.099999999999998,0.09999999999999998,-0.19999999999999996,0.0,60.9,-6.0,-54.099999999999994,4.0,7.0,-32.0,15.0,-17255.0,6.0,40.0,9.0,3.0,6.0,9.0,-5.1000000000000085,-0.008885375725504824
35,Apache/Cibola,0.0,1.0,-2.8,-3.0,-47.0,-1.0,5.0,-11.100000000000023,-7.0,-17.0,7.0,-271.0,-2.0,-4.0,2.0,-3.0,-3.0,2.0,3.6000000000000005,12.0,2.0,-434.0,-1.2999999999999998,0.7000000000000002,81.0,0.0,11.0,4.0,16.0,3.8000000000000007,-1.0,-0.5,-0.09999999999999998,0.0,31.1,-31.9,-0.8999999999999986,3.0,10.0,-20.0,-28.0,-5050.0,2.0,25.0,4.0,1.0,2.0,4.0,-3.200000000000003,-0.0022093801998108176
36,Apache/McKinley,-3.0,-3.0,-0.5999999999999996,0.0,-24.0,1.0,1.0,-65.20000000000005,0.0,-37.0,4.0,-68.0,-5.0,-15.0,0.0,-1.0,3.0,2.0,2.9000000000000004,6.0,0.9000000000000004,-601.0,-2.2,0.09999999999999964,44.0,0.0,2.0,6.0,10.0,-1.1000000000000014,2.9000000000000004,0.0,-0.6000000000000001,0.0,-4.599999999999994,-7.6,9.7,2.0,8.0,-6.0,-27.0,-1018.0,2.0,6.0,1.0,-3.0,-2.0,-1.0,1.1999999999999886,-0.0022093801998108176
37,Apache/San Juan,2.0,0.0,-3.8999999999999995,3.0,-37.0,0.0,-3.0,27.299999999999955,-3.0,-15.0,-28.0,-137.0,-8.0,-14.0,7.0,-1.0,-5.0,-5.0,4.2,18.0,3.0,-635.0,-3.7,-1.0999999999999996,68.0,0.0,13.0,-5.0,11.0,1.0,0.20000000000000107,-0.09999999999999998,-0.09999999999999998,0.0,33.4,-14.000000000000002,-19.5,3.0,8.0,-28.0,-3.0,-10815.0,7.0,29.0,7.0,2.0,3.0,6.0,-2.9000000000000057,-0.0022093801998108176
38,Apache/San Juan,6.0,-4.0,-1.7999999999999998,3.0,-18.0,4.0,0.0,631.5,6.0,-26.0,-17.0,-50.0,6.0,14.0,6.0,0.0,-5.0,-6.0,4.800000000000001,19.0,1.6000000000000005,16.0,3.2,0.5999999999999996,69.0,0.0,11.0,2.0,13.0,-2.3000000000000007,0.9000000000000004,0.09999999999999998,-0.09999999999999998,0.0,26.0,0.7999999999999998,-26.299999999999997,1.0,-2.0,-15.0,-28.0,-14052.0,0.0,13.0,4.0,2.0,2.0,3.0,-3.3000000000000114,0.029836496001909518
39,Cochise/Hidalgo,-2.0,4.0,0.6000000000000005,1.0,13.0,4.0,27.0,-207.20000000000005,6.0,7.0,-107.0,-69.0,9.0,7.0,-6.0,-5.0,5.0,18.0,1.4000000000000004,-6.0,-1.5,-172.0,1.0999999999999996,-1.3000000000000003,-73.0,0.0,-5.0,4.0,3.0,-1.2000000000000028,0.6000000000000014,2.6999999999999997,1.6999999999999997,0.2,0.30000000000000004,-22.299999999999997,15.899999999999999,0.0,-2.0,10.0,-31.0,11328.0,0.0,-2.0,-3.0,0.0,-1.0,-1.0,2.1000000000000085,-0.0022093801998108176
40,Coconino/Kane,5.0,-3.0,-0.2999999999999998,-2.0,25.0,8.0,-4.0,648.0,-3.0,43.0,53.0,9.0,-2.0,0.0,3.0,1.0,-1.0,-10.0,2.6,2.0,0.7999999999999998,46.0,9.2,1.5,3.0,-1.0,15.0,-9.0,11.0,-3.6000000000000014,-10.399999999999999,0.7000000000000001,1.1,0.0,25.7,9.600000000000001,-36.49999999999999,2.0,-16.0,0.0,10.0,2414.0,-1.0,1.0,1.0,-1.0,1.0,2.0,-0.7000000000000028,0.029836496001909518
41,Coconino/San Juan,-2.0,-14.0,2.8,-6.0,46.0,9.0,-11.0,480.20000000000005,-12.0,17.0,-13.0,62.0,13.0,17.0,-7.0,1.0,6.0,14.0,0.40000000000000036,-11.0,-1.0999999999999996,264.0,9.2,0.8999999999999995,-26.0,-1.0,5.0,-8.0,-13.0,-9.3,-1.9000000000000004,0.9,1.5,0.1,-21.6,8.5,9.800000000000004,-2.0,-20.0,25.0,-50.0,8863.0,-7.0,-20.0,-5.0,-6.0,-4.0,-5.0,2.6999999999999886,0.029836496001909518
42,Greenlee/Hidalgo,-2.0,3.0,-0.2999999999999998,-4.0,-1.0,3.0,57.0,-73.00000000000006,14.0,6.0,-146.0,-180.0,2.0,3.0,-6.0,-6.0,6.0,9.0,-0.3999999999999999,-21.0,-2.8999999999999995,-464.0,-1.7999999999999998,0.7999999999999998,-94.0,-1.0,-9.0,12.0,-8.0,4.399999999999999,-8.8,0.5999999999999999,0.20000000000000007,-0.1,2.5999999999999996,-10.299999999999997,6.600000000000001,-2.0,-22.0,12.0,-47.0,30744.0,0.0,15.0,-5.0,2.0,-2.0,-2.0,4.400000000000006,-0.0022093801998108176
43,La Paz/Imperial,6.0,0.0,-0.5,11.0,-30.0,-1.0,-10.0,-233.5,13.0,3.0,10.0,-76.0,-5.0,-2.0,-3.0,0.0,7.0,-14.0,-12.5,2.0,-0.9000000000000004,-102.0,0.7999999999999998,-10.1,99.0,0.0,-11.0,-6.0,-4.0,-11.899999999999999,26.499999999999996,-1.5,-1.2000000000000002,0.0,15.600000000000001,-56.7,46.5,-18.0,14.0,-16.0,-4.0,-8695.0,5.0,10.0,-1.0,9.0,1.0,1.0,-4.700000000000003,-0.06410887030660767
44,La Paz/Riverside,8.0,5.0,-2.499999999999999,18.0,-50.0,0.0,-21.0,-128.0,29.0,-15.0,-9.0,-141.0,-7.0,-9.0,6.0,-1.0,-5.0,-17.0,1.5999999999999996,19.0,0.2999999999999998,-27.0,1.3000000000000003,-11.7,100.0,0.0,-10.0,-3.0,-29.0,-8.299999999999997,24.999999999999996,-5.3,-6.3,-0.2,16.200000000000003,-21.7,22.4,-5.0,6.0,-25.0,8.0,-33498.0,1.0,12.0,8.0,8.0,2.0,4.0,-3.700000000000003,-0.06410887030660767
45,La Paz/San Bernardino,7.0,2.0,-2.3,16.0,-45.0,-1.0,-17.0,-273.4,24.0,-31.0,-30.0,-167.0,-3.0,-2.0,2.0,-1.0,-3.0,-17.0,2.0,14.0,0.5999999999999996,-178.0,0.7000000000000002,-12.4,106.0,0.0,-11.0,-5.0,-24.0,-9.5,27.9,-7.199999999999999,-7.1,-0.3,16.0,-26.099999999999998,29.2,-5.0,12.0,-22.0,2.0,-27991.0,1.0,11.0,7.0,8.0,2.0,2.0,-1.5999999999999943,-0.06410887030660767
46,Mohave/San Bernardino,10.0,0.0,-2.3,10.0,-25.0,2.0,-4.0,-359.3,6.0,-6.0,-29.0,-171.0,9.0,7.0,-1.0,0.0,6.0,-8.0,1.9000000000000004,9.0,-0.40000000000000036,-221.0,0.9000000000000004,-8.200000000000001,74.0,0.0,-9.0,-1.0,-23.0,-9.400000000000002,19.200000000000003,-7.0,-6.8,-0.3,0.8999999999999999,-37.5,49.400000000000006,-6.0,9.0,-4.0,-11.0,-17686.0,1.0,12.0,6.0,4.0,1.0,0.0,-2.799999999999997,-0.06410887030660767
