,,,Life expectancy,,,,,,,,,,,,,,,,,,Premature age-adjusted mortality,,,,,,,,,,,,,,,,,,,Child mortality,,,,,,,,,,,,,,,,,,,Infant mortality,,,,,,,,,,,,,,,,,,,Frequent physical distress,,,Frequent mental distress,,,Diabetes prevalence,,,HIV prevalence,,Food insecurity,,Limited access to healthy foods,,Drug overdose deaths,,,,,,,,,,,,,,,,,,,Motor vehicle crash deaths,,,,,,,,,,,,,,,,,,,Insufficient sleep,,,Uninsured adults,,,,Uninsured children,,,,Other primary care providers,,High school graduation,,Disconnected youth,,,Reading scores,,,,,Math scores,,,,,Median household income,,,,,,,,,,,,,,,,,,Children eligible for free or reduced price lunch,Residential segregation - Black/White,Residential segregation - non-White/White,Homicides,,,,,,,,,,,,,,,,,,Suicides,,,,,,,,,,,,,,,,,,,,Firearm fatalities,,,,,,,,,,,,,,,,,,,Juvenile arrests,,,,Traffic volume,Homeownership,,,,Severe housing cost burden,,,,Broadband access,,,,Population,% below 18 years of age,% 65 and older,% Non-Hispanic Black,,% American Indian & Alaska Native,,% Asian,,% Native Hawaiian/Other Pacific Islander,,% Hispanic,,% Non-Hispanic White,,% not proficient in English,,,,% Females,% Rural,,
12017,Florida,Citrus,75.7,75.2,76.3,,,,89.9,85.3,94.5,77.9,74.8,81.0,80.1,77.5,82.8,75.2,74.6,75.8,3284,501,480,523,,,,,,,458,357,578,318,253,394,525,501,548,55,63,48,82,,,,,,,,,,,,,,,,62,8,6,11,,,,,,,,,,,,,,,,15,13,16,17,15,19,13,11,15,220,166,22180,16,18199,13,134,30,25,35,,,,,,,,,,,,,,,,204,20,17,23,,,,,,,,,,,,,,,,43,41,44,12600,18,16,20,1720,8,5,10,109,918:1,1191,84,10,5,15,3.3,,3.0,3.3,3.3,3.3,,2.9,3.3,3.4,49762,46335,53189,41875,7092,76658,62750,41198,84302,45370,22470,68270,38723,30160,47286,44406,42769,46043,65,42,26,4,3,5,,,,,,,,,,,,,,,,194,23,19,27,27,,,,,,,,,,,,,,,,156,21,18,25,,,,,,,,,,,,,,,,106,90,10500,19,66,52144,82,81,83,7494,12,11,13,82,52290,80,84,149657,14.7,36.7,4294,2.9,673,0.4,2501,1.7,61,0.0,9166,6.1,130922,87.5,1223,1,1,1,51.5,48753,34.5,
12019,Florida,Clay,77.8,77.4,78.2,,,,85.2,82.1,88.3,79.4,77.9,80.8,83.6,81.5,85.6,77.0,76.5,77.4,2816,363,350,377,,,,160,114,219,344,301,387,189,152,227,395,378,412,82,41,33,51,,,,,,,60,35,95,51,27,87,33,24,44,81,5,4,7,,,,,,,,,,,,,,,,13,12,15,15,14,16,12,10,14,371,205,23430,11,13123,7,174,27,23,31,,,,,,,,,,,,,,,,246,17,15,19,,,,,,,15,10,22,13,8,20,18,16,21,41,40,42,18889,14,13,16,4057,8,6,10,110,910:1,3038,91,6,4,8,3.4,3.5,3.2,3.4,3.5,3.5,3.9,3.2,3.5,3.5,75776,71545,80007,50795,8053,93537,74375,54843,93907,59134,52078,66190,59071,51664,66478,67041,64725,69357,39,38,31,4,3,5,,,,,,,7,4,13,,,,3,2,5,191,17,15,20,18,,,,,,,9,4,15,,,,20,17,24,137,13,11,15,,,,,,,13,7,21,,,,15,12,18,130,297,24700,17,206,55746,75,73,77,7865,11,10,12,91,67298,90,91,219252,23.0,16.3,25430,11.6,1200,0.5,6834,3.1,347,0.2,22855,10.4,157209,71.7,3601,2,1,2,50.7,28570,15.0,
12021,Florida,Collier,86.1,85.7,86.5,,,,103.2,90.1,116.4,86.7,83.6,89.8,87.7,86.4,89.0,85.5,85.0,86.0,3417,230,221,239,,,,98,59,153,279,242,316,202,185,220,251,238,264,94,36,29,44,,,,,,,61,36,96,37,27,49,28,19,41,118,5,4,6,,,,,,,12,8,18,4,3,6,4,3,6,12,11,13,13,12,15,9,8,11,960,288,38030,11,30469,9,205,18,16,21,,,,,,,,,,10,7,14,23,20,27,273,11,9,12,,,,,,,16,11,24,11,9,14,9,8,11,34,33,35,50324,26,24,29,7884,12,9,14,99,1010:1,3376,92,5,4,7,3.3,4.3,2.9,3.1,3.7,3.4,4.4,3.0,3.2,3.8,76415,72194,80636,57708,28172,87244,86250,67308,105192,45634,38609,52659,49871,47605,52137,79503,77475,81531,61,46,37,2,2,3,,,,,,,7,4,12,3,2,5,2,1,2,255,12,11,14,14,,,,,,,,,,7,5,9,17,14,20,162,9,7,10,,,,,,,,,,4,3,6,11,9,13,314,342,30700,21,264,104852,73,72,74,22416,16,15,17,85,121771,84,86,384902,16.8,32.9,25487,6.6,1826,0.5,6005,1.6,361,0.1,109937,28.6,239424,62.2,35489,10,9,11,50.7,27284,8.5,
12023,Florida,Columbia,75.2,74.5,76.0,,,,,,,74.5,72.7,76.3,93.3,84.0,102.7,74.6,73.7,75.4,1341,513,484,542,,,,,,,509,437,581,175,108,267,543,509,578,52,85,63,111,,,,,,,102,54,174,,,,83,58,115,59,11,8,14,,,,,,,,,,,,,,,,15,14,16,17,16,18,15,13,17,342,575,10510,15,4856,7,47,22,16,30,,,,,,,,,,,,,,,,128,26,22,31,,,,,,,28,18,41,,,,27,22,33,42,41,44,6027,16,14,18,1008,6,5,8,134,747:1,649,88,25,18,33,3.2,,2.9,3.2,3.3,3.3,,3.0,3.3,3.5,47087,41965,52209,35197,2849,67545,28903,10879,46927,36116,29588,42644,60804,47130,74478,49326,45925,52727,54,38,31,9,6,12,,,,,,,21,13,33,,,,6,3,9,69,19,15,24,20,,,,,,,,,,,,,,,,63,18,14,23,,,,,,,,,,,,,,,,46,114,6900,23,121,17953,71,69,73,2619,11,9,13,79,19743,77,81,71686,21.5,19.3,13068,18.2,422,0.6,725,1.0,65,0.1,4837,6.7,51484,71.8,453,1,0,1,48.2,41908,62.1,
12027,Florida,DeSoto,80.5,79.3,81.7,,,,,,,74.2,70.8,77.7,89.1,83.0,95.2,79.1,77.5,80.7,556,404,369,439,,,,,,,545,429,682,185,133,250,465,413,517,15,53,29,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,16,19,18,17,19,14,12,17,140,431,5960,16,2018,6,15,13,7,22,,,,,,,,,,,,,,,,55,22,16,28,,,,,,,,,,18,10,30,23,16,32,39,38,41,5746,30,26,33,687,10,7,13,74,1357:1,353,61,,,,2.6,,2.5,2.5,2.8,2.7,,2.5,2.7,2.7,41673,36731,46615,,,,,,,23285,20150,26420,28492,24672,32312,41921,38080,45762,65,57,42,7,4,11,,,,,,,,,,,,,,,,33,15,10,22,18,,,,,,,,,,,,,,,,27,15,10,21,,,,,,,,,,,,,,,,68,82,3300,45,112,8418,70,68,72,1313,11,9,14,57,6919,54,61,38001,18.8,22.5,4560,12.0,410,1.1,207,0.5,66,0.2,12212,32.1,20593,54.2,3322,9,7,11,43.7,16121,46.2,
12029,Florida,Dixie,75.4,73.8,76.9,,,,,,,72.3,66.0,78.6,,,,75.4,73.8,77.0,385,536,478,594,,,,,,,627,388,959,,,,544,480,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,17,20,19,18,21,15,13,17,42,289,2970,18,587,4,,,,,,,,,,,,,,,,,,,,35,31,21,42,,,,,,,,,,,,,,,,40,39,41,1505,19,16,22,241,8,5,10,42,2404:1,128,98,,,,3.3,,,,,3.3,,,,,39793,34372,45214,,,,38594,25831,51357,35386,5635,65137,,,,40912,38011,43813,68,44,33,12,7,21,,,,,,,,,,,,,,,,16,14,8,24,19,,,,,,,,,,,,,,,,17,21,12,33,,,,,,,,,,,,,,,,10,17,1400,19,24,5111,79,75,82,441,7,4,11,58,3797,53,63,16826,18.3,23.7,1596,9.5,107,0.6,73,0.4,3,0.0,708,4.2,14072,83.6,106,1,0,1,44.9,12649,77.0,
12031,Florida,Duval,76.1,75.9,76.3,,,,88.7,87.0,90.3,74.2,73.8,74.6,83.8,82.8,84.8,75.7,75.5,76.0,14133,448,441,456,196,123,296,153,133,172,534,518,550,225,205,244,459,449,470,655,77,71,83,,,,26,13,46,117,105,128,64,50,81,52,44,59,768,9,8,9,,,,,,,14,13,16,7,6,9,5,5,6,13,12,14,15,14,16,13,12,14,6079,769,129950,14,74593,9,1139,40,38,42,,,,,,,17,14,19,16,12,21,61,57,64,965,15,14,16,,,,4,2,7,14,13,16,10,8,13,17,15,18,40,39,41,99428,17,16,18,15096,7,5,8,184,543:1,8522,85,9,7,10,3.1,3.5,2.8,2.9,3.4,3.3,4.0,2.9,3.1,3.6,58339,55664,61014,49511,27092,71930,74375,71218,77532,40906,39512,42300,52246,47175,57317,64514,63651,65377,50,49,39,13,12,14,,,,,,,30,27,32,6,5,9,6,5,6,793,16,15,18,17,,,,6,4,10,6,5,8,11,8,14,23,21,25,968,21,19,22,,,,,,,32,29,35,12,9,15,17,16,19,452,1335,90100,20,518,203977,57,56,57,51981,15,14,16,84,301922,83,85,957755,22.5,14.5,283907,29.6,4348,0.5,47862,5.0,1178,0.1,100736,10.5,498343,52.0,23560,3,2,3,51.5,25163,2.9,
12033,Florida,Escambia,75.3,75.0,75.6,86.3,79.4,93.1,85.0,82.4,87.7,73.0,72.2,73.7,84.5,81.7,87.4,75.4,75.0,75.8,5317,481,468,495,247,155,374,212,169,263,596,563,630,235,187,283,477,460,493,199,76,65,86,,,,,,,107,86,131,,,,62,50,76,212,8,7,9,,,,,,,14,11,16,,,,5,4,7,13,12,14,15,14,17,13,11,15,1280,479,42380,14,35685,12,230,24,21,27,,,,,,,15,11,21,,,,30,26,34,376,17,15,19,,,,,,,17,14,21,20,13,29,17,15,20,41,40,43,28187,16,14,17,3882,6,4,7,182,549:1,2738,81,5,4,7,3.1,3.6,2.7,3.1,3.4,3.1,3.7,2.7,3.2,3.4,52822,49799,55845,67667,22809,112525,48688,40224,57152,35973,33775,38171,42627,34344,50910,56747,55324,58170,54,38,32,8,6,9,,,,,,,18,14,22,,,,4,3,5,299,19,17,21,19,,,,,,,7,4,10,16,8,27,24,20,27,256,16,14,18,,,,,,,18,14,22,13,7,23,17,14,19,433,1251,28500,59,381,74504,62,61,63,14086,12,11,13,83,99745,82,84,318316,20.8,17.1,72465,22.8,2846,0.9,10616,3.3,625,0.2,18894,5.9,203840,64.0,3292,1,1,1,50.6,24709,8.3,
12035,Florida,Flagler,79.4,78.8,80.1,,,,95.6,84.2,107.0,79.2,77.0,81.4,83.8,81.7,86.0,79.0,78.3,79.7,1730,349,329,368,,,,179,104,286,442,373,510,212,167,266,359,336,381,35,46,32,64,,,,,,,,,,,,,,,,32,6,4,8,,,,,,,,,,,,,,,,13,12,14,15,14,17,13,11,15,213,215,13300,12,12181,13,70,21,16,26,,,,,,,,,,,,,,,,121,16,13,19,,,,,,,17,9,29,13,6,24,17,14,20,39,38,41,10221,17,15,20,1674,9,6,11,62,1621:1,1033,88,5,2,7,3.3,3.5,2.9,3.4,3.4,3.4,4.0,2.8,3.5,3.5,62831,55546,70116,95324,12819,177829,68191,51564,84818,40548,34431,46665,45036,38066,52006,56334,53620,59048,56,22,21,4,2,5,,,,,,,,,,,,,,,,131,23,19,27,24,,,,,,,,,,,,,,,,81,15,12,18,,,,,,,,,,,,,,,,134,91,9500,24,134,32008,76,74,78,5901,14,13,16,77,32357,75,79,115081,16.6,31.2,11600,10.1,461,0.4,2905,2.5,106,0.1,12508,10.9,85668,74.4,2737,3,2,3,51.9,9877,10.3,
12037,Florida,Franklin,77.3,75.5,79.1,,,,,,,,,,,,,,,,197,402,340,464,,,,,,,493,309,746,,,,418,346,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,14,17,17,16,19,12,10,13,20,193,1910,16,117,1,,,,,,,,,,,,,,,,,,,,15,18,10,30,,,,,,,,,,,,,,,,40,38,41,1113,20,17,23,172,9,6,12,58,1732:1,75,78,,,,3.0,,,,,2.9,,,,,47504,42662,52346,,,,73813,50157,97469,50217,4416,96018,43015,16245,69785,46286,40651,51921,75,59,55,,,,,,,,,,,,,,,,,,,13,18,9,32,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,8,800,25,51,3317,75,71,78,473,11,8,15,77,3425,73,81,12125,15.4,24.1,1580,13.0,117,1.0,52,0.4,9,0.1,686,5.7,9523,78.5,93,1,0,2,43.1,7858,68.0,
12039,Florida,Gadsden,76.6,75.6,77.5,,,,,,,74.7,73.4,76.0,115.4,64.1,166.7,77.6,76.0,79.1,822,479,444,513,,,,,,,570,519,622,221,138,334,415,359,471,29,72,48,103,,,,,,,,,,,,,,,,43,12,8,16,,,,,,,,,,,,,,,,17,15,18,18,16,19,21,18,23,269,697,8280,18,2590,6,,,,,,,,,,,,,,,,,,,,70,22,17,27,,,,,,,22,16,30,,,,23,15,34,43,42,44,4709,19,16,21,720,7,5,9,28,3512:1,312,66,17,6,27,2.8,,2.8,2.9,,3.2,,3.1,3.3,,42975,39069,46881,,,,,,,33594,30753,36435,38487,30207,46767,56354,51334,61374,80,36,34,9,6,13,,,,,,,,,,,,,,,,33,15,10,21,14,,,,,,,,,,,,,,,,35,15,11,21,,,,,,,12,7,19,,,,25,15,39,45,93,4600,30,70,12509,73,72,74,1495,10,8,12,60,10358,57,63,45660,21.6,18.7,25024,54.8,284,0.6,295,0.6,60,0.1,4994,10.9,14840,32.5,1187,3,,,52.5,30329,65.4,
12041,Florida,Gilchrist,76.9,75.4,78.4,,,,,,,,,,,,,,,,302,440,386,493,,,,,,,,,,,,,,,,13,89,47,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,15,18,18,16,20,15,12,18,25,160,2670,15,46,0,,,,,,,,,,,,,,,,,,,,35,28,20,40,,,,,,,,,,,,,,,,39,37,40,1870,19,17,22,321,8,6,11,65,1549:1,213,87,21,11,30,3.3,,,,,3.6,,,3.6,3.7,46171,40442,51900,,,,,,,26250,15323,37177,30417,21530,39304,44610,41505,47715,48,77,45,12,7,20,,,,,,,,,,,,,,,,19,19,11,31,21,,,,,,,,,,,,,,,,18,20,12,32,,,,,,,,,,,,,,,,29,15,1700,26,22,5368,83,80,86,524,9,6,11,66,4275,62,71,18582,19.9,20.7,1020,5.5,137,0.7,106,0.6,19,0.1,1112,6.0,15971,85.9,234,1,1,2,48.4,14215,83.9,
12043,Florida,Glades,84.1,81.0,87.3,,,,,,,82.7,65.4,100.0,,,,82.5,78.6,86.4,207,389,330,449,,,,,,,415,237,674,,,,441,352,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,15,18,17,16,18,21,17,26,71,576,1910,14,4006,31,,,,,,,,,,,,,,,,,,,,36,38,26,52,,,,,,,,,,,,,,,,40,39,41,1912,30,26,33,296,14,10,18,51,1973:1,79,73,,,,3.1,,,3.0,3.3,3.4,,,3.3,3.6,45412,38985,51839,107885,98833,116937,13977,13249,14705,,,,42536,28615,56457,40446,35224,45668,43,24,27,,,,,,,,,,,,,,,,,,,14,22,12,38,20,,,,,,,,,,,,,,,,12,17,9,30,,,,,,,,,,,,,,,,9,8,1100,15,53,3743,80,78,81,494,11,6,15,60,2830,53,67,13811,14.4,27.6,1777,12.9,725,5.2,95,0.7,14,0.1,3014,21.8,8220,59.5,802,6,4,8,44.2,9101,70.6,
12045,Florida,Gulf,75.9,74.2,77.6,,,,,,,74.7,69.0,80.4,,,,75.5,73.6,77.3,300,472,413,531,,,,,,,488,336,685,,,,497,428,565,11,110,55,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,12,15,16,14,17,13,11,15,27,188,2280,14,1059,7,,,,,,,,,,,,,,,,,,,,18,16,10,26,,,,,,,,,,,,,,,,41,40,42,1082,15,12,17,181,7,5,9,95,1049:1,162,83,,,,3.0,,,,,3.2,,,,,53228,46755,59701,,,,44000,34872,53128,44167,29918,58416,,,,49497,42710,56284,59,48,37,,,,,,,,,,,,,,,,,,,19,21,12,34,24,,,,,,,,,,,,,,,,14,18,10,30,,,,,,,,,,,,,,,,11,11,1100,20,45,4271,74,70,78,762,14,10,18,75,4320,71,79,13639,18.3,26.5,1524,11.2,101,0.7,75,0.5,3,0.0,414,3.0,11252,82.5,145,1,0,2,49.5,12228,77.1,
12047,Florida,Hamilton,76.2,74.7,77.7,,,,,,,75.6,72.7,78.5,,,,75.6,73.6,77.6,263,483,422,544,,,,,,,511,402,640,,,,497,415,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,16,19,18,17,19,15,13,17,166,1342,2830,20,1600,11,,,,,,,,,,,,,,,,,,,,21,21,13,32,,,,,,,,,,,,,,,,41,40,42,1190,18,16,21,178,7,5,8,14,7214:1,102,73,,,,2.9,,2.4,2.9,3.4,3.2,,2.8,3.4,3.5,39241,33610,44872,9583,1636,17530,,,,27979,21198,34760,35250,785,69715,43990,38982,48998,70,22,18,11,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,17,9,29,,,,,,,,,,,,,,,,12,67,1200,66,27,2976,68,66,70,518,13,8,17,65,2845,59,71,14428,19.0,18.5,4681,32.4,155,1.1,116,0.8,4,0.0,1416,9.8,7895,54.7,327,2,1,4,42.1,9395,63.5,
12049,Florida,Hardee,79.7,78.3,81.0,,,,,,,76.4,71.0,81.8,81.7,77.8,85.6,79.0,77.2,80.7,347,393,351,436,,,,,,,476,311,698,323,255,404,434,372,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,18,20,18,17,19,16,14,19,61,276,4140,15,6116,22,,,,,,,,,,,,,,,,,,,,55,29,22,37,,,,,,,,,,31,20,46,27,18,40,40,39,41,3473,24,21,28,577,8,6,10,59,1684:1,364,80,,,,3.2,,3.1,3.1,3.4,3.4,,3.3,3.2,3.6,41430,36018,46842,,,,,,,25805,2180,49430,33096,26397,39795,44391,36574,52208,62,45,21,6,3,10,,,,,,,,,,,,,,,,20,15,9,23,15,,,,,,,,,,,,,,,,14,10,6,17,,,,,,,,,,,,,,,,51,58,3300,33,132,5105,65,60,69,665,9,5,12,59,4678,55,64,26937,25.5,17.4,1812,6.7,312,1.2,297,1.1,30,0.1,11757,43.6,12662,47.0,1808,7,5,9,47.2,13258,47.8,
12051,Florida,Hendry,78.5,77.4,79.6,,,,,,,72.9,69.9,75.9,83.9,81.3,86.5,75.7,74.0,77.5,529,413,378,449,,,,,,,527,412,665,282,237,327,538,470,606,22,50,31,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,17,19,18,16,19,13,11,16,140,418,6490,16,5872,15,21,17,10,26,,,,,,,,,,,,,,,,81,29,23,36,,,,,,,,,,27,19,36,31,21,45,42,40,43,8437,35,31,38,1172,11,8,14,45,2212:1,510,84,13,6,20,2.9,,2.8,2.9,3.1,3.0,,2.9,2.9,3.2,45107,39070,51144,35446,19997,50895,,,,29336,18939,39733,37330,30162,44498,49196,37043,61349,67,48,27,10,6,14,,,,,,,,,,,,,,,,34,17,12,23,17,,,,,,,,,,9,4,16,26,15,41,38,19,13,26,,,,,,,,,,11,6,19,30,18,46,60,58,4800,25,103,8185,65,61,70,1747,15,11,19,67,8334,62,71,42022,26.7,13.8,4417,10.5,843,2.0,407,1.0,81,0.2,23259,55.3,13166,31.3,6019,16,13,19,47.0,14831,37.9,
12053,Florida,Hernando,77.2,76.8,77.6,,,,91.4,82.5,100.3,77.9,75.8,79.9,82.5,81.1,83.8,76.4,75.9,76.9,3347,421,405,437,,,,180,110,279,433,360,505,259,224,294,453,434,472,62,45,34,57,,,,,,,,,,48,26,82,42,30,57,75,7,5,9,,,,,,,,,,,,,,,,14,13,15,17,15,18,15,13,17,373,224,25280,14,24728,14,137,24,20,28,,,,,,,,,,,,,,,,217,17,15,19,,,,,,,,,,12,7,19,18,16,21,39,38,41,19016,19,17,21,2699,7,5,9,85,1175:1,1749,89,7,5,9,3.3,3.6,2.8,3.2,3.3,3.4,3.9,2.9,3.3,3.5,50705,47773,53637,63500,55050,71950,62976,19242,106710,42447,29828,55066,46629,40164,53094,49296,47639,50953,52,33,27,4,3,5,,,,,,,,,,,,,,,,187,18,15,21,20,,,,,,,,,,8,4,14,22,18,25,139,15,12,17,,,,,,,,,,9,4,16,16,13,19,208,178,16800,23,124,58814,78,77,79,8910,12,11,13,84,63511,83,85,193920,18.2,27.5,10142,5.2,981,0.5,2779,1.4,190,0.1,28776,14.8,148291,76.5,2034,1,1,1,51.8,33476,19.4,
12055,Florida,Highlands,78.3,77.7,79.0,,,,,,,73.3,71.2,75.5,84.3,82.3,86.3,77.6,76.8,78.5,1892,445,421,468,,,,,,,599,514,684,270,229,312,477,446,509,44,62,45,83,,,,,,,120,65,201,,,,64,40,98,43,7,5,9,,,,,,,,,,,,,,,,15,14,17,17,16,18,16,14,18,254,275,15960,16,14018,14,64,20,16,26,,,,,,,,,,20,11,34,24,18,31,163,23,19,26,,,,,,,28,17,44,19,13,28,23,19,28,37,36,38,11576,23,21,26,1495,8,6,10,88,1142:1,950,77,14,8,20,3.0,,2.8,2.8,3.2,3.2,,2.9,3.1,3.4,45723,41231,50215,,,,51574,21904,81244,25851,22736,28966,31584,28106,35062,44743,42678,46808,82,45,39,6,4,8,,,,,,,21,12,35,7,3,13,3,2,6,128,22,17,26,25,,,,,,,,,,10,5,18,28,21,35,96,19,15,23,,,,,,,29,16,48,,,,21,16,26,178,244,8200,51,128,31436,75,74,77,4529,11,10,13,74,30992,73,76,106221,16.8,36.0,10165,9.6,692,0.7,1645,1.5,106,0.1,22409,21.1,70203,66.1,3757,4,3,5,51.2,20810,21.1,
12057,Florida,Hillsborough,79.6,79.4,79.7,83.8,78.8,88.7,89.5,87.6,91.4,76.5,76.0,76.9,82.9,82.5,83.3,79.0,78.8,79.2,15674,326,320,331,284,200,392,154,136,171,447,430,463,238,228,247,344,336,351,703,55,51,59,,,,39,25,59,95,84,107,52,46,59,38,33,43,842,7,7,8,,,,6,4,8,13,12,15,7,6,8,4,4,5,13,12,14,14,13,15,11,9,12,6854,570,169310,12,91734,7,787,18,17,20,,,,,,,12,9,14,13,11,16,25,23,27,1311,14,13,14,,,,6,4,9,13,11,15,15,13,16,14,13,15,38,36,39,158801,18,17,19,22108,7,6,8,151,664:1,15307,87,6,5,7,3.1,3.8,2.7,3.0,3.5,3.1,4.1,2.7,3.0,3.5,61133,59822,62444,53369,35729,71009,83083,77039,89127,42465,40996,43934,46723,45361,48085,70421,69376,71466,59,43,33,5,5,6,,,,,,,16,14,18,4,3,5,3,3,4,990,13,12,14,14,,,,5,3,9,5,4,7,8,7,9,19,17,20,828,12,11,13,,,,3,2,6,16,14,19,6,5,7,14,13,15,2059,2005,144700,28,590,308217,59,58,59,81995,16,16,17,87,460202,87,88,1471968,22.1,14.5,235544,16.0,7671,0.5,65478,4.4,1901,0.1,436896,29.7,701596,47.7,85045,6,6,7,51.1,43181,3.5,
12059,Florida,Holmes,74.0,72.8,75.2,,,,,,,,,,,,,,,,463,593,537,649,,,,,,,637,389,984,,,,605,545,665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,16,19,19,18,21,15,12,17,25,150,3610,19,1772,9,13,22,12,38,,,,,,,,,,,,,,,,38,28,20,38,,,,,,,,,,,,,,,,42,40,43,2099,21,18,24,341,9,6,11,66,1509:1,258,77,,,,3.2,,,,,3.1,,,,,38874,33693,44055,,,,59773,33776,85770,16490,8587,24393,,,,40413,34736,46090,52,47,21,,,,,,,,,,,,,,,,,,,18,15,9,25,18,,,,,,,,,,,,,,,,19,19,12,30,,,,,,,,,,,,,,,,25,32,1800,32,5,5418,76,73,80,699,11,8,13,72,5136,69,76,19617,20.4,20.0,1305,6.7,215,1.1,134,0.7,35,0.2,577,2.9,16953,86.4,143,1,0,1,46.9,15697,78.8,
12061,Florida,Indian River,81.2,80.7,81.7,,,,98.6,78.1,119.2,75.4,73.6,77.2,89.3,86.4,92.1,80.9,80.3,81.5,2157,320,304,336,,,,,,,518,449,586,168,136,205,329,310,349,40,40,28,54,,,,,,,88,49,145,,,,32,20,51,51,6,4,8,,,,,,,17,11,25,,,,4,2,6,13,12,14,15,14,17,11,9,13,388,277,19020,13,18766,14,92,20,16,24,,,,,,,25,12,44,,,,21,16,26,146,14,12,16,,,,,,,10,5,19,12,6,19,15,12,17,37,35,38,16731,21,19,23,2520,10,7,12,111,904:1,1268,92,5,2,9,3.2,,2.7,3.1,3.5,3.3,,2.8,3.1,3.5,61173,55224,67122,87697,12978,162416,80714,41300,120128,32224,26122,38326,50304,43372,57236,57666,54976,60356,58,55,42,5,4,7,,,,,,,17,10,28,,,,4,3,6,141,16,13,19,18,,,,,,,,,,,,,,,,115,15,12,18,,,,,,,15,8,27,,,,17,14,20,82,217,12000,25,189,46440,79,78,80,7501,13,12,14,82,48140,80,84,159923,15.6,33.8,14615,9.1,698,0.4,2591,1.6,77,0.0,20383,12.7,119915,75.0,3390,2,2,3,52.0,6857,5.0,
12063,Florida,Jackson,74.4,73.5,75.2,,,,,,,74.5,72.9,76.2,,,,74.1,73.0,75.1,978,545,510,581,,,,,,,534,464,605,,,,563,519,607,30,84,56,119,,,,,,,,,,,,,,,,28,8,6,12,,,,,,,,,,,,,,,,17,15,18,17,16,19,16,15,18,464,1105,8020,17,1234,2,19,13,8,21,,,,,,,,,,,,,,,,101,30,24,36,,,,,,,31,20,44,,,,31,24,39,40,39,41,3979,17,15,20,715,8,6,10,138,725:1,539,78,6,3,10,3.3,,3.0,3.2,3.5,3.4,,3.1,3.4,3.6,40543,35812,45274,31528,21161,41895,,,,25794,20397,31191,46680,34225,59135,44577,40012,49142,47,28,28,8,6,12,,,,,,,13,7,23,,,,5,3,9,39,16,11,22,16,,,,,,,,,,,,,,,,39,16,12,22,,,,,,,15,7,28,,,,16,10,23,68,47,4200,27,38,11975,70,69,71,1645,10,8,13,71,12233,69,73,46414,18.9,20.6,12018,25.9,425,0.9,317,0.7,147,0.3,2254,4.9,30509,65.7,590,1,1,2,46.1,37490,75.4,
12065,Florida,Jefferson,77.6,75.8,79.4,,,,,,,75.4,72.0,78.8,,,,78.7,76.6,80.8,250,416,358,473,,,,,,,520,415,644,,,,372,303,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13,16,16,15,17,14,12,17,133,1061,1920,14,1062,7,13,30,16,52,,,,,,,,,,,,,,,,22,22,14,34,,,,,,,,,,,,,,,,39,37,40,1163,16,14,18,218,9,6,11,14,7123:1,61,78,,,,2.8,,,,,2.9,,,,,47192,40647,53737,23269,7950,38588,,,,30365,20271,40459,29306,20334,38278,58063,54035,62091,45,13,14,,,,,,,,,,,,,,,,,,,13,15,8,27,18,,,,,,,,,,,,,,,,10,14,7,26,,,,,,,,,,,,,,,,14,12,1100,24,38,4443,77,74,80,578,11,7,14,73,4229,68,78,14246,16.6,24.6,4700,33.0,67,0.5,106,0.7,5,0.0,595,4.2,8601,60.4,84,1,0,1,47.5,14761,100.0,
12067,Florida,Lafayette,77.1,75.3,79.0,,,,,,,,,,,,,,,,136,451,374,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,16,19,18,17,20,14,12,17,9,119,1280,15,280,3,,,,,,,,,,,,,,,,,,,,17,28,16,45,,,,,,,,,,,,,,,,41,39,42,956,23,20,27,192,11,7,14,47,2106:1,76,98,,,,3.3,,,2.9,3.5,3.5,,,3.2,3.7,45480,39071,51889,,,,,,,20885,1807,39963,55061,1107,109015,51029,41303,60755,78,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,900,13,44,1835,84,78,91,202,10,2,17,78,1689,71,84,8422,19.9,17.3,1028,12.2,67,0.8,24,0.3,10,0.1,1167,13.9,6046,71.8,287,4,1,6,44.0,8870,100.0,
