,,,Life expectancy,,,,,,,,,,,,,,,,,,Premature age-adjusted mortality,,,,,,,,,,,,,,,,,,,Child mortality,,,,,,,,,,,,,,,,,,,Infant mortality,,,,,,,,,,,,,,,,,,,Frequent physical distress,,,Frequent mental distress,,,Diabetes prevalence,,,HIV prevalence,,Food insecurity,,Limited access to healthy foods,,Drug overdose deaths,,,,,,,,,,,,,,,,,,,Motor vehicle crash deaths,,,,,,,,,,,,,,,,,,,Insufficient sleep,,,Uninsured adults,,,,Uninsured children,,,,Other primary care providers,,High school graduation,,Disconnected youth,,,Reading scores,,,,,Math scores,,,,,Median household income,,,,,,,,,,,,,,,,,,Children eligible for free or reduced price lunch,Residential segregation - Black/White,Residential segregation - non-White/White,Homicides,,,,,,,,,,,,,,,,,,Suicides,,,,,,,,,,,,,,,,,,,,Firearm fatalities,,,,,,,,,,,,,,,,,,,Juvenile arrests,,,,Traffic volume,Homeownership,,,,Severe housing cost burden,,,,Broadband access,,,,Population,% below 18 years of age,% 65 and older,% Non-Hispanic Black,,% American Indian & Alaska Native,,% Asian,,% Native Hawaiian/Other Pacific Islander,,% Hispanic,,% Non-Hispanic White,,% not proficient in English,,,,% Females,% Rural,,
48017,Texas,Bailey,79.1,76.6,81.5,,,,,,,,,,79.6,74.7,84.6,78.6,74.3,82.9,71,351,272,446,,,,,,,,,,375,267,513,345,216,523,10,112,54,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13,16,14,13,16,7,4,14,,,920,13,260,4,,,,,,,,,,,,,,,,,,,,17,34,20,55,,,,,,,,,,,,,,,,36,35,38,1337,36,32,40,397,18,12,23,86,1167:1,95,98,,,,2.4,,,,,2.7,,,,,46174,39909,52439,,,,,,,,,,41181,26177,56185,75079,57525,92633,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1-4,900,,126,1532,75,68,82,72,4,0,9,71,1449,65,76,7000,30.8,14.8,82,1.2,238,3.4,64,0.9,9,0.1,4481,64.0,2312,33.0,755,11,6,17,49.8,2060,28.8,
48019,Texas,Bandera,78.8,77.5,80.1,,,,,,,,,,85.9,80.4,91.3,77.8,76.3,79.4,392,362,319,404,,,,,,,,,,257,182,353,391,340,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,14,14,13,15,15,8,26,24,119,3390,16,2674,13,11,16,8,29,,,,,,,,,,,,,,,,33,22,15,30,,,,,,,,,,,,,,,,35,34,37,3059,24,21,27,579,15,11,19,48,2101:1,186,88,,,,2.7,,,2.6,2.8,2.8,,,2.6,2.9,59604,52390,66818,,,,,,,,,,56031,41478,70584,59113,54197,64029,54,,23,,,,,,,,,,,,,,,,,,,26,20,12,31,23,,,,,,,,,,,,,,,,20,18,11,28,,,,,,,,,,,,,,,,30,9,1600,24,19,7141,85,83,87,596,8,5,10,82,6872,78,86,23112,16.5,27.9,224,1.0,305,1.3,131,0.6,10,0.0,4565,19.8,17738,76.7,373,2,1,3,50.4,20485,100.0,
48021,Texas,Bastrop,78.3,77.6,78.9,,,,,,,77.0,74.7,79.4,82.4,80.4,84.5,77.0,76.2,77.9,1144,363,342,385,,,,,,,431,348,529,268,230,306,406,375,437,40,46,33,62,,,,,,,,,,46,29,69,49,28,80,33,5,3,6,,,,,,,,,,,,,,,,13,12,14,14,13,15,13,9,17,168,236,10220,12,8457,11,24,9,6,14,,,,,,,,,,,,,,,,173,30,25,34,,,,,,,42,25,67,31,24,39,28,23,35,37,36,38,12757,26,23,28,3089,13,10,17,39,2535:1,1259,94,6,2,10,2.6,,2.3,2.4,3.1,2.9,,2.1,2.8,3.3,62627,54277,70977,,,,68333,40288,96378,49836,34038,65634,62212,51970,72454,69055,61974,76136,71,35,34,6,4,8,,,,,,,,,,9,5,14,4,2,7,66,15,12,20,16,,,,,,,,,,,,,,,,74,17,14,22,,,,,,,,,,9,5,15,26,20,34,125,68,9100,21,89,19862,78,75,80,2693,11,9,13,80,20560,78,83,88723,25.4,15.6,5812,6.6,1767,2.0,824,0.9,130,0.1,35189,39.7,45358,51.1,4239,5,4,7,49.2,47360,63.9,
48023,Texas,Baylor,73.8,71.0,76.5,,,,,,,,,,,,,,,,80,614,478,777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,11,14,14,13,16,10,5,18,,,580,16,139,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,34,37,359,19,16,22,104,12,9,16,57,1755:1,,,,,,3.0,,,,,3.3,,,,,41539,35487,47591,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,300,0,84,1107,72,67,78,88,6,0,12,75,1143,68,81,3509,22.9,24.1,89,2.5,30,0.9,17,0.5,3,0.1,497,14.2,2820,80.4,0,0,0,2,51.4,3726,100.0,
48025,Texas,Bee,75.9,74.8,76.9,,,,,,,75.1,71.3,78.9,75.1,73.6,76.5,76.4,74.5,78.3,447,457,415,500,,,,,,,439,234,751,489,429,550,436,368,505,20,72,44,111,,,,,,,,,,,,,,,,20,8,5,12,,,,,,,,,,,,,,,,16,14,17,15,14,16,10,4,22,194,702,5630,17,3655,11,,,,,,,,,,,,,,,,,,,,43,19,14,25,,,,,,,,,,18,11,27,24,14,39,39,37,40,3219,23,20,26,651,9,7,12,55,1809:1,355,91,,,,2.7,,,2.6,3.2,2.7,,,2.6,3.1,44171,38380,49962,,,,,,,53203,43610,62796,41551,32217,50885,47413,31054,63772,80,38,33,7,4,11,,,,,,,,,,,,,,,,29,17,11,25,18,,,,,,,,,,14,8,24,24,13,41,17,10,6,17,,,,,,,,,,,,,,,,31,25,2700,21,73,5185,63,59,67,1188,15,11,20,63,5204,58,68,32565,21.0,12.6,2712,8.3,311,1.0,209,0.6,30,0.1,19316,59.3,10034,30.8,773,3,2,3,39.1,13693,43.0,
48027,Texas,Bell,78.2,77.9,78.6,91.8,72.6,110.9,82.7,80.6,84.9,75.4,74.6,76.2,81.8,80.8,82.8,77.9,77.5,78.4,3782,380,368,392,,,,255,209,301,476,445,507,263,238,287,397,380,414,254,65,57,73,,,,,,,106,86,126,41,30,54,60,48,74,275,6,6,7,,,,,,,10,8,12,4,3,6,6,5,7,13,12,14,14,13,15,11,8,15,751,266,55500,16,39621,13,116,11,9,13,,,,,,,8,5,12,4,2,8,16,13,20,349,15,13,16,,,,,,,16,13,20,10,7,13,17,15,20,38,37,40,40560,19,17,21,6828,7,5,8,179,560:1,5729,74,8,6,10,2.8,3.1,2.5,2.7,3.1,3.0,3.4,2.7,3.0,3.3,54831,50934,58728,54526,27912,81140,52589,41775,63403,47132,43811,50453,48969,45100,52838,62733,60765,64701,59,41,37,7,6,8,,,,,,,16,13,20,4,3,6,5,4,6,300,18,16,20,17,,,,,,,11,8,14,9,7,13,25,21,28,298,17,15,19,,,,,,,23,19,29,9,6,12,19,16,22,319,311,35900,18,271,66632,54,53,55,15253,13,12,14,85,104278,84,86,362924,27.6,11.2,80677,22.2,3923,1.1,11474,3.2,3078,0.8,92760,25.6,161752,44.6,7561,2,,,50.3,47113,15.2,
48029,Texas,Bexar,78.9,78.8,79.0,119.5,86.1,152.8,87.9,86.5,89.4,75.6,75.1,76.2,79.6,79.4,79.8,78.5,78.2,78.7,20760,349,344,354,,,,153,136,171,475,454,496,335,329,341,359,351,368,1098,54,51,58,,,,29,16,47,93,78,109,51,48,55,51,45,58,1204,6,6,7,,,,,,,11,9,13,6,6,7,5,5,6,13,11,14,13,12,14,10,8,11,6308,390,271790,14,182902,11,701,12,11,13,,,,,,,12,9,16,11,10,12,15,13,17,1485,11,10,12,,,,3,2,6,14,12,17,11,10,12,11,10,12,37,36,38,264129,22,21,23,44973,9,7,10,106,944:1,23799,90,8,7,9,2.8,3.3,2.5,2.7,3.3,2.9,3.7,2.6,2.8,3.4,58956,57406,60506,46104,40270,51938,75407,72049,78765,48509,45997,51021,49474,48646,50302,73108,71572,74644,63,43,26,7,7,8,,,,,,,19,16,22,7,7,8,4,3,5,1210,12,12,13,12,,,,7,5,11,8,6,10,9,8,10,20,18,21,1241,13,12,13,,,,4,2,7,22,19,26,10,10,11,16,14,17,2150,1921,198000,21,646,372372,59,58,59,87856,14,14,15,81,517107,81,82,2003554,25.3,12.4,148558,7.4,24450,1.2,65446,3.3,4563,0.2,1215788,60.7,542675,27.1,107512,6,6,6,50.6,77835,4.5,
48031,Texas,Blanco,79.5,77.8,81.2,,,,,,,,,,83.7,78.1,89.2,78.8,76.6,81.0,153,284,232,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,13,13,12,15,12,5,22,8,78,1480,13,107,1,,,,,,,,,,,,,,,,,,,,14,18,10,30,,,,,,,,,,,,,,,,35,34,37,1578,23,21,26,406,18,13,22,42,2386:1,141,98,,,,3.1,,,2.7,3.4,3.2,,,2.7,3.7,68404,59281,77527,110354,27991,192717,,,,,,,51300,34866,67734,68662,63126,74198,43,,17,,,,,,,,,,,,,,,,,,,18,32,18,52,31,,,,,,,,,,,,,,,,13,23,12,39,,,,,,,,,,,,,,,,1-4,5,1000,,111,3413,79,74,83,336,8,5,12,85,3703,81,90,11931,17.8,25.2,129,1.1,148,1.2,113,0.9,10,0.1,2348,19.7,9125,76.5,243,2,0,4,50.1,10497,100.0,
48033,Texas,Borden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,11,12,11,13,7,3,12,17,3051,90,13,96,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,32,35,44,12,10,14,13,9,7,12,0,654:0,,,,,,,,,,,,,,,,71926,61641,82211,,,,,,,,,,77500,33416,121584,71875,47174,96576,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,100,0,0,172,76,69,83,3,2,0,35,80,181,70,90,654,19.9,26.6,6,0.9,5,0.8,1,0.2,0,0.0,117,17.9,516,78.9,0,0,0,13,48.5,641,100.0,
48035,Texas,Bosque,77.0,75.6,78.3,,,,,,,,,,83.0,78.0,88.0,75.9,74.3,77.5,345,440,388,491,,,,,,,,,,285,183,424,477,416,539,12,76,39,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,12,15,15,14,16,11,6,23,20,126,2820,16,642,4,12,22,11,38,,,,,,,,,,,,,,,,35,27,19,38,,,,,,,,,,,,,,,,36,35,37,2667,27,24,30,652,16,11,20,43,2336:1,174,91,,,,2.7,,,2.5,2.8,3.0,,,2.8,3.1,55179,50479,59879,46000,1329,90671,,,,,,,40238,29108,51368,53743,50171,57315,65,36,23,,,,,,,,,,,,,,,,,,,18,18,10,29,20,,,,,,,,,,,,,,,,10,11,5,20,,,,,,,,,,,,,,,,8,13,1700,12,62,5579,77,76,79,644,9,7,12,75,5387,72,77,18685,21.0,25.4,323,1.7,168,0.9,120,0.6,14,0.1,3533,18.9,14410,77.1,398,2,1,3,50.6,14791,81.2,
48037,Texas,Bowie,75.3,74.7,75.9,,,,,,,73.5,72.1,74.8,87.7,81.3,94.1,75.6,74.9,76.3,1622,493,468,518,,,,,,,605,548,663,162,100,247,479,449,508,63,71,54,91,,,,,,,108,71,155,,,,56,38,81,72,9,7,11,,,,,,,15,11,20,,,,6,4,9,14,13,15,15,14,16,16,9,26,275,352,16460,18,8124,9,26,9,6,14,,,,,,,,,,,,,,,,97,15,12,18,,,,,,,11,7,18,,,,16,13,20,39,38,40,9457,19,16,21,2031,9,7,11,169,590:1,1183,95,12,7,17,2.9,,2.4,2.8,3.2,3.2,,2.7,3.0,3.5,51207,47220,55194,72045,37379,106711,,,,29994,26257,33731,54667,42621,66713,55759,52568,58950,62,45,41,8,6,10,,,,,,,16,11,24,,,,5,3,7,87,18,15,23,19,,,,,,,,,,,,,,,,84,18,14,22,,,,,,,16,10,25,,,,21,16,27,89,69,8800,18,194,21624,63,62,65,4260,13,11,15,72,24671,71,74,93245,23.6,17.0,23299,25.0,994,1.1,1144,1.2,82,0.1,7313,7.8,58870,63.1,1089,1,1,2,49.9,32791,35.4,
48039,Texas,Brazoria,79.4,79.1,79.7,,,,93.1,89.1,97.2,78.1,77.1,79.0,82.8,81.8,83.8,77.9,77.5,78.3,3739,323,312,333,,,,97,77,122,330,301,359,255,235,275,380,364,395,164,42,36,49,,,,,,,77,55,105,35,27,46,42,33,54,151,4,4,5,,,,,,,8,5,11,4,3,5,4,3,5,11,10,12,12,11,13,12,8,16,813,271,43600,12,21468,7,118,11,9,13,,,,,,,8,4,13,6,3,9,16,13,20,334,13,12,15,,,,,,,9,6,13,11,9,14,18,15,20,37,36,39,42099,19,18,21,11001,11,9,13,65,1540:1,5036,94,9,7,11,3.1,3.8,2.8,2.8,3.3,3.3,4.3,2.9,3.1,3.4,83704,77742,89666,95373,43280,147466,107617,93810,121424,84702,76713,92691,67619,62729,72509,85352,82639,88065,48,43,38,4,4,5,,,,,,,11,7,15,3,2,5,4,3,5,228,13,11,14,13,,,,,,,12,7,18,7,5,10,18,15,20,190,11,9,12,,,,,,,15,11,21,6,4,9,13,11,16,441,451,39000,23,159,87645,72,71,73,11642,10,9,11,87,105881,86,88,374264,26.1,12.2,53768,14.4,3157,0.8,25999,6.9,363,0.1,118151,31.6,169600,45.3,12813,4,3,4,49.5,70552,22.5,
48041,Texas,Brazos,81.0,80.5,81.4,,,,90.4,83.4,97.3,74.7,73.3,76.0,83.4,81.7,85.1,81.4,80.9,82.0,1460,267,254,281,,,,111,70,166,517,458,576,242,211,273,244,228,261,91,49,40,60,,,,,,,73,44,114,44,30,63,47,33,64,95,5,4,6,,,,,,,12,8,17,4,3,6,4,3,6,12,11,14,14,12,15,9,8,11,426,221,33200,15,24227,12,27,4,3,6,,,,,,,,,,,,,,,,147,10,8,11,,,,,,,15,10,22,12,9,16,8,6,10,35,34,36,27612,19,17,21,5375,11,9,14,66,1508:1,2127,87,2,1,3,2.9,3.8,2.3,2.7,3.4,3.2,4.2,2.5,3.1,3.5,54471,50004,58938,78968,57633,100303,39850,34412,45288,33882,29577,38187,41846,37241,46451,58287,55464,61110,58,34,25,3,2,3,,,,,,,10,5,16,3,1,5,1,1,2,108,10,8,12,10,,,,,,,,,,5,3,9,13,10,17,79,7,6,9,,,,,,,,,,6,3,10,9,6,11,149,283,17400,25,366,37425,47,46,48,17405,23,21,24,82,65033,81,83,229211,20.6,9.5,24296,10.6,1536,0.7,14398,6.3,290,0.1,60075,26.2,126413,55.2,8930,4,4,5,49.6,23506,12.1,
48043,Texas,Brewster,81.3,78.8,83.8,,,,,,,,,,83.5,78.4,88.5,80.1,77.0,83.1,132,363,296,430,,,,,,,,,,329,236,447,396,306,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,14,13,11,14,12,6,21,7,88,1410,15,1205,13,,,,,,,,,,,,,,,,,,,,10,15,7,28,,,,,,,,,,,,,,,,35,33,36,1199,22,19,26,211,12,8,15,87,1150:1,92,94,,,,2.6,,,2.5,2.8,2.5,,,2.4,2.8,48581,41859,55303,,,,,,,,,,45020,36551,53489,52740,42298,63182,52,,6,,,,,,,,,,,,,,,,,,,16,37,21,61,35,,,,,,,,,,,,,,,,14,30,17,51,,,,,,,,,,,,,,,,10,7,700,24,112,2363,58,53,62,406,11,5,17,77,3129,72,81,9203,18.3,24.2,120,1.3,170,1.8,160,1.7,13,0.1,4159,45.2,4582,49.8,219,2,1,4,49.0,3219,34.9,
48045,Texas,Briscoe,,,,,,,,,,,,,,,,,,,24,310,194,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13,16,15,14,17,12,5,24,,,220,14,782,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,35,38,245,29,25,33,61,20,15,25,65,1546:1,,,,,,3.1,,,,,3.5,,,,,44259,37817,50701,,,,,,,,,,30833,13802,47864,45500,35219,55781,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-4,0,100,,0,417,69,63,76,43,8,0,19,71,427,63,79,1546,19.5,26.1,50,3.2,11,0.7,4,0.3,0,0.0,386,25.0,1064,68.8,58,4,0,9,50.3,1637,100.0,
48047,Texas,Brooks,74.7,72.4,77.0,,,,,,,,,,,,,,,,119,541,438,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,16,20,15,14,17,10,5,19,14,250,1550,22,810,11,,,,,,,,,,,,,,,,,,,,11,22,11,39,,,,,,,,,,,,,,,,38,36,40,881,23,20,27,149,7,5,10,28,3547:1,110,93,,,,2.4,,,,,2.6,,,,,31410,26801,36019,,,,,,,,,,28079,23213,32945,31058,22510,39606,81,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,9,700,33,119,1300,61,55,68,294,17,8,25,61,1287,53,68,7093,27.5,18.4,39,0.5,52,0.7,79,1.1,3,0.0,6483,91.4,482,6.8,504,8,3,12,49.0,2294,31.8,
48049,Texas,Brown,75.8,74.9,76.7,,,,,,,,,,78.8,76.1,81.5,75.4,74.3,76.4,681,473,436,511,,,,,,,591,370,894,437,351,537,488,444,532,17,50,29,81,,,,,,,,,,,,,,,,22,8,5,12,,,,,,,,,,,,,,,,13,12,15,15,13,16,13,7,21,40,124,5590,15,5231,14,16,14,8,23,,,,,,,,,,,,,,,,43,16,12,22,,,,,,,,,,,,,,,,36,35,37,4456,21,19,24,850,10,7,12,79,1262:1,455,95,11,5,17,2.9,,2.3,2.8,3.0,2.9,,2.5,2.8,3.0,56040,51952,60128,,,,89821,59886,119756,48750,15180,82320,42500,28877,56123,48815,44147,53483,63,45,25,,,,,,,,,,,,,,,,,,,37,21,14,29,19,,,,,,,,,,,,,,,,30,16,11,23,,,,,,,,,,,,,,,,72,19,3600,25,165,10441,72,70,75,1187,9,7,10,76,10929,74,78,37864,21.6,20.4,1364,3.6,334,0.9,304,0.8,32,0.1,8735,23.1,26744,70.6,610,2,1,2,50.5,15395,40.4,
48051,Texas,Burleson,77.4,76.2,78.6,,,,,,,74.3,69.6,78.9,79.3,76.1,82.5,77.7,76.3,79.1,324,421,372,470,,,,,,,723,543,943,346,238,487,400,342,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,12,15,15,14,16,13,7,22,27,175,2540,14,702,4,,,,,,,,,,,,,,,,,,,,33,27,18,37,,,,,,,,,,,,,,,,37,36,38,2460,23,21,26,559,13,10,16,43,2305:1,215,93,,,,2.6,,2.1,2.5,2.9,2.6,,2.4,2.5,2.9,61745,55384,68106,,,,,,,23462,8724,38200,58364,48086,68642,69130,64965,73295,63,13,12,,,,,,,,,,,,,,,,,,,16,21,12,34,18,,,,,,,,,,,,,,,,13,14,8,25,,,,,,,,,,,,,,,,5,8,1600,8,105,5323,78,75,81,562,9,6,12,73,4975,69,77,18443,21.8,21.0,2263,12.3,209,1.1,91,0.5,7,0.0,3899,21.1,11850,64.3,537,3,2,5,50.6,13175,76.7,
48053,Texas,Burnet,78.8,78.0,79.6,,,,,,,,,,83.4,80.2,86.6,77.9,77.0,78.9,669,345,316,373,,,,,,,,,,231,175,299,376,341,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,14,14,13,15,16,9,25,47,116,6400,14,5568,13,18,13,7,20,,,,,,,,,,,,,,,,77,24,19,30,,,,,,,,,,,,,,,,35,33,36,6964,27,24,30,1426,13,10,17,62,1605:1,503,94,,,,2.8,,,2.3,3.1,2.8,,,2.4,3.1,62827,54870,70784,39815,6039,73591,69412,29389,109435,68152,16998,119306,49097,33058,65136,60726,56925,64527,63,54,35,6,3,9,,,,,,,,,,,,,,,,35,16,11,22,15,,,,,,,,,,,,,,,,29,12,8,18,,,,,,,,,,,,,,,,39,31,4200,17,84,12924,77,75,79,1495,9,7,12,79,13161,76,82,48155,21.1,22.8,832,1.7,584,1.2,462,1.0,43,0.1,10874,22.6,35194,73.1,951,2,1,3,51.0,23800,55.7,
48055,Texas,Caldwell,77.3,76.3,78.2,,,,,,,74.6,71.0,78.3,78.8,77.2,80.5,76.6,75.2,77.9,616,426,392,461,,,,,,,578,419,779,401,350,452,437,386,487,18,45,27,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,13,16,15,14,16,13,8,19,86,239,6020,15,2949,8,,,,,,,,,,,,,,,,,,,,67,23,18,29,,,,,,,,,,24,17,33,24,16,35,37,36,38,6554,26,23,29,1266,12,9,15,48,2079:1,475,91,15,10,20,2.4,,,2.3,2.9,2.6,,,2.5,3.2,55301,50323,60279,,,,,,,51265,24675,77855,52200,44922,59478,55831,51328,60334,72,41,21,4,2,8,,,,,,,,,,,,,,,,31,14,10,20,15,,,,,,,,,,,,,,,,31,15,10,21,,,,,,,,,,,,,,,,63,88,4100,37,89,9071,67,64,71,1797,14,11,17,70,9390,67,73,43664,23.2,14.9,2481,5.7,712,1.6,452,1.0,47,0.1,23488,53.8,16696,38.2,2223,6,4,7,49.5,16099,42.3,
48057,Texas,Calhoun,78.4,77.1,79.7,,,,,,,,,,80.5,78.2,82.7,76.2,74.2,78.2,313,402,356,449,,,,,,,,,,306,246,376,500,421,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,12,15,14,13,15,12,6,21,19,106,3170,15,2873,13,,,,,,,,,,,,,,,,,,,,34,22,15,31,,,,,,,,,,19,10,32,27,16,43,37,36,38,2805,23,20,25,611,11,8,14,66,1521:1,301,93,,,,3.0,,,2.9,3.4,3.4,,,3.4,3.5,55909,49449,62369,,,,88967,70915,107019,,,,55694,47617,63771,65690,59249,72131,67,16,11,,,,,,,,,,,,,,,,,,,15,15,8,25,14,,,,,,,,,,,,,,,,11,10,5,18,,,,,,,,,,,,,,,,36,31,2100,32,115,5518,73,72,73,552,8,5,10,79,5976,75,83,21290,23.9,18.7,526,2.5,184,0.9,1135,5.3,12,0.1,10522,49.4,8889,41.8,1354,7,5,9,48.7,9564,44.7,
48059,Texas,Callahan,77.4,75.9,78.8,,,,,,,,,,,,,,,,233,412,355,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,12,15,15,14,17,18,10,31,9,76,2140,16,1522,11,,,,,,,,,,,,,,,,,,,,20,21,13,32,,,,,,,,,,,,,,,,36,35,38,1765,22,19,25,361,11,8,14,57,1743:1,150,94,,,,3.0,,,2.8,3.0,2.9,,,2.7,2.9,50812,43814,57810,,,,,,,35263,10579,59947,41029,17266,64792,50505,45633,55377,54,,20,,,,,,,,,,,,,,,,,,,18,25,14,40,26,,,,,,,,,,,,,,,,11,16,8,28,,,,,,,,,,,,,,,,9,1-4,1300,,84,4406,82,79,85,379,8,5,10,71,3831,67,76,13943,21.9,21.2,208,1.5,132,0.9,97,0.7,13,0.1,1397,10.0,11937,85.6,124,1,0,2,50.4,9776,72.2,
48061,Texas,Cameron,81.0,80.7,81.4,,,,93.4,85.6,101.3,79.7,72.0,87.4,80.9,80.5,81.3,79.0,77.8,80.2,3993,321,311,331,,,,,,,,,,312,301,323,436,395,476,220,43,37,48,,,,,,,,,,43,37,48,46,23,82,247,5,4,6,,,,,,,,,,,,,,,,17,15,19,15,14,17,12,9,17,934,281,75130,18,57540,14,61,5,4,6,,,,,,,,,,4,3,5,12,6,20,287,10,9,11,,,,,,,,,,10,8,11,11,8,16,39,37,41,91749,39,37,41,18505,14,12,17,75,1331:1,6789,92,14,12,17,2.9,3.3,,2.9,3.3,3.2,4.0,,3.2,3.5,40893,38105,43681,,,,84375,35949,132801,70893,47198,94588,36212,34463,37961,53154,50453,55855,85,70,28,2,2,3,,,,,,,,,,,,,,,,157,8,7,9,7,,,,,,,,,,6,5,7,26,18,36,103,5,4,6,,,,,,,,,,3,3,4,20,14,27,417,775,51000,23,334,82097,66,65,67,16974,14,13,15,57,71633,56,59,423163,29.9,13.8,1594,0.4,2880,0.7,3335,0.8,315,0.1,380861,90.0,36381,8.6,63733,16,16,17,51.2,34207,8.4,
48063,Texas,Camp,76.3,74.8,77.8,,,,,,,73.1,68.8,77.4,86.0,74.8,97.3,76.3,74.4,78.1,211,453,388,517,,,,,,,589,421,802,,,,464,380,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,13,16,15,14,17,8,4,15,20,190,2250,18,729,6,,,,,,,,,,,,,,,,,,,,23,26,16,39,,,,,,,,,,,,,,,,38,37,39,1799,25,22,28,405,11,8,15,15,6547:1,160,98,,,,2.8,,2.7,2.8,2.9,3.0,,2.9,3.1,3.1,47091,40637,53545,53828,49806,57850,,,,30564,22331,38797,57821,32690,82952,53427,47468,59386,78,25,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,17,9,31,,,,,,,,,,,,,,,,10,6,1400,11,49,3335,72,70,75,593,13,9,18,65,3010,60,71,13094,26.3,19.0,2060,15.7,126,1.0,137,1.0,23,0.2,3391,25.9,7197,55.0,511,4,2,6,51.4,7624,61.5,
48065,Texas,Carson,78.5,76.2,80.8,,,,,,,,,,,,,,,,84,358,282,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,12,13,12,14,8,3,19,,,670,11,372,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,32,36,568,17,14,19,186,12,9,16,101,988:1,,,,,,3.2,,,,,3.4,,,,,69760,61280,78240,,,,,,,,,,101667,28561,174773,75439,63808,87070,33,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-4,0,600,,28,1854,81,77,85,93,4,0,8,76,1746,70,82,5926,23.4,21.1,58,1.0,96,1.6,40,0.7,3,0.1,576,9.7,5067,85.5,28,1,0,2,49.7,5885,95.2,
48067,Texas,Cass,75.5,74.4,76.6,,,,,,,72.6,69.6,75.7,,,,75.8,74.6,77.0,579,491,448,535,,,,,,,628,501,755,,,,477,430,525,19,70,42,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,13,16,16,15,18,16,7,31,42,166,5650,19,1047,3,12,13,7,23,,,,,,,,,,,,,,,,56,26,20,34,,,,,,,,,,,,,,,,38,37,40,3280,20,17,22,698,10,7,13,47,2145:1,374,97,,,,3.0,,2.6,3.0,3.1,3.1,,2.7,3.0,3.2,44529,39259,49799,,,,,,,26535,18417,34653,32139,13061,51217,48999,46242,51756,64,33,29,7,4,11,,,,,,,,,,,,,,,,36,25,17,35,24,,,,,,,,,,,,,,,,31,21,14,29,,,,,,,,,,,,,,,,7,7,2800,5,46,9469,79,77,82,1055,9,7,12,69,8274,66,72,30026,22.2,22.8,5053,16.8,230,0.8,149,0.5,16,0.1,1431,4.8,22808,76.0,134,0,0,1,51.7,22547,74.0,
