,,,Life expectancy,,,,,,,,,,,,,,,,,,Premature age-adjusted mortality,,,,,,,,,,,,,,,,,,,Child mortality,,,,,,,,,,,,,,,,,,,Infant mortality,,,,,,,,,,,,,,,,,,,Frequent physical distress,,,Frequent mental distress,,,Diabetes prevalence,,,HIV prevalence,,Food insecurity,,Limited access to healthy foods,,Drug overdose deaths,,,,,,,,,,,,,,,,,,,Motor vehicle crash deaths,,,,,,,,,,,,,,,,,,,Insufficient sleep,,,Uninsured adults,,,,Uninsured children,,,,Other primary care providers,,High school graduation,,Disconnected youth,,,Reading scores,,,,,Math scores,,,,,Median household income,,,,,,,,,,,,,,,,,,Children eligible for free or reduced price lunch,Residential segregation - Black/White,Residential segregation - non-White/White,Homicides,,,,,,,,,,,,,,,,,,Suicides,,,,,,,,,,,,,,,,,,,,Firearm fatalities,,,,,,,,,,,,,,,,,,,Juvenile arrests,,,,Traffic volume,Homeownership,,,,Severe housing cost burden,,,,Broadband access,,,,Population,% below 18 years of age,% 65 and older,% Non-Hispanic Black,,% American Indian & Alaska Native,,% Asian,,% Native Hawaiian/Other Pacific Islander,,% Hispanic,,% Non-Hispanic White,,% not proficient in English,,,,% Females,% Rural,,
06017,California,El Dorado,82.3,81.9,82.7,81.8,76.2,87.4,87.6,85.1,90.1,79.9,76.1,83.6,86.7,84.3,89.1,81.9,81.4,82.3,1932,236,225,248,,,,109,77,148,,,,192,159,226,248,235,261,35,23,16,32,,,,,,,,,,,,,,,,27,2,2,4,,,,,,,,,,,,,,,,11,10,12,13,11,14,8,6,11,207,126,17040,9,10967,6,98,17,14,21,,,,,,,,,,,,,,,,170,13,11,15,,,,,,,,,,11,7,18,14,12,16,30,29,32,7639,7,6,8,1079,3,2,3,47,2119:1,1963,92,4,2,5,3.1,3.5,,2.6,3.2,2.9,3.4,,2.4,3.0,86202,80005,92399,,,,122306,113525,131087,87944,33001,142887,71866,64603,79129,83123,80101,86145,30,55,27,3,2,4,,,,,,,,,,,,,,,,172,18,15,20,18,,,,,,,,,,8,4,15,20,17,24,103,11,9,13,,,,,,,,,,,,,,,,,,,,212,53750,76,75,77,11058,16,15,17,87,61899,86,88,192843,19.8,21.9,1696,0.9,2574,1.3,9317,4.8,436,0.2,25378,13.2,148903,77.2,2847,2,1,2,50.1,62827,34.7,
06019,California,Fresno,78.9,78.7,79.1,80.3,76.2,84.4,81.7,80.9,82.4,72.1,71.2,73.1,81.0,80.6,81.4,78.0,77.6,78.3,10244,351,344,358,473,381,565,290,271,310,649,606,691,304,294,314,374,362,386,545,48,44,52,,,,58,45,74,104,80,133,43,38,47,49,39,58,719,7,6,7,,,,8,6,10,16,13,20,6,5,6,6,5,7,15,14,17,14,13,16,10,8,12,1981,251,148670,15,38725,4,366,12,11,14,,,,6,4,9,21,14,30,8,6,9,21,18,24,1019,15,14,16,20,10,37,11,8,13,17,13,22,16,14,17,15,13,16,38,37,39,68300,12,11,13,7512,3,2,3,81,1229:1,13258,87,9,8,10,2.9,3.1,2.4,2.7,3.4,2.7,3.0,2.3,2.6,3.2,56926,54175,59677,46965,38029,55901,63293,60149,66437,33397,29248,37546,44049,43077,45021,69100,67444,70756,74,47,22,7,6,8,,,,4,3,6,33,27,39,7,6,8,3,3,4,524,11,10,12,11,,,,11,8,14,8,5,13,7,6,8,17,15,19,477,10,9,11,,,,6,4,9,31,24,39,8,7,9,11,9,13,,,,,820,164124,53,53,54,57966,19,19,20,80,246790,80,81,999101,28.2,12.6,46274,4.6,29725,3.0,111353,11.1,2815,0.3,537180,53.8,286049,28.6,105377,12,11,12,50.1,100537,10.8,
06021,California,Glenn,77.8,76.7,78.8,,,,,,,,,,87.5,82.3,92.7,75.9,74.4,77.5,343,362,322,401,,,,,,,,,,211,160,274,429,371,486,20,67,41,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,14,17,15,14,17,11,6,19,22,97,3970,14,1003,4,11,13,6,23,,,,,,,,,,,,,,,,36,18,13,25,,,,,,,,,,,,,,,,34,33,36,2407,15,13,18,362,5,3,6,60,1670:1,350,91,12,5,18,2.5,,,2.3,2.9,2.3,,,2.1,2.6,55682,48708,62656,,,,51446,2050,100842,,,,44012,37310,50714,53498,48328,58668,70,,19,7,4,12,,,,,,,,,,,,,,,,36,24,16,33,26,,,,,,,,,,,,,,,,28,20,13,29,,,,,,,,,,,,,,,,,,,,247,5988,59,55,63,1704,18,14,22,72,7223,68,75,28393,26.6,15.8,240,0.8,915,3.2,890,3.1,61,0.2,12079,42.5,14334,50.5,2578,10,8,12,49.1,11494,40.9,
06023,California,Humboldt,77.1,76.6,77.6,71.1,68.7,73.5,84.9,79.9,89.8,74.1,69.1,79.0,81.2,78.3,84.1,77.5,76.9,78.0,2064,415,396,434,690,582,798,268,181,382,578,387,830,351,283,418,402,382,423,58,55,42,72,,,,,,,,,,70,38,118,41,27,60,61,6,5,8,,,,,,,,,,,,,,,,15,13,16,15,14,17,10,7,13,215,183,19190,14,8337,6,113,28,23,33,72,43,114,,,,,,,,,,27,21,33,193,20,17,23,46,31,68,,,,,,,16,9,25,19,16,22,32,31,34,8076,10,8,11,897,3,2,4,111,904:1,1124,85,9,4,13,2.8,2.5,,2.6,3.0,2.6,2.5,,2.4,2.7,51134,46740,55528,31189,21724,40654,45417,27013,63821,,,,42816,36913,48719,50158,47376,52940,59,74,27,7,6,9,22,12,38,,,,,,,,,,7,5,9,166,24,20,27,24,24,12,43,,,,,,,,,,25,21,29,119,17,14,21,43,26,68,,,,,,,,,,18,14,22,,,,,566,31078,57,56,58,11400,22,20,24,84,45668,82,85,135558,18.9,18.6,1686,1.2,8637,6.4,3930,2.9,449,0.3,16354,12.1,100078,73.8,1936,2,1,2,50.4,40062,29.8,
06025,California,Imperial,81.9,81.4,82.5,,,,103.6,86.3,121.0,79.4,76.3,82.5,83.2,82.5,83.8,76.5,75.1,77.9,1626,307,292,322,949,668,1308,,,,355,251,488,266,250,281,508,454,563,75,36,28,45,,,,,,,,,,,,,,,,71,3,3,4,,,,,,,,,,,,,,,,16,15,18,15,13,16,9,6,13,332,231,34600,19,16065,9,94,17,14,21,,,,,,,,,,12,9,16,55,38,78,165,13,11,15,,,,,,,,,,13,11,15,15,9,23,34,32,35,10791,11,10,13,1406,3,2,3,62,1604:1,2889,88,6,4,9,2.6,,,2.6,3.2,2.5,,,2.5,3.0,48102,44617,51587,48295,18779,77811,87356,71015,103697,30917,7922,53912,44026,41604,46448,68500,59950,77050,77,52,35,3,3,5,,,,,,,,,,,,,,,,70,8,6,10,8,,,,,,,,,,5,4,7,20,12,31,48,5,4,7,,,,,,,,,,4,2,5,16,9,26,,,,,471,26156,58,57,60,7680,18,16,20,78,34748,76,79,181215,28.5,13.3,4386,2.4,4496,2.5,3823,2.1,357,0.2,154088,85.0,18161,10.0,34202,21,20,22,48.7,30399,17.4,
06027,California,Inyo,78.9,77.4,80.4,69.8,64.8,74.7,,,,,,,86.0,78.8,93.2,79.6,77.9,81.3,274,363,315,410,794,585,1052,,,,,,,198,120,310,338,281,395,10,67,32,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,12,14,14,13,15,12,7,19,23,151,1900,11,2261,12,17,31,18,50,,,,,,,,,,,,,,,,12,9,5,16,,,,,,,,,,,,,,,,33,31,34,925,9,8,11,141,4,2,5,116,859:1,197,87,,,,,,,,,2.6,,,2.4,3.1,59605,51937,67273,40854,36890,44818,71281,70653,71909,,,,55313,39808,70818,57409,51461,63357,55,39,38,,,,,,,,,,,,,,,,,,,19,17,9,27,21,,,,,,,,,,,,,,,,12,13,7,23,,,,,,,,,,,,,,,,,,,,187,5204,65,62,69,1007,13,10,16,80,6383,78,83,18039,20.7,23.4,184,1.0,2436,13.5,307,1.7,30,0.2,4230,23.4,10970,60.8,508,3,1,4,49.9,8611,46.4,
06029,California,Kern,77.5,77.3,77.7,78.5,75.6,81.3,84.1,82.9,85.3,72.3,71.3,73.2,81.1,80.6,81.5,75.6,75.2,75.9,10370,405,397,413,446,357,534,224,200,248,650,606,694,313,302,324,479,465,492,488,47,43,51,,,,32,17,55,86,64,113,46,41,51,44,36,52,566,6,5,6,,,,,,,11,9,14,5,5,6,6,5,7,17,16,18,15,14,16,10,8,12,1697,240,125870,14,45136,5,719,27,25,29,,,,9,5,16,36,27,47,12,11,14,50,46,55,1018,16,15,17,23,12,41,10,7,14,18,13,22,15,14,16,19,18,21,34,33,35,60173,12,11,13,9321,4,3,4,63,1577:1,13244,87,10,8,11,2.7,3.3,2.3,2.6,3.0,2.4,3.1,2.0,2.4,2.8,53245,50708,55782,50181,32751,67611,73797,68294,79300,36812,32069,41555,45017,43650,46384,64354,62888,65820,73,47,26,10,9,11,,,,4,2,7,30,25,36,11,10,12,6,5,7,589,14,13,15,13,,,,10,6,15,9,6,14,8,6,9,21,19,23,593,13,12,14,,,,5,2,9,30,24,38,11,10,13,15,13,17,,,,,593,157554,58,58,59,45412,17,17,18,80,215472,79,80,900202,28.8,11.2,46976,5.2,23718,2.6,48279,5.4,2454,0.3,491545,54.6,295715,32.8,85522,10,10,11,48.8,85693,10.2,
06031,California,Kings,79.7,79.1,80.2,,,,86.2,82.4,90.0,77.6,75.2,80.0,82.0,80.9,83.1,78.0,77.2,78.8,1421,347,329,365,575,369,856,240,178,317,382,305,473,305,279,331,395,365,426,66,40,31,51,,,,,,,,,,32,22,44,53,33,80,77,5,4,6,,,,,,,,,,4,3,6,6,4,9,16,14,17,15,14,16,13,8,20,189,156,21690,14,7442,5,60,13,10,17,,,,,,,,,,7,4,11,24,17,33,144,14,11,16,,,,,,,,,,14,11,18,15,11,19,36,35,37,8898,11,10,13,1299,3,2,4,76,1318:1,1721,89,8,6,11,2.7,3.5,2.6,2.6,3.2,2.5,3.3,2.5,2.4,2.9,57297,52605,61989,43204,37245,49163,77727,65921,89533,48427,39040,57814,46733,44561,48905,71086,67492,74680,71,28,21,6,4,7,,,,,,,,,,7,5,9,3,2,6,97,13,11,16,13,,,,,,,,,,9,6,13,19,14,25,67,9,7,11,,,,,,,,,,8,6,12,9,6,14,,,,,273,22733,52,51,54,6121,15,13,16,80,34944,79,82,152940,27.0,10.5,9662,6.3,4905,3.2,6714,4.4,537,0.4,84514,55.3,47938,31.3,14286,10,9,11,44.9,16601,10.9,
06033,California,Lake,74.6,73.8,75.4,67.7,62.3,73.0,,,,,,,81.7,78.6,84.8,74.4,73.5,75.2,1458,549,517,580,867,647,1137,,,,871,620,1191,339,278,401,568,530,605,23,43,27,64,,,,,,,,,,,,,,,,32,6,4,9,,,,,,,,,,,,,,,,16,14,17,16,15,17,11,7,16,147,269,10050,16,5718,9,119,62,51,73,,,,,,,,,,34,19,57,70,56,85,110,24,20,29,,,,,,,,,,21,13,33,26,20,32,35,34,36,3878,11,9,13,477,3,2,5,75,1341:1,714,79,7,2,12,2.6,,,2.4,2.7,2.3,,,2.2,2.5,46897,42752,51042,29018,10764,47272,,,,31638,3887,59389,44045,37125,50965,48819,46268,51370,74,59,22,11,8,15,,,,,,,,,,13,7,23,10,7,14,99,30,24,38,31,,,,,,,,,,19,10,33,31,24,40,77,24,19,30,,,,,,,,,,20,10,33,25,19,33,,,,,129,17034,66,65,68,4283,18,15,20,77,19667,74,79,64386,21.2,23.1,1156,1.8,2880,4.5,888,1.4,196,0.3,14171,22.0,44367,68.9,2264,4,3,5,50.0,21408,33.1,
06035,California,Lassen,79.0,77.8,80.1,,,,,,,99.6,65.0,134.3,89.8,81.1,98.4,77.4,76.1,78.7,379,352,316,389,,,,,,,,,,157,93,248,407,361,453,13,61,33,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,13,16,15,14,16,15,7,29,31,115,3910,13,2547,7,22,24,15,36,,,,,,,,,,,,,,,,33,15,10,21,,,,,,,,,,,,,,,,35,34,36,785,6,5,7,137,3,2,3,82,1223:1,237,85,19,10,29,2.6,,,2.5,2.8,2.5,,,2.2,2.6,53613,48507,58719,40795,22924,58666,,,,61450,54324,68576,52284,34970,69598,56911,54135,59687,49,51,25,6,3,10,,,,,,,,,,,,,,,,39,23,16,32,25,,,,,,,,,,,,,,,,23,15,9,22,,,,,,,,,,,,,,,,,,,,87,6270,68,66,70,1181,13,11,16,79,7314,77,81,30573,17.3,15.5,2432,8.0,1301,4.3,489,1.6,263,0.9,5910,19.3,19796,64.7,482,2,1,2,37.8,24610,70.5,
06037,California,Los Angeles,82.4,82.3,82.5,84.4,82.6,86.3,87.7,87.5,87.9,76.1,75.9,76.3,84.4,84.2,84.5,81.2,81.1,81.3,84748,259,257,261,311,275,346,160,156,163,493,485,502,235,232,238,272,269,275,2936,33,32,35,,,,26,23,29,71,65,77,31,30,33,28,26,31,3435,4,4,4,,,,4,3,4,9,8,9,4,4,4,3,3,3,13,12,14,13,12,14,9,8,10,49449,580,1146290,11,161791,2,3172,10,10,11,27,17,41,3,3,4,18,17,20,7,7,8,18,17,19,5682,8,8,8,9,5,15,5,4,5,13,12,14,8,8,8,8,8,8,36,35,38,806801,13,12,13,77158,3,3,4,66,1510:1,100093,85,7,6,7,2.9,3.7,2.5,2.7,3.4,2.7,3.7,2.3,2.5,3.2,72721,71954,73488,58970,54747,63193,80046,79077,81015,48823,47997,49649,56076,55616,56536,88038,87050,89026,69,56,35,6,6,6,6,3,11,2,1,2,22,21,24,6,6,6,2,2,3,4356,8,8,8,9,,,,7,6,7,7,6,8,5,5,5,13,13,14,3746,7,7,8,7,3,13,3,2,3,20,19,22,6,6,7,8,7,8,,,,,3553,1519516,46,45,46,765595,24,24,24,84,2794647,84,85,10039107,21.4,14.1,798279,8.0,143968,1.4,1545445,15.4,36651,0.4,4881970,48.6,2615947,26.1,1265355,13,,,50.7,59424,0.6,
06039,California,Madera,79.7,79.2,80.2,79.8,71.8,87.8,85.4,80.8,90.0,76.5,74.0,79.1,82.7,81.6,83.9,78.1,77.3,78.9,1650,332,316,348,546,374,771,192,122,289,436,341,551,276,253,299,380,352,408,82,48,38,59,,,,,,,,,,46,35,60,45,25,72,83,5,4,7,,,,,,,,,,,,,,,,16,15,17,15,14,17,12,8,17,182,144,20530,13,14152,9,61,13,10,17,,,,,,,,,,6,3,9,25,18,34,202,19,16,21,,,,,,,,,,16,13,20,22,18,28,34,33,35,11910,14,12,16,1723,4,3,5,72,1392:1,1892,87,6,4,8,2.6,3.1,2.1,2.6,2.9,2.4,3.1,2.0,2.4,2.6,61105,56126,66084,59821,25125,94517,58036,51304,64768,42703,17715,67691,48228,44746,51710,65905,60814,70996,79,46,26,6,5,8,,,,,,,,,,7,5,9,3,1,5,87,12,9,14,11,,,,,,,,,,7,4,10,21,15,27,65,8,6,11,,,,,,,,,,6,4,9,12,9,17,,,,,324,28772,64,62,66,6871,16,14,18,80,35839,78,81,157327,27.4,14.3,5016,3.2,6982,4.4,4018,2.6,481,0.3,92483,58.8,52197,33.2,18762,13,12,14,51.8,49672,32.9,
06041,California,Marin,85.4,85.1,85.8,,,,90.3,88.3,92.3,78.4,76.1,80.6,88.1,86.3,89.9,85.4,85.0,85.8,1844,167,158,175,,,,112,88,140,389,315,476,136,113,159,163,153,172,32,15,10,22,,,,,,,,,,19,9,34,14,8,21,35,2,2,3,,,,,,,,,,,,,,,,10,8,11,11,10,12,8,6,11,797,356,19260,7,4306,2,113,14,12,17,,,,,,,55,29,95,,,,15,12,19,95,5,4,6,,,,,,,,,,7,4,11,5,4,6,29,27,30,8366,6,5,7,1332,2,2,3,65,1541:1,2537,87,6,3,8,3.3,3.5,,2.5,3.7,3.2,3.5,,2.3,3.5,112069,104698,119440,,,,107849,89513,126185,48602,41706,55498,67125,58786,75464,126501,122977,130025,28,51,35,2,1,3,,,,,,,,,,,,,,,,207,14,12,16,16,,,,,,,,,,12,7,18,15,13,18,80,6,5,8,,,,,,,,,,,,,,,,,,,,1171,67115,64,63,64,19441,19,18,20,91,96227,91,92,258826,19.8,23.0,6603,2.6,2552,1.0,17088,6.6,712,0.3,42160,16.3,184116,71.1,9402,4,3,4,51.1,16457,6.5,
06043,California,Mariposa,80.5,79.1,82.0,,,,,,,,,,105.9,66.5,145.3,79.8,78.2,81.4,275,338,291,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,12,15,15,13,16,8,4,14,22,142,2350,13,1118,6,,,,,,,,,,,,,,,,,,,,39,32,23,43,,,,,,,,,,,,,,,,34,32,35,927,10,8,11,120,4,3,5,81,1229:1,109,88,,,,2.8,,,,,2.5,,,,,52760,45411,60109,,,,,,,,,,38231,25464,50998,52398,45041,59755,66,78,18,,,,,,,,,,,,,,,,,,,24,26,16,42,28,,,,,,,,,,,,,,,,16,18,10,30,,,,,,,,,,,,,,,,,,,,19,5230,68,65,72,1398,19,15,23,75,5727,71,79,17203,16.1,28.9,206,1.2,608,3.5,283,1.6,33,0.2,2073,12.1,13645,79.3,156,1,0,2,49.1,18251,100.0,
06045,California,Mendocino,79.5,78.8,80.2,72.3,69.0,75.6,82.4,76.8,88.0,,,,92.7,85.8,99.5,79.1,78.3,79.9,1253,355,333,376,579,452,730,,,,,,,227,185,269,370,343,397,45,60,44,80,,,,,,,,,,65,40,100,53,32,83,48,7,5,9,,,,,,,,,,7,5,11,6,4,9,15,13,16,15,14,16,11,7,16,168,227,11760,14,5937,7,99,38,31,46,84,40,155,,,,,,,21,11,35,42,33,53,117,19,16,23,,,,,,,,,,17,11,25,19,15,24,33,32,35,5960,12,10,14,803,4,3,5,110,913:1,977,84,8,3,12,2.5,,,2.3,2.7,2.4,,,2.2,2.6,52309,48114,56504,48542,36558,60526,64904,41987,87821,,,,44068,39679,48457,55466,51205,59727,74,82,17,5,3,7,,,,,,,,,,7,4,13,4,2,6,91,19,15,24,21,,,,,,,,,,,,,,,,65,15,11,19,,,,,,,,,,,,,,,,,,,,282,20611,60,58,62,6979,21,19,24,81,27893,79,83,86749,21.1,23.1,708,0.8,5495,6.3,1980,2.3,228,0.3,22379,25.8,55820,64.3,3703,5,4,5,50.4,39731,45.2,
06047,California,Merced,79.2,78.9,79.6,,,,83.3,81.5,85.0,71.6,69.5,73.7,83.2,82.3,84.0,76.9,76.3,77.5,2647,342,329,355,404,243,630,275,232,318,667,569,765,257,240,273,418,394,443,132,41,34,48,,,,,,,100,48,184,41,33,51,37,24,56,114,4,3,5,,,,,,,,,,,,,,,,17,15,18,15,14,17,13,9,18,295,136,40280,15,18756,7,117,14,12,17,,,,,,,,,,8,6,11,27,21,34,352,19,17,21,,,,13,8,20,33,21,50,17,15,20,21,17,24,35,34,36,18960,12,11,14,2510,3,2,4,62,1614:1,4473,89,8,6,10,2.7,2.9,,2.6,3.1,2.5,2.7,,2.4,2.8,59733,56254,63212,41875,24496,59254,63559,53431,73687,40809,34300,47318,48145,45878,50412,64537,61300,67774,77,43,20,8,7,9,,,,,,,26,15,41,9,7,11,4,3,6,137,11,9,13,10,,,,,,,,,,7,5,9,17,13,22,121,9,7,10,,,,,,,21,10,39,8,6,10,10,7,13,,,,,436,41795,52,51,53,12808,17,16,18,84,67129,83,85,277680,29.3,11.4,8191,2.9,7041,2.5,21568,7.8,1061,0.4,169442,61.0,73546,26.5,34355,14,13,14,49.5,36510,14.3,
06049,California,Modoc,77.9,75.8,80.1,,,,,,,,,,,,,,,,153,411,336,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,14,17,16,15,18,12,6,21,,,1310,15,1133,12,,,,,,,,,,,,,,,,,,,,10,16,8,29,,,,,,,,,,,,,,,,34,33,36,521,11,9,13,68,4,3,5,68,1474:1,62,83,,,,2.6,,,,,2.4,,,,,45311,39327,51295,23250,6611,39889,,,,,,,28934,26362,31506,50565,46482,54648,60,,23,,,,,,,,,,,,,,,,,,,11,25,11,47,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,2708,75,72,78,410,12,8,16,70,2520,63,76,8841,19.4,27.5,99,1.1,448,5.1,107,1.2,32,0.4,1291,14.6,6825,77.2,353,4,2,7,49.7,6776,70.0,
06051,California,Mono,101.6,91.1,112.1,,,,,,,,,,,,,,,,112,203,164,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,13,13,12,14,11,4,27,8,65,1210,9,2139,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,31,33,1092,12,10,14,122,5,3,6,90,1111:1,106,95,,,,2.5,,,2.2,3.2,2.3,,,2.0,2.7,66226,56606,75846,,,,,,,,,,52398,43453,61343,68864,57040,80688,51,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,3068,64,58,70,451,10,6,14,84,4006,78,90,14444,17.8,16.1,105,0.7,414,2.9,370,2.6,53,0.4,3875,26.8,9500,65.8,523,4,1,6,47.0,6509,45.8,
06053,California,Monterey,82.7,82.4,83.0,91.3,77.4,105.2,86.7,85.5,88.0,80.2,78.4,82.0,84.0,83.3,84.7,81.7,81.3,82.2,3352,247,238,255,,,,179,154,204,343,286,400,223,210,235,276,261,292,174,38,32,44,,,,,,,,,,45,38,52,19,11,32,192,4,4,5,,,,,,,,,,5,4,5,4,2,5,14,13,15,14,12,15,9,7,12,729,207,45410,11,14418,3,156,12,10,14,,,,,,,26,12,47,7,5,9,22,18,27,303,10,9,11,,,,7,4,11,,,,10,8,11,11,9,13,32,31,34,38932,16,14,17,4262,4,3,5,54,1839:1,5098,87,6,5,7,2.5,3.1,2.3,2.4,3.3,2.4,3.0,2.1,2.3,3.1,76509,73235,79783,69632,53371,85893,83180,76798,89562,63813,58986,68640,59486,57713,61259,86107,83423,88791,72,51,36,9,8,10,,,,,,,14,8,24,13,11,15,3,2,4,204,9,8,11,9,,,,,,,,,,5,3,6,17,14,20,248,11,10,13,,,,,,,,,,12,10,14,12,9,14,,,,,674,64900,51,50,52,23577,19,18,20,84,107125,83,85,434061,26.0,14.0,10919,2.5,11278,2.6,29210,6.7,2627,0.6,257721,59.4,127497,29.4,73492,18,18,19,49.1,40742,9.8,
06055,California,Napa,82.0,81.5,82.4,,,,88.2,85.5,90.8,80.8,78.2,83.4,86.6,84.9,88.4,80.8,80.3,81.4,1246,233,220,247,,,,160,124,205,224,146,328,178,153,203,264,245,283,36,31,22,43,,,,,,,,,,27,15,43,38,22,61,33,3,2,5,,,,,,,,,,,,,,,,11,10,13,12,11,13,10,7,14,272,228,11170,8,3165,2,47,11,8,15,,,,,,,,,,,,,,,,83,8,7,10,,,,,,,,,,5,3,8,12,9,15,30,29,31,7948,10,8,11,978,3,2,4,66,1514:1,1686,87,5,2,7,2.8,3.5,2.6,2.5,3.2,2.7,3.4,2.6,2.3,3.1,90230,84301,96159,,,,114806,97464,132148,66528,47451,85605,68493,63906,73080,97374,93659,101089,48,72,33,1,1,2,,,,,,,,,,,,,,,,79,10,8,13,11,,,,,,,,,,6,3,11,13,10,18,49,7,5,9,,,,,,,,,,,,,,,,,,,,564,31276,64,63,66,7956,17,15,18,89,43380,88,90,137744,20.2,19.7,2859,2.1,1746,1.3,12258,8.9,577,0.4,47660,34.6,71291,51.8,10647,8,7,9,50.2,18290,13.4,
06057,California,Nevada,81.3,80.7,81.9,,,,86.1,80.4,91.8,,,,84.5,81.7,87.4,81.2,80.6,81.8,1254,277,259,294,,,,,,,,,,191,143,251,281,262,301,23,34,21,50,,,,,,,,,,,,,,,,21,4,2,6,,,,,,,,,,,,,,,,12,10,13,13,12,14,6,3,9,117,133,10570,11,6689,7,49,16,12,22,,,,,,,,,,,,,,,,92,13,11,16,,,,,,,,,,,,,,,,30,29,32,4409,8,7,9,559,3,2,4,74,1348:1,898,89,11,6,16,3.0,,,2.6,3.1,2.8,,,2.6,2.9,69550,62892,76208,48750,18909,78591,79637,59613,99661,77898,33339,122457,56569,42736,70402,66268,62235,70301,46,65,23,2,1,3,,,,,,,,,,,,,,,,105,18,14,21,21,,,,,,,,,,,,,,,,69,14,11,18,,,,,,,,,,,,,,,,,,,,222,30316,74,73,75,7529,19,17,21,86,35025,84,87,99755,17.0,28.4,526,0.5,1276,1.3,1459,1.5,212,0.2,9732,9.8,84530,84.7,700,1,0,1,50.9,41614,42.1,
06059,California,Orange,83.2,83.1,83.3,83.5,81.3,85.7,88.1,87.8,88.5,81.0,80.0,82.0,84.7,84.4,85.0,81.7,81.6,81.8,22772,212,209,215,231,180,291,144,140,149,298,273,323,204,199,210,242,238,246,794,28,26,30,,,,26,21,30,36,22,55,30,27,33,27,24,31,814,3,3,3,,,,3,3,4,4,3,6,3,3,4,3,2,3,12,10,13,12,11,13,9,8,10,6879,256,267730,9,26825,1,1196,13,12,13,,,,3,3,4,13,8,19,7,6,8,22,20,23,1529,7,7,7,,,,5,4,5,9,6,12,8,7,8,7,7,8,34,33,35,197867,10,9,11,23102,3,3,4,67,1499:1,40317,90,4,4,4,3.1,3.8,2.8,2.7,3.5,3.0,3.8,2.6,2.5,3.3,95761,94443,97079,72476,62366,82586,93777,91648,95906,76136,71881,80391,68971,67994,69948,101958,100944,102972,49,45,33,2,2,2,,,,1,1,2,5,3,8,3,3,4,1,1,2,1658,10,9,10,10,,,,6,5,7,10,7,14,5,4,6,15,14,16,760,5,4,5,,,,2,2,3,7,4,11,4,3,4,7,6,8,,,,,2684,595272,57,57,58,199131,20,19,20,91,941030,90,91,3175692,21.7,15.3,52738,1.7,32466,1.0,689641,21.7,12305,0.4,1081091,34.0,1265002,39.8,293076,10,,,50.7,4315,0.1,
06061,California,Placer,82.4,82.1,82.7,81.7,76.0,87.4,89.0,87.4,90.7,80.1,77.9,82.2,85.6,84.4,86.7,81.8,81.5,82.1,3397,226,218,234,370,254,519,126,105,147,294,232,368,179,157,201,240,231,250,94,27,22,33,,,,,,,,,,24,14,39,29,22,37,92,4,3,4,,,,,,,,,,,,,,,,11,10,12,12,11,13,7,5,9,351,106,31530,8,10539,3,149,13,11,15,,,,,,,,,,7,4,13,15,12,18,204,8,7,9,,,,,,,,,,6,4,9,9,7,10,31,30,33,12639,6,5,6,2084,2,2,3,64,1562:1,5036,92,6,4,7,3.2,3.7,2.7,2.8,3.3,3.1,3.6,2.6,2.6,3.1,97688,93615,101761,44574,31332,57816,121425,114548,128302,85429,55507,115351,72709,67608,77810,90077,87628,92526,26,41,26,2,2,3,,,,,,,,,,3,1,5,2,1,3,264,12,11,14,14,,,,8,4,14,,,,8,5,13,14,12,16,123,6,5,7,,,,,,,,,,4,2,7,7,6,9,,,,,470,102650,72,71,73,20764,15,14,16,90,128064,89,90,398329,22.1,19.9,6793,1.7,4225,1.1,32837,8.2,1071,0.3,57381,14.4,284920,71.5,7227,2,2,2,51.2,48039,13.8,
06063,California,Plumas,78.7,77.2,80.2,,,,,,,,,,90.3,73.5,107.1,78.0,76.4,79.7,332,385,335,435,,,,,,,,,,,,,,,,10,78,38,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,14,14,13,15,7,4,12,19,115,2540,14,467,2,11,20,10,35,,,,,,,,,,,,,,,,30,23,15,33,,,,,,,,,,,,,,,,33,31,34,769,8,6,9,105,3,2,4,37,2687:1,117,88,,,,2.7,,,2.4,2.8,2.6,,,2.3,2.7,59376,51438,67314,,,,,,,,,,56923,36421,77425,57903,48831,66975,51,,35,,,,,,,,,,,,,,,,,,,23,22,13,35,25,,,,,,,,,,,,,,,,19,20,12,32,,,,,,,,,,,,,,,,,,,,0,6156,73,70,75,1140,14,11,17,78,6585,75,81,18807,17.4,28.9,191,1.0,596,3.2,205,1.1,32,0.2,1750,9.3,15627,83.1,151,1,0,2,50.2,14810,74.0,
