,,,Premature death,,,,,,,,,,,,,,,,,,,,,,,,,,Poor or fair health,,,,Poor physical health days,,,,Poor mental health days,,,,Low birthweight,,,,,,,,,,,,,,,,,,,,Adult smoking,,,,Adult obesity,,,,Food environment index,,Physical inactivity,,,,Access to exercise opportunities,,Excessive drinking,,,,Alcohol-impaired driving deaths,,,,,,Sexually transmitted infections,,,Teen births,,,,,,,,,,,,,,,,,,,Uninsured,,,,,Primary care physicians,,,,Dentists,,,,Mental health providers,,,,Preventable hospital stays,,,,,,,Mammography screening,,,,,,,Flu vaccinations,,,,,,,High school completion,,,,,,Some college,,,,,,Unemployment,,,,Children in poverty,,,,,,,,,Income inequality,,,,Children in single-parent households,,,,,,Social associations,,,Violent crime,,,Injury deaths,,,,,,,,,,,,,,,,,,,,Air pollution - particulate matter,,Drinking water violations,,Severe housing problems,,,,,,,,,,,,,Driving alone to work,,,,,,,,,,,,,,,,,,,Long commute - driving alone,,,,,
38037,North Dakota,Grant,x,,,,,0.00,,,,,,,,,,,,,,,,,,,,,16,14,19,0.02,3.5,3.1,3.9,0.05,3.9,3.5,4.3,0.31,x,6,,,-0.17,,,,,,,,,,,,,,,,22,18,25,0.14,30,23,37,-1.11,8.0,0.65,33,25,40,1.33,32,1.18,23,21,24,-0.51,1,2,50,10,77,0.38,,,0.00,25,12,46,-0.02,,,,,,,,,,,,,,,,253,15,13,18,2.28,,,,0.00,1,44,2274:1,0.23,2,88,1137:1,0.28,8455,2.30,,,,,,48,0.26,,,,,,26,1.17,,,,,,1572,1745,90,87,94,0.19,334,448,75,64,85,-0.75,27,1179,2.3,-0.43,22,12,32,1.38,,,,,,106333,20952,5.1,0.69,25,487,5,2,8,-1.14,3,12.6,0.50,2,85,-0.47,10,85,41,156,-0.32,,,,,,,,,,,,,,,,4.0,-0.61,No,-0.31,13,9,17,10,5,15,2,0,4,1,0,3,0.76,64,59,69,-2.11,,,,,,,,,,,,,,,,1064,32,24,40,1.33,
38039,North Dakota,Griggs,x,,,,,0.00,,,,,,,,,,,,,,,,,,,,,14,12,17,-0.41,3.3,2.9,3.7,-0.30,3.7,3.3,4.1,-0.15,,,,,0.00,,,,,,,,,,,,,,,,20,17,24,-0.25,35,26,43,-0.01,9.0,-0.41,22,15,29,-1.15,44,0.59,23,22,25,-0.09,2,3,67,39,82,1.13,7,310.0,-0.28,,,,0.00,,,,,,,,,,,,,,,,122,8,7,9,-0.65,1,45,2232:1,0.35,1,45,2231:1,0.21,,,,0.00,7267,1.64,,,,,,54,-0.45,,,,,,34,0.55,,,,,,1566,1754,89,82,96,0.46,313,423,74,58,90,-0.69,25,1013,2.5,-0.28,12,7,18,-0.20,,,,,,108537,25778,4.2,-0.32,118,510,23,10,36,0.57,11,49.3,-3.00,1,44,-0.91,13,115,61,197,0.71,,,,,,,,,,,,,,,,5.0,0.39,No,-0.31,6,3,10,6,1,11,0,0,2,0,0,2,-0.87,72,65,78,-0.85,,,,,,,,,,,,,,,,1146,18,12,25,-0.31,
38041,North Dakota,Hettinger,x,,,,,0.00,,,,,,,,,,,,,,,,,,,,,17,15,20,0.31,3.7,3.3,4.1,0.38,4.0,3.6,4.4,0.59,x,7,,,0.51,,,,,,,,,,,,,,,,22,19,25,0.36,29,22,37,-1.27,7.5,1.18,23,15,30,-0.90,36,0.98,24,23,25,0.22,0,2,0,0,51,-1.89,13,523.6,0.21,,,,0.00,,,,,,,,,,,,,,,,198,11,9,13,0.54,,,,0.00,1,40,2499:1,0.33,,,,0.00,5613,0.73,,,,,,48,0.26,,,,,,25,1.24,,,,,,1663,1910,87,83,91,1.22,324,614,53,43,62,1.83,27,1361,2.0,-0.70,16,9,23,0.47,,,,,,114500,21950,5.2,0.86,44,518,8,2,15,-0.82,3,11.9,0.57,1,37,-0.99,,,,,0.00,,,,,,,,,,,,,,,,4.0,-0.61,No,-0.31,9,6,12,7,3,11,0,0,3,2,0,4,-0.22,78,74,82,0.15,,,,,,,,,,,,,,,,1135,31,23,38,1.20,
38043,North Dakota,Kidder,x,,,,,0.00,,,,,,,,,,,,,,,,,,,,,17,15,20,0.28,3.6,3.3,4.1,0.27,3.9,3.5,4.3,0.36,x,8,,,0.84,,,,,,,,,,,,,,,,23,20,26,0.48,37,28,46,0.50,7.0,1.71,27,20,35,0.18,15,1.95,22,21,23,-0.92,1,3,33,4,64,-0.38,4,161.2,-0.62,,,,0.00,,,,,,,,,,,,,,,,190,10,9,12,0.32,,,,0.00,0,0,2480:0,1.32,,,,0.00,4600,0.16,,,,,,40,1.21,,,,,,51,-0.75,,,,,,1617,1780,91,89,93,-0.07,292,462,63,51,75,0.59,50,1247,4.0,1.06,18,10,25,0.65,,,,,,102298,22951,4.5,-0.03,57,528,11,5,17,-0.60,3,12.2,0.54,2,63,-0.71,10,82,39,150,-0.43,,,,,,,,,,,,,,,,4.5,-0.11,No,-0.31,7,4,10,4,1,8,2,0,5,0,0,1,-0.65,61,52,70,-2.58,,,,,,,,,,,,,,,,1137,33,23,43,1.45,
38045,North Dakota,LaMoure,x,,,,,0.00,,,,,,,,,,,,,,,,,,,,,16,14,19,0.07,3.4,2.9,3.8,-0.18,3.8,3.3,4.2,0.10,x,5,,,-1.14,,,,,,,,,,,,,,,,21,17,25,0.09,32,26,38,-0.58,8.8,-0.20,25,20,31,-0.27,43,0.65,24,22,25,0.25,2,5,40,15,62,-0.08,11,269.1,-0.37,,,,0.00,,,,,,,,,,,,,,,,337,11,10,13,0.74,1,25,4062:1,0.62,,,,0.00,1,25,4046:1,0.78,3562,-0.41,,,,,,55,-0.57,,,,,,50,-0.68,,,,,,2544,2952,86,83,89,1.52,523,742,70,61,80,-0.27,43,2036,2.1,-0.59,15,9,20,0.21,,,,,,119630,26689,4.5,0.00,29,869,3,1,5,-1.31,8,19.7,-0.27,2,49,-0.87,16,78,45,127,-0.54,,,,,,,,,,,,,,,,5.2,0.59,No,-0.31,9,7,12,7,5,10,0,0,2,2,0,3,-0.07,69,65,74,-1.25,,,,,,,,,,,,,,,,2005,27,22,31,0.67,
38047,North Dakota,Logan,,,,,,,,,,,,,,,,,,,,,,,,,,,16,13,18,,3.4,3.1,3.9,,3.7,3.3,4.1,,,,,,,,,,,,,,,,,,,,,,22,18,25,,33,25,42,,8.7,,29,21,38,,19,,23,22,25,,,,,,,,4,208.6,,,,,,,,,,,,,,,,,,,,,230,17,14,19,,1,53,1903:1,,0,0,1850:0,,,,,,3993,,,,,,,56,,,,,,,37,,,,,,,1214,1380,88,86,90,,263,334,79,68,90,,20,860,2.3,,19,10,27,,,,,,,106313,30083,3.5,,36,380,9,3,16,,3,15.8,,1,26,,12,126,65,220,,,,,,,,,,,,,,,,,4.6,,No,,7,4,11,6,1,10,1,0,4,2,0,4,,64,58,70,,,,,,,,,,,,,,,,,927,18,12,24,,
38049,North Dakota,McHenry,,67,7578,4856,11276,-0.29,,,,,,,,,,,,,,,,,,,,,14,12,17,-0.45,3.0,2.7,3.4,-0.68,3.6,3.2,4.0,-0.30,,5,3,7,-0.80,,,,,,,,,,,,,,,,21,17,24,-0.14,34,28,41,-0.08,7.7,0.97,31,26,37,0.97,28,1.36,24,22,25,0.21,2,7,29,9,50,-0.60,9,152.5,-0.64,11,5,19,-0.85,,,,,,,,,,,,,,,,397,9,7,10,-0.35,,,,0.00,,,,0.00,,,,0.00,5215,0.50,,,,,,54,-0.45,,,,,,52,-0.83,,,,,,3756,4138,91,89,93,-0.04,953,1307,73,63,83,-0.56,106,3030,3.5,0.62,14,8,20,0.08,14,,,11,5,119931,25695,4.7,0.21,183,1383,13,7,19,-0.37,8,13.8,0.37,3,50,-0.85,31,105,72,150,0.39,,,,,,,,,,,,,,,,4.5,-0.11,No,-0.31,5,3,6,4,2,6,0,0,1,1,0,1,-1.27,79,75,83,0.27,,,,,,,,,,,,,,,,2827,39,34,44,2.16,
38051,North Dakota,McIntosh,x,,,,,0.00,,,,,,,,,,,,,,,,,,,,,17,14,20,0.24,3.6,3.2,4.1,0.23,3.9,3.5,4.4,0.45,x,8,,,0.72,,,,,,,,,,,,,,,,22,18,25,0.21,26,19,33,-2.08,9.1,-0.51,31,24,39,0.99,73,-0.73,22,21,24,-0.75,0,1,0,0,66,-1.89,,,0.00,,,,0.00,,,,,,,,,,,,,,,,232,13,11,15,1.39,2,77,1293:1,-0.10,0,0,2497:0,1.32,,,,0.00,6757,1.36,,,,,,38,1.45,,,,,,18,1.78,,,,,,1636,1999,82,78,85,2.99,284,465,61,49,73,0.84,33,1104,3.0,0.17,16,9,23,0.42,,,,,,92464,19663,4.7,0.25,63,451,14,3,25,-0.30,6,23.2,-0.66,2,74,-0.59,20,153,93,236,2.00,,,,,,,,,,,,,,,,4.7,0.09,No,-0.31,10,7,13,9,6,13,0,0,2,0,0,1,0.04,75,70,80,-0.32,,,,,,,,,,,,,,,,1397,12,8,16,-1.09,
38053,North Dakota,McKenzie,,129,8601,6781,10421,-0.03,27664,18071,40534,,,,,,,,,,,,,,6737,5046,8812,,16,14,18,-0.11,3.4,3.0,3.7,-0.19,3.6,3.3,3.9,-0.45,,7,6,8,0.31,6,3,10,,,,,,,7,3,10,7,5,8,20,18,23,-0.17,34,28,39,-0.22,8.5,0.12,26,21,31,-0.20,67,-0.44,22,21,23,-0.98,23,53,43,37,50,0.08,43,337.9,-0.21,29,23,36,0.23,31,19,49,,,,,,,103,64,157,20,14,27,1224,10,8,11,0.13,2,15,6816:1,0.76,5,33,3005:1,0.49,1,7,15024:1,0.92,2553,-0.98,10777,,,,1259,41,1.09,,,,,,29,0.94,39,,,,28,7229,7966,91,88,94,-0.03,2505,3861,65,56,74,0.39,160,10298,1.6,-1.07,9,5,12,-0.78,53,,36,46,3,139842,32482,4.3,-0.21,696,4212,17,9,24,-0.06,14,10.3,0.75,46,369,2.65,62,93,71,119,-0.05,195,107,327,,,,,,,,,,86,63,115,1.8,-2.80,Yes,3.00,10,6,15,4,2,7,7,3,11,0,0,1,0.19,83,78,88,1.00,85,78,92,,,,,,,,,,80,76,85,6547,26,20,32,0.59,
38055,North Dakota,McLean,,135,7499,5320,9678,-0.31,,,,,,,,,,,,,,,,,,,,,15,13,17,-0.35,3.2,2.9,3.6,-0.42,3.6,3.3,4.0,-0.34,,6,4,7,-0.55,,,,,,,,,,,,,,,,20,17,23,-0.34,35,30,40,-0.01,8.5,0.12,27,23,32,0.18,29,1.29,24,23,25,0.41,9,20,45,34,55,0.15,18,185.9,-0.56,21,15,29,-0.26,,,,,,,,,,,,,,,,636,9,7,10,-0.31,2,21,4771:1,0.67,2,21,4725:1,0.79,1,11,9450:1,0.89,3412,-0.50,3028,,,,3244,52,-0.21,,,,,,43,-0.14,40,,,,42,6425,6950,92,91,94,-0.61,1431,2040,70,63,77,-0.23,147,4663,3.2,0.32,12,7,17,-0.29,11,,,11,9,114500,30810,3.7,-0.90,339,2065,16,12,21,-0.07,16,16.8,0.05,10,103,-0.27,41,85,61,116,-0.31,,,,,,,,,,,,,,,,4.1,-0.51,No,-0.31,8,6,10,6,4,8,2,1,2,0,0,1,-0.40,76,73,78,-0.16,82,72,92,,,,,,,,,,72,68,75,4496,30,26,34,1.06,
38057,North Dakota,Mercer,,100,5530,3774,7286,-0.83,,,,,,,,,,,,,,,,,,,,,14,12,16,-0.57,3.2,2.8,3.5,-0.46,3.6,3.2,3.9,-0.42,,6,5,8,-0.10,,,,,,,,,,,,,,,,19,16,22,-0.57,36,31,41,0.27,9.5,-0.94,23,20,27,-0.74,77,-0.93,27,26,28,2.24,4,7,57,39,71,0.70,11,129.9,-0.69,18,12,27,-0.41,,,,,,,,,,,,,,,,390,6,5,7,-1.46,6,73,1378:1,-0.04,7,86,1170:1,-0.80,4,49,2047:1,0.59,3085,-0.68,,,,,,54,-0.45,,,,,,22,1.47,,,,,,5471,5986,91,90,93,-0.25,1466,1827,80,69,91,-1.43,150,3577,4.2,1.22,8,5,11,-0.88,8,,,7,3,134479,33500,4.0,-0.55,219,1911,11,4,19,-0.54,18,21.8,-0.50,11,126,-0.01,34,80,55,112,-0.48,,,,,,,,,,,,,,,,2.2,-2.40,No,-0.31,7,4,10,4,2,7,2,1,4,0,0,1,-0.69,86,82,89,1.43,,,,,,,,,,,,,,,,4252,20,15,25,-0.14,
38059,North Dakota,Morton,,372,7206,6123,8290,-0.39,,,,,,,,,,,,,,,,,,,,,14,12,17,-0.40,3.2,2.8,3.5,-0.48,3.8,3.4,4.2,0.09,,7,6,8,0.17,8,5,12,,,,,,,,,,7,6,8,19,16,22,-0.57,32,29,36,-0.49,9.1,-0.51,22,19,25,-1.06,74,-0.80,23,22,24,-0.12,10,22,45,35,55,0.17,145,470.8,0.09,27,23,31,0.10,54,34,83,,,,,,,71,43,110,22,18,26,1865,7,6,8,-0.90,15,48,2073:1,0.30,9,29,3485:1,0.61,8,26,3921:1,0.77,4802,0.27,10607,,58333,,4532,55,-0.57,41,,,,55,53,-0.91,49,,,,53,20127,21902,92,90,93,-0.42,6357,8999,71,64,77,-0.29,478,16191,3.0,0.14,10,6,14,-0.62,33,94,,,3,127560,32713,3.9,-0.69,1121,6651,17,11,23,-0.03,40,12.9,0.47,67,223,1.05,108,70,57,83,-0.83,208,107,363,,,,,,,,,,66,53,80,4.6,-0.01,No,-0.31,11,8,14,9,7,12,1,0,2,0,0,1,0.28,84,82,87,1.20,,,,,,,,,,,,,,,,17848,17,14,20,-0.45,
38061,North Dakota,Mountrail,,165,14123,11448,16798,1.42,26518,20187,34206,,,,,,,,,,,,,,9160,6544,12473,,17,15,19,0.26,3.6,3.3,3.9,0.18,3.6,3.4,3.9,-0.26,,6,5,7,-0.37,6,4,9,,,,,,,,,,5,3,7,22,20,25,0.34,39,33,45,1.02,9.6,-1.04,30,25,35,0.72,45,0.57,25,24,26,0.98,18,31,58,51,65,0.74,77,750.1,0.74,47,38,57,1.23,70,53,91,,,,,,,,,,23,15,35,1316,15,12,17,1.98,4,39,2555:1,0.42,5,47,2109:1,0.14,6,57,1758:1,0.53,3211,-0.61,7776,,,,2151,38,1.45,16,,,,46,35,0.48,36,,,,35,6064,6566,92,91,94,-0.58,1834,2963,62,54,70,0.75,101,7312,1.4,-1.22,13,7,19,-0.03,21,,,10,11,135147,33561,4.0,-0.54,730,2789,26,19,34,0.86,12,11.7,0.59,17,165,0.41,74,143,113,180,1.69,205,139,293,,,,,,,,,,112,79,156,4.1,-0.51,No,-0.31,10,6,14,4,2,6,4,2,6,2,0,5,0.11,80,75,84,0.44,85,79,92,,,,,,,,,,79,73,86,4669,28,20,35,0.82,
38063,North Dakota,Nelson,x,,,,,0.00,,,,,,,,,,,,,,,,,,,,,15,13,17,-0.33,3.3,2.9,3.7,-0.29,3.6,3.2,3.9,-0.40,,,,,0.00,,,,,,,,,,,,,,,,20,16,23,-0.40,41,35,49,1.55,7.1,1.60,30,24,37,0.86,34,1.07,23,22,25,-0.05,1,2,50,10,77,0.38,4,136.2,-0.68,,,,0.00,,,,,,,,,,,,,,,,205,10,8,11,0.13,,,,0.00,0,0,2879:0,1.32,,,,0.00,3148,-0.64,,,,,,56,-0.69,,,,,,52,-0.83,,,,,,2004,2183,92,90,94,-0.39,398,539,74,62,85,-0.67,43,1373,3.1,0.30,15,9,20,0.19,,,,,,98222,22967,4.3,-0.25,92,531,17,8,27,0.02,7,24.4,-0.79,4,134,0.07,13,89,47,152,-0.18,,,,,,,,,,,,,,,,5.0,0.39,No,-0.31,7,4,11,5,2,8,3,0,5,1,0,2,-0.58,74,68,79,-0.54,,,,,,,,,,,,,,,,1429,31,24,38,1.23,
38065,North Dakota,Oliver,,,,,,,,,,,,,,,,,,,,,,,,,,,15,13,18,,3.4,3.0,3.8,,3.6,3.3,4.0,,,,,,,,,,,,,,,,,,,,,,20,17,23,,31,23,39,,8.0,,31,24,39,,40,,24,22,25,,3,4,75,57,86,,,,,,,,,,,,,,,,,,,,,,,,108,7,6,8,,0,0,1952:0,,1,51,1959:1,,,,,,7921,,,,,,,67,,,,,,,35,,,,,,,1174,1286,91,87,95,,293,352,83,70,97,,32,861,3.7,,17,10,25,,,,,,,136679,32417,4.2,,129,485,27,8,45,,3,15.4,,1,54,,,,,,,,,,,,,,,,,,,,,,3.2,,No,,9,3,15,9,1,16,1,0,4,1,0,2,,75,67,83,,,,,,,,,,,,,,,,,800,47,36,57,,
38067,North Dakota,Pembina,,103,8291,5595,10987,-0.11,,,,,,,,,,,,,,,,,,,,,15,13,18,-0.17,3.2,2.9,3.6,-0.37,3.6,3.2,4.0,-0.40,,6,4,8,-0.24,,,,,,,,,,,,,,,,21,18,24,-0.05,41,35,47,1.42,8.8,-0.20,30,25,35,0.74,75,-0.81,23,22,25,-0.09,3,5,60,38,75,0.83,,,0.00,14,8,22,-0.65,,,,,,,,,,,,,,,,517,10,8,11,0.09,2,29,3474:1,0.57,3,44,2267:1,0.22,2,29,3401:1,0.74,6049,0.97,12163,,,,5983,45,0.62,33,,,,46,25,1.24,7,,,,26,4546,5076,90,88,92,0.37,909,1438,63,55,71,0.59,114,3303,3.5,0.58,10,5,14,-0.64,64,,,,5,117068,26052,4.5,0.01,192,1437,13,8,19,-0.36,19,27.3,-1.11,6,86,-0.46,33,95,65,133,0.02,,,,,,,,,,,,,,,,5.9,1.28,No,-0.31,5,4,7,4,2,6,1,0,1,1,0,2,-1.12,76,72,81,-0.12,,,,,,,,,,,,,,,,3381,17,14,21,-0.43,
38069,North Dakota,Pierce,x,,,,,0.00,,,,,,,,,,,,,,,,,,,,,16,14,18,0.02,3.5,3.1,3.9,0.06,3.8,3.4,4.1,0.02,,12,9,16,3.00,,,,,,,,,,,,,,,,21,18,25,0.12,40,32,48,1.30,8.7,-0.09,26,19,34,-0.09,72,-0.67,23,22,25,0.03,3,6,50,28,67,0.38,6,146.4,-0.66,,,,0.00,,,,,,,,,,,,,,,,248,8,7,10,-0.46,3,74,1360:1,-0.05,4,101,994:1,-1.17,,,,0.00,8752,2.47,,,,,,53,-0.33,,,,,,28,1.01,,,,,,2775,2973,93,91,96,-0.92,613,868,71,56,85,-0.29,55,1706,3.2,0.38,14,8,19,0.02,35,,,,26,103788,16053,6.5,2.32,180,879,20,9,32,0.32,5,12.3,0.54,6,138,0.12,19,92,55,143,-0.08,,,,,,,,,,,,,,,,4.8,0.19,No,-0.31,17,11,23,15,9,21,0,0,1,2,0,4,1.95,89,84,93,1.94,,,,,,,,,,,,,,,,1951,15,10,20,-0.69,
38071,North Dakota,Ramsey,,143,7072,5246,8898,-0.42,,,,,,,,,,,,,,,,,,,,,16,14,18,-0.04,3.5,3.1,3.9,0.04,3.6,3.3,4.0,-0.27,,8,6,10,0.99,8,5,12,,,,,,,,,,8,6,10,20,17,23,-0.30,34,30,38,-0.17,8.9,-0.30,28,23,32,0.23,77,-0.91,24,23,25,0.30,3,10,30,13,48,-0.53,45,390.7,-0.09,34,27,42,0.47,106,74,146,,,,,,,,,,21,15,28,763,9,7,10,-0.38,11,96,1044:1,-0.36,10,87,1152:1,-0.83,49,425,235:1,-2.39,3610,-0.39,9411,,,,3291,63,-1.52,50,,,,65,51,-0.75,60,,,,51,7238,7875,92,89,95,-0.43,1960,2569,76,65,88,-0.96,163,5551,2.9,0.13,17,11,23,0.57,31,,,24,6,112860,22803,4.9,0.54,529,2690,20,11,28,0.24,17,14.8,0.26,17,143,0.17,43,75,54,100,-0.67,,,,,,,,,,,,,,,,5.1,0.49,No,-0.31,10,7,14,8,4,11,3,0,5,1,0,1,0.15,74,70,78,-0.50,,,,,,,,,,,,,,,,6151,11,7,14,-1.23,
38073,North Dakota,Ransom,,72,9227,5912,13729,0.14,,,,,,,,,,,,,,,,,,,,,15,13,17,-0.29,3.3,2.9,3.7,-0.29,3.7,3.3,4.1,-0.05,x,5,,,-1.25,,,,,,,,,,,,,,,,20,17,24,-0.16,33,26,39,-0.40,9.4,-0.83,24,18,30,-0.65,71,-0.63,24,23,26,0.65,1,4,25,2,54,-0.76,14,264.3,-0.38,9,4,16,-0.95,,,,,,,,,,,,,,,,303,7,6,9,-0.86,2,38,2619:1,0.44,4,77,1305:1,-0.58,3,57,1739:1,0.52,5028,0.40,,,,,,55,-0.57,,,,,,45,-0.29,,,,,,3475,3819,91,88,94,-0.12,636,1054,60,49,72,0.93,48,2789,1.7,-0.93,10,5,14,-0.64,,,,,,103827,29578,3.5,-1.15,188,1100,17,9,25,-0.01,18,34.4,-1.88,7,129,0.01,33,124,85,174,1.02,,,,,,,,,,,,,,,,5.4,0.79,No,-0.31,5,3,7,5,2,7,1,0,1,0,0,1,-1.10,77,73,82,0.08,,,,,,,,,,,,,,,,2773,19,15,23,-0.22,
38075,North Dakota,Renville,x,,,,,0.00,,,,,,,,,,,,,,,,,,,,,14,12,17,-0.41,3.2,2.9,3.6,-0.39,3.7,3.3,4.1,-0.10,,,,,0.00,,,,,,,,,,,,,,,,20,17,23,-0.29,30,22,38,-1.09,8.9,-0.30,29,21,36,0.43,50,0.35,25,23,26,0.70,1,2,50,10,77,0.38,,,0.00,,,,0.00,,,,,,,,,,,,,,,,135,7,6,8,-0.95,,,,0.00,1,43,2327:1,0.25,,,,0.00,2113,-1.22,,,,,,48,0.26,,,,,,49,-0.60,,,,,,1603,1682,95,93,97,-1.58,340,570,60,49,70,1.01,30,1203,2.5,-0.26,10,6,14,-0.60,,,,,,121736,40956,3.0,-1.78,62,606,10,0,20,-0.66,0,0.0,1.88,2,77,-0.55,10,81,39,150,-0.44,,,,,,,,,,,,,,,,4.4,-0.21,No,-0.31,10,5,14,6,1,11,2,0,3,4,0,8,0.06,77,72,82,0.07,,,,,,,,,,,,,,,,1175,39,31,47,2.14,
38077,North Dakota,Richland,,198,7843,6158,9529,-0.22,,,,,,,,,,,,,,,,,,,,,15,13,17,-0.31,3.4,3.1,3.8,-0.08,3.6,3.2,3.9,-0.41,,6,5,8,-0.14,,,,,,,,,,,,,,,,20,17,23,-0.42,37,33,41,0.56,9.0,-0.41,27,24,31,0.16,58,-0.02,22,21,23,-0.78,7,19,37,25,49,-0.22,62,379.2,-0.12,8,6,12,-0.97,,,,,,,,,,,,,,,,958,8,7,9,-0.74,8,49,2030:1,0.28,11,68,1471:1,-0.37,3,19,5392:1,0.83,5169,0.48,,,,,,55,-0.57,,,,,,59,-1.37,45,,,,60,9573,10551,91,89,92,-0.03,2459,3590,68,62,75,-0.03,200,8530,2.3,-0.39,14,10,17,0.00,82,,,31,7,112403,24793,4.5,0.06,586,3487,17,12,22,-0.03,34,20.9,-0.41,21,129,0.02,52,64,48,84,-1.04,,,,,,,,,,,,,,,,6.0,1.38,No,-0.31,9,7,11,7,5,9,1,0,2,2,1,3,-0.26,80,77,82,0.47,53,40,65,,,,,,,,,,80,76,83,8264,27,24,30,0.72,
38079,North Dakota,Rolette,,253,14034,11739,16329,1.39,,,,,,,,,,,,,,,,,,,,,29,25,32,3.00,5.3,4.9,5.8,2.94,5.0,4.5,5.4,2.98,,8,7,10,1.21,8,7,9,,,,,,,,,,10,6,14,33,29,37,3.00,46,40,51,2.52,7.3,1.39,33,28,38,1.35,64,-0.32,24,23,26,0.56,10,17,59,48,68,0.78,163,1121.7,1.59,57,49,65,1.82,,,,,,,,,,,,,,,,1987,16,14,18,2.55,9,63,1589:1,0.09,11,78,1289:1,-0.60,16,113,886:1,0.08,8617,2.39,10543,,,,7015,29,2.51,16,,,,52,37,0.32,30,,,,48,7267,8301,88,85,90,1.05,2252,3325,68,59,76,0.06,376,4568,8.2,3.00,30,20,40,2.71,38,,,,0,97881,13522,7.2,3.00,2162,4888,44,36,53,2.57,9,6.3,1.19,6,41,-0.95,76,105,83,132,0.38,,,,,,,,,,,,,,,,5.2,0.59,No,-0.31,14,12,17,9,7,12,6,4,8,1,0,2,1.23,84,80,88,1.15,86,80,91,,,,,,,,,,80,74,87,5214,11,8,13,-1.21,
38081,North Dakota,Sargent,x,,,,,0.00,,,,,,,,,,,,,,,,,,,,,14,12,16,-0.50,3.2,2.8,3.5,-0.47,3.5,3.2,3.8,-0.64,x,5,,,-0.88,,,,,,,,,,,,,,,,19,17,22,-0.43,34,27,42,-0.08,9.6,-1.04,31,24,38,0.95,62,-0.21,26,25,27,1.51,4,5,80,67,88,1.74,,,0.00,,,,0.00,,,,,,,,,,,,,,,,235,8,7,9,-0.66,,,,0.00,0,0,3898:0,1.32,,,,0.00,4516,0.12,,,,,,56,-0.69,,,,,,48,-0.52,,,,,,2586,2814,92,90,94,-0.42,573,869,66,58,74,0.27,47,2634,1.8,-0.87,10,5,14,-0.59,,,,9,2,106720,35375,3.0,-1.73,147,764,19,11,28,0.20,7,18.1,-0.10,4,91,-0.41,13,67,36,115,-0.93,,,,,,,,,,,,,,,,5.3,0.69,No,-0.31,7,4,10,5,2,7,2,0,3,1,0,1,-0.72,75,72,78,-0.38,,,,,,,,,,,,,,,,2030,20,15,24,-0.14,
38083,North Dakota,Sheridan,,,,,,,,,,,,,,,,,,,,,,,,,,,18,16,21,,3.9,3.5,4.3,,4.1,3.7,4.5,,,,,,,,,,,,,,,,,,,,,,24,20,27,,35,26,45,,7.1,,40,31,49,,47,,23,21,24,,1,2,50,10,77,,,,,,,,,,,,,,,,,,,,,,,,122,13,11,16,,0,0,1349:0,,0,0,1315:0,,,,,,3337,,,,,,,54,,,,,,,33,,,,,,,953,1089,88,84,91,,136,234,58,44,72,,29,671,4.3,,24,13,34,,,,,,,94313,25077,3.8,,32,231,14,2,26,,4,29.7,,2,116,,,,,,,,,,,,,,,,,,,,,,4.3,,No,,7,3,12,8,2,14,1,0,4,1,0,4,,65,59,71,,,,,,,,,,,,,,,,,553,29,19,40,,
38085,North Dakota,Sioux,,95,19926,15379,25397,2.93,,,,,,,,,,,,,,,,,,,,,34,30,37,3.00,6.4,5.9,6.9,3.00,5.7,5.2,6.1,3.00,,9,6,11,1.40,,,,,,,,,,,,,,,,36,32,40,3.00,36,26,48,0.40,5.3,3.00,35,25,45,1.78,23,1.59,19,17,20,-3.00,5,11,45,30,59,0.17,102,2330.9,3.00,58,46,73,1.89,,,,,,,,,,,,,,,,588,15,13,18,2.21,,,,0.00,2,47,2115:1,0.15,4,95,1058:1,0.23,6953,1.47,,,,,,19,3.00,10,,,,43,27,1.09,19,,,,44,1968,2352,84,81,86,2.37,496,1055,47,40,54,2.51,48,1233,3.9,0.96,35,21,50,3.00,53,,,25,14,80929,11889,6.8,2.73,922,1567,59,49,68,3.00,0,0.0,1.88,1,11,-1.28,44,202,147,271,3.00,,,,,,,,,,,,,,,,4.3,-0.31,No,-0.31,26,21,31,13,9,18,14,10,17,2,1,4,3.00,69,64,74,-1.29,75,71,80,,,,,,,,,,66,47,86,1231,24,18,30,0.34,
38087,North Dakota,Slope,,,,,,,,,,,,,,,,,,,,,,,,,,,14,12,16,,3.0,2.7,3.4,,3.4,3.0,3.9,,,,,,,,,,,,,,,,,,,,,,19,15,22,,28,18,40,,7.4,,21,12,31,,64,,25,23,26,,2,3,67,39,82,,,,,,,,,,,,,,,,,,,,,,,,73,12,10,15,,0,0,763:0,,0,0,750:0,,0,0,750:0,,,,,,,,,31,,,,,,,24,,,,,,,490,544,90,87,94,,99,138,72,52,91,,9,393,2.3,,19,11,27,,,,,,,104938,28500,3.7,,13,148,9,0,19,,0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,3.8,,No,,3,0,9,5,0,16,0,0,7,0,0,5,,61,43,80,,,,,,,,,,,,,,,,,316,37,23,51,,
