,,,Life expectancy,,,,,,,,,,,,,,,,,,Premature age-adjusted mortality,,,,,,,,,,,,,,,,,,,Child mortality,,,,,,,,,,,,,,,,,,,Infant mortality,,,,,,,,,,,,,,,,,,,Frequent physical distress,,,Frequent mental distress,,,Diabetes prevalence,,,HIV prevalence,,Food insecurity,,Limited access to healthy foods,,Drug overdose deaths,,,,,,,,,,,,,,,,,,,Motor vehicle crash deaths,,,,,,,,,,,,,,,,,,,Insufficient sleep,,,Uninsured adults,,,,Uninsured children,,,,Other primary care providers,,High school graduation,,Disconnected youth,,,Reading scores,,,,,Math scores,,,,,Median household income,,,,,,,,,,,,,,,,,,Children eligible for free or reduced price lunch,Residential segregation - Black/White,Residential segregation - non-White/White,Homicides,,,,,,,,,,,,,,,,,,Suicides,,,,,,,,,,,,,,,,,,,,Firearm fatalities,,,,,,,,,,,,,,,,,,,Juvenile arrests,,,,Traffic volume,Homeownership,,,,Severe housing cost burden,,,,Broadband access,,,,Population,% below 18 years of age,% 65 and older,% Non-Hispanic Black,,% American Indian & Alaska Native,,% Asian,,% Native Hawaiian/Other Pacific Islander,,% Hispanic,,% Non-Hispanic White,,% not proficient in English,,,,% Females,% Rural,,
46039,South Dakota,Deuel,81.8,79.8,83.9,,,,,,,,,,,,,,,,46,235,169,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,11,11,9,12,11,7,16,,,420,10,1163,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,27,31,282,12,10,14,80,7,5,10,46,2176:1,,,,,,3.4,,,,,3.0,,,,,65217,59130,71304,,,,,,,,,,73207,24809,121605,65198,57362,73034,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,500,0,1,1421,79,72,86,101,6,3,9,76,1373,72,80,4351,23.1,22.0,34,0.8,30,0.7,9,0.2,0,0.0,170,3.9,4061,93.3,43,1,0,3,48.0,4364,100.0,
46041,South Dakota,Dewey,68.1,65.1,71.1,,,,,,,,,,,,,,,,121,822,672,972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,16,20,16,15,18,19,16,22,,,1100,19,1048,20,,,,,,,,,,,,,,,,,,,,25,62,40,92,,,,,,,,,,,,,,,,37,35,38,805,26,22,30,166,8,5,10,238,421:1,116,65,19,9,29,3.6,,,,,3.3,,,,,47640,44555,50725,41094,36864,45324,,,,,,,,,,63203,47776,78630,50,,44,,,,,,,,,,,,,,,,,,,14,51,28,85,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,800,0,10,1008,61,57,65,110,7,3,11,58,964,55,62,5892,37.9,9.9,33,0.6,4368,74.1,13,0.2,1,0.0,292,5.0,1158,19.7,2,0,,,50.5,3397,64.1,
46043,South Dakota,Douglas,81.3,78.2,84.5,,,,,,,,,,,,,,,,23,201,121,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,11,11,10,12,12,7,20,,,250,9,895,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,28,31,238,16,14,19,85,11,7,15,205,487:1,,,,,,,,,,,,,,,,56030,48378,63682,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,300,0,15,974,80,77,83,84,7,3,11,72,882,68,76,2921,26.1,24.0,13,0.4,76,2.6,3,0.1,0,0.0,59,2.0,2737,93.7,0,0,0,2,50.1,3002,100.0,
46045,South Dakota,Edmunds,82.5,80.1,84.9,,,,,,,,,,,,,,,,40,242,170,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,10,11,9,12,9,6,15,,,280,7,739,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,28,31,248,12,10,14,78,8,5,11,104,957:1,,,,,,3.4,,,,,3.3,,,,,59905,52461,67349,,,,,,,,,,23750,1840,45660,71507,60602,82412,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,400,15,24,1266,82,81,83,62,4,1,7,76,1166,70,81,3829,23.1,22.0,12,0.3,43,1.1,28,0.7,0,0.0,85,2.2,3640,95.1,5,0,0,1,50.0,4071,100.0,
46047,South Dakota,Fall River,75.8,73.4,78.1,,,,,,,,,,,,,,,,153,438,354,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,12,11,10,13,14,10,20,,,840,12,955,13,,,,,,,,,,,,,,,,,,,,10,21,10,39,,,,,,,,,,,,,,,,31,30,33,454,13,11,15,67,6,4,8,313,320:1,92,84,,,,2.9,,,,,3.1,,,,,49965,42916,57014,,,,,,,,,,51991,20083,83899,51189,42187,60191,47,,19,,,,,,,,,,,,,,,,,,,10,19,8,40,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,600,33,81,2331,78,73,83,312,11,5,16,81,2419,76,86,6713,16.8,29.9,75,1.1,458,6.8,110,1.6,6,0.1,258,3.8,5654,84.2,81,1,0,3,49.5,3544,50.0,
46049,South Dakota,Faulk,81.7,78.6,84.9,,,,,,,,,,,,,,,,21,251,146,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,11,11,9,12,9,4,16,,,240,10,515,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,28,32,155,13,11,15,43,7,5,10,174,575:1,,,,,,4.0,,,,,3.5,,,,,49198,42117,56279,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,200,0,10,719,80,76,85,48,6,1,11,72,646,68,77,2299,25.7,23.6,17,0.7,14,0.6,9,0.4,0,0.0,23,1.0,2233,97.1,0,0,0,2,49.9,2364,100.0,
46051,South Dakota,Grant,79.3,77.4,81.2,,,,,,,,,,,,,,,,75,258,199,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,11,11,10,12,8,4,12,,,610,8,335,5,,,,,,,,,,,,,,,,,,,,12,24,12,42,,,,,,,,,,,,,,,,30,28,31,530,13,11,15,117,7,5,9,57,1763:1,91,93,,,,3.0,,,,,2.9,,,,,60057,51980,68134,,,,,,,,,,42005,16826,67184,59670,50811,68529,29,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,700,13,60,2612,81,78,84,264,9,4,13,80,2589,76,85,7052,22.5,21.4,33,0.5,97,1.4,26,0.4,5,0.1,353,5.0,6495,92.1,56,1,0,2,47.6,4073,55.4,
46053,South Dakota,Gregory,79.1,76.3,81.9,,,,,,,,,,,,,,,,55,335,243,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,12,12,11,13,9,5,15,,,470,11,540,13,,,,,,,,,,,,,,,,,,,,12,41,21,71,,,,,,,,,,,,,,,,31,29,32,407,19,16,22,98,10,7,13,215,465:1,,,,,,3.2,,,,,3.1,,,,,42868,37297,48439,17222,7202,27242,,,,,,,,,,46379,41247,51511,46,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-4,500,,8,1318,72,69,74,157,9,6,13,71,1305,67,75,4185,23.8,25.8,17,0.4,316,7.6,21,0.5,4,0.1,71,1.7,3669,87.7,0,0,,,48.5,4271,100.0,
46055,South Dakota,Haakon,77.4,72.7,82.1,,,,,,,,,,,,,,,,27,363,225,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,13,12,11,14,10,6,14,,,230,11,330,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,30,33,119,12,10,14,41,9,6,12,0,1899:0,,,,,,3.2,,,,,3.2,,,,,50747,43297,58197,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,200,0,14,634,77,71,83,45,6,0,13,64,524,56,72,1899,23.3,25.3,4,0.2,52,2.7,5,0.3,2,0.1,33,1.7,1739,91.6,0,0,0,3,50.3,1937,100.0,
46057,South Dakota,Hamlin,78.3,76.2,80.4,,,,,,,,,,,,,,,,69,330,254,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,11,10,9,12,11,7,15,,,440,7,1960,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,29,32,384,12,10,14,123,6,4,8,32,3082:1,,,,,,3.3,,,,,3.1,,,,,60864,54059,67669,,,,,,,,,,66250,34267,98233,67622,62723,72521,38,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,900,9,1,1817,81,78,83,134,6,3,10,75,1693,70,80,6164,32.6,15.5,32,0.5,62,1.0,24,0.4,1,0.0,276,4.5,5727,92.9,77,1,0,3,48.8,5903,100.0,
46059,South Dakota,Hand,83.3,80.4,86.2,,,,,,,,,,,,,,,,28,201,130,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,11,11,9,12,8,4,15,,,310,10,438,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,28,31,206,12,10,14,73,10,7,13,188,532:1,,,,,,3.0,,,,,3.0,,,,,56239,48165,64313,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-4,300,,56,1030,68,65,71,92,7,3,11,79,1189,74,83,3191,21.6,25.7,5,0.2,17,0.5,13,0.4,1,0.0,43,1.3,3082,96.6,0,0,0,2,50.2,3431,100.0,
46061,South Dakota,Hanson,77.9,75.2,80.6,,,,,,,,,,,,,,,,30,249,164,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,10,10,9,12,6,3,12,,,290,9,199,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,27,30,232,13,11,15,77,7,5,9,0,3453:0,,,,,,3.8,,,,,3.7,,,,,78478,72568,84388,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-4,500,,4,919,88,86,90,70,7,2,11,87,905,84,89,3453,30.2,15.5,21,0.6,26,0.8,16,0.5,1,0.0,51,1.5,3292,95.3,2,0,,,49.8,3331,100.0,
46063,South Dakota,Harding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,11,11,9,12,7,3,17,,,110,8,418,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,28,31,98,13,11,15,20,7,5,9,154,649:1,,,,,,,,,,,,,,,,55482,48217,62747,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,0,11,357,67,60,74,22,5,0,15,89,471,84,93,1298,23.9,18.2,16,1.2,33,2.5,3,0.2,0,0.0,34,2.6,1191,91.8,7,1,0,4,47.0,1255,100.0,
46065,South Dakota,Hughes,78.6,77.2,80.0,71.6,65.2,78.1,,,,,,,,,,79.7,78.4,81.1,222,345,298,393,575,372,849,,,,,,,,,,316,268,364,12,71,37,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,11,10,9,12,12,8,17,10,69,1740,10,900,5,,,,,,,,,,,,,,,,,,,,15,12,7,20,,,,,,,,,,,,,,,,29,28,31,1219,12,10,14,235,5,4,7,160,626:1,198,83,,,,3.2,,,,,3.1,,,,,66952,57913,75991,23468,16973,29963,,,,,,,31738,30070,33406,69416,64806,74026,28,,16,,,,,,,,,,,,,,,,,,,15,16,9,27,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,1800,33,272,5129,69,66,71,652,9,6,12,81,6060,77,85,17526,24.2,18.0,118,0.7,2122,12.1,137,0.8,5,0.0,559,3.2,14301,81.6,89,1,0,1,50.7,4302,25.3,
46067,South Dakota,Hutchinson,79.0,76.9,81.0,,,,,,,,,,,,,,,,88,327,258,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,11,11,10,12,11,7,17,,,720,10,201,3,,,,,,,,,,,,,,,,,,,,12,24,12,41,,,,,,,,,,,,,,,,29,27,31,547,14,12,17,152,8,5,10,151,663:1,,,,,,3.3,,,,,3.5,,,,,59336,53344,65328,28000,6272,49728,,,,,,,41719,11151,72287,57813,53339,62287,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,700,16,10,2242,77,75,79,225,8,5,11,70,2043,68,73,7291,25.3,22.9,76,1.0,100,1.4,18,0.2,2,0.0,167,2.3,6879,94.3,42,1,0,2,50.7,7343,100.0,
46069,South Dakota,Hyde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,11,11,10,12,6,3,12,,,130,10,271,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,29,32,97,14,12,16,25,9,6,12,154,651:1,,,,,,,,,,,,,,,,63454,56982,69926,61964,22671,101257,,,,,,,,,,58269,47785,68753,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,0,2,448,75,67,83,50,9,1,16,81,484,73,89,1301,21.5,25.1,10,0.8,117,9.0,3,0.2,1,0.1,19,1.5,1128,86.7,0,0,0,4,48.1,1420,100.0,
46071,South Dakota,Jackson,73.3,69.3,77.3,,,,,,,,,,,,,,,,53,560,414,741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,18,21,17,16,18,16,12,20,5,203,740,23,1180,39,,,,,,,,,,,,,,,,,,,,18,78,46,123,,,,,,,,,,,,,,,,37,36,38,496,28,24,33,121,11,8,15,120,836:1,,,39,20,57,3.0,,,,,2.9,,,,,37879,32751,43007,23819,13146,34492,,,,,,,,,,38511,33491,43531,44,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,400,0,4,500,58,51,66,90,12,5,19,48,414,40,56,3344,34.8,13.5,29,0.9,1783,53.3,4,0.1,1,0.0,133,4.0,1314,39.3,7,0,0,2,49.9,3031,100.0,
46073,South Dakota,Jerauld,79.9,76.9,83.0,,,,,,,,,,,,,,,,29,311,199,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,11,11,10,12,17,9,30,,,190,9,645,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,28,31,134,13,11,16,52,11,7,14,149,671:1,,,,,,2.9,,,,,2.9,,,,,52162,44681,59643,,,,,,,,,,35000,31773,38227,50543,44734,56352,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,200,0,0,669,73,69,76,48,6,0,12,72,667,67,77,2013,23.5,27.2,3,0.1,16,0.8,5,0.2,3,0.1,94,4.7,1870,92.9,8,0,0,3,50.0,2071,100.0,
46075,South Dakota,Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,11,11,10,12,12,6,20,,,70,9,332,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,28,31,72,14,12,17,20,10,6,13,221,452:1,,,,,,,,,,,,,,,,52650,45638,59662,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,0,45,306,75,68,82,24,6,0,18,76,310,67,85,903,21.6,23.8,3,0.3,51,5.6,0,0.0,2,0.2,24,2.7,791,87.6,0,0,0,6,49.3,1006,100.0,
46077,South Dakota,Kingsbury,80.4,78.1,82.7,,,,,,,,,,,,,,,,71,327,249,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,11,11,9,12,13,8,19,,,440,9,736,14,,,,,,,,,,,,,,,,,,,,12,34,18,60,,,,,,,,,,,,,,,,30,28,31,295,11,9,13,85,7,5,10,182,549:1,,,,,,3.0,,,,,3.0,,,,,61992,55212,68772,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-4,500,,31,1812,80,76,83,201,9,6,13,76,1724,73,78,4939,23.5,23.5,24,0.5,58,1.2,35,0.7,1,0.0,125,2.5,4651,94.2,2,0,0,1,48.8,5148,100.0,
46079,South Dakota,Lake,81.3,79.8,82.8,,,,,,,,,,,,,,,,117,205,162,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,11,10,9,12,8,5,12,5,45,1240,10,205,2,,,,,,,,,,,,,,,,,,,,11,12,6,22,,,,,,,,,,,,,,,,30,28,32,716,10,8,12,135,5,3,7,47,2133:1,206,64,,,,3.3,,,,,3.3,,,,,63946,55399,72493,,,,,,,,,,48621,24516,72726,63146,56553,69739,26,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1200,12,124,3504,75,70,79,344,8,4,11,85,4015,82,89,12797,20.1,23.7,144,1.1,175,1.4,114,0.9,16,0.1,349,2.7,11847,92.6,135,1,0,3,47.9,5026,44.9,
46081,South Dakota,Lawrence,79.7,78.3,81.0,,,,,,,,,,,,,,,,294,305,266,343,,,,,,,,,,,,,,,,19,104,62,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,11,10,9,12,9,8,11,13,58,2700,11,1383,6,,,,,,,,,,,,,,,,,,,,26,15,10,22,,,,,,,,,,,,,,,,30,28,31,1881,13,11,15,234,5,3,6,128,783:1,259,82,,,,3.2,,,,,3.2,,,,,53902,48521,59283,,,,22480,8836,36124,,,,42852,14094,71610,55014,50692,59336,31,,27,,,,,,,,,,,,,,,,,,,31,23,15,33,24,,,,,,,,,,,,,,,,22,17,11,26,,,,,,,,,,,,,,,,,51,2200,23,145,7147,65,61,68,1437,13,10,16,85,9397,83,87,25844,17.5,22.9,190,0.7,604,2.3,321,1.2,18,0.1,900,3.5,23410,90.6,117,0,0,1,49.9,8888,36.9,
46083,South Dakota,Lincoln,84.3,83.3,85.2,,,,,,,,,,,,,,,,375,204,183,225,,,,,,,,,,,,,,,,32,49,34,70,,,,,,,,,,,,,,,,28,5,3,7,,,,,,,,,,,,,,,,8,7,9,9,8,10,9,8,11,19,41,3190,6,613,1,11,6,3,11,,,,,,,,,,,,,,,,27,7,5,10,,,,,,,,,,,,,,,,27,26,29,2762,8,7,9,615,4,3,4,152,657:1,440,90,,,,3.4,,,,,3.3,,,,,86235,77412,95058,88681,11213,166149,,,,43698,3638,83758,81667,10324,153010,82816,78929,86703,16,70,23,,,,,,,,,,,,,,,,,,,28,11,7,15,10,,,,,,,,,,,,,,,,28,10,7,14,,,,,,,,,,,,,,,,,70,7300,10,123,15153,77,75,79,1277,7,5,8,91,17966,89,93,61128,27.7,13.4,1052,1.7,451,0.7,907,1.5,36,0.1,1476,2.4,56371,92.2,311,1,0,1,50.5,13119,29.3,
46085,South Dakota,Lyman,75.4,71.8,79.0,,,,,,,,,,,,,,,,59,503,375,659,952,647,1351,,,,,,,,,,321,201,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13,15,14,13,15,14,8,23,,,520,13,1384,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,32,35,422,20,17,24,104,9,7,12,106,945:1,,,,,,2.9,,,,,3.0,,,,,47813,43948,51678,33281,26027,40535,,,,,,,43958,42728,45188,61250,54449,68051,51,,92,,,,,,,,,,,,,,,,,,,12,76,40,134,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,500,12,29,939,67,64,71,91,7,3,11,73,1017,67,78,3781,29.4,16.2,21,0.6,1528,40.4,14,0.4,2,0.1,97,2.6,2068,54.7,8,0,,,48.2,3755,100.0,
46087,South Dakota,McCook,76.7,74.5,79.0,,,,,,,,,,,,,,,,83,426,335,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,11,11,10,12,12,6,20,,,480,9,585,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,28,31,416,14,12,16,117,7,5,10,36,2793:1,,,,,,3.5,,,,,3.3,,,,,62535,56687,68383,65521,37849,93193,,,,,,,34375,16286,52464,62733,58465,67001,26,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,700,9,11,1692,76,67,84,144,7,4,10,81,1795,78,83,5586,27.8,18.9,37,0.7,82,1.5,13,0.2,5,0.1,238,4.3,5190,92.9,36,1,0,2,50.1,5618,100.0,
46089,South Dakota,McPherson,80.4,76.1,84.7,,,,,,,,,,,,,,,,26,306,189,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,12,12,11,13,15,9,25,,,300,13,658,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,29,32,156,14,11,16,55,9,6,12,84,1190:1,,,,,,3.1,,,,,3.1,,,,,43243,37214,49272,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-4,300,,0,794,77,72,82,64,7,1,12,65,670,58,72,2379,24.8,28.3,14,0.6,8,0.3,9,0.4,2,0.1,37,1.6,2283,96.0,3,0,0,2,50.0,2459,100.0,
46091,South Dakota,Marshall,84.8,82.2,87.4,,,,,,,,,,,,,,,,33,158,106,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,11,10,9,11,13,7,22,,,430,9,895,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,29,32,526,18,15,21,124,10,7,13,61,1645:1,,,,,,3.4,,,,,3.0,,,,,59103,51426,66780,30750,6313,55187,,,,,,,44375,17674,71076,65588,58760,72416,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-4,400,,0,1382,74,70,77,111,6,3,10,74,1385,70,78,4935,24.0,21.2,25,0.5,469,9.5,10,0.2,0,0.0,397,8.0,4102,83.1,52,1,,,46.7,4656,100.0,
46093,South Dakota,Meade,78.8,77.7,80.0,,,,,,,,,,,,,,,,332,335,298,373,869,523,1357,,,,,,,,,,324,286,363,17,66,38,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,11,10,9,11,8,7,10,37,157,2410,9,2362,9,,,,,,,,,,,,,,,,,,,,24,12,8,18,,,,,,,,,,,,,,,,32,31,34,1888,11,9,13,337,5,3,7,95,1049:1,164,83,,,,3.1,,,,,3.0,,,,,59981,52497,67465,36098,13133,59063,18617,17393,19841,,,,63482,37553,89411,62628,56629,68627,31,48,26,,,,,,,,,,,,,,,,,,,27,18,12,27,19,,,,,,,,,,,,,,,,20,14,9,22,,,,,,,,,,,,,,,,,79,3000,26,218,8199,74,72,77,780,7,5,10,83,9104,80,85,28332,22.4,16.0,533,1.9,897,3.2,292,1.0,26,0.1,1233,4.4,24717,87.2,39,0,0,1,48.0,9664,38.0,
46095,South Dakota,Mellette,67.0,62.5,71.5,,,,,,,,,,,,,,,,56,856,631,1135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,18,21,18,16,19,13,10,18,,,460,22,1152,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,34,36,277,26,21,30,50,8,5,11,49,2061:1,,,,,,2.3,,,,,2.5,,,,,36489,31248,41730,12989,8771,17207,,,,,,,,,,48125,34998,61252,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-4,300,,18,459,69,63,76,80,14,5,22,44,291,37,51,2061,30.8,14.8,10,0.5,1137,55.2,5,0.2,0,0.0,72,3.5,755,36.6,5,0,0,3,48.7,2048,100.0,
46097,South Dakota,Miner,77.5,74.0,81.1,,,,,,,,,,,,,,,,32,384,253,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,11,11,10,12,9,5,18,,,200,9,237,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,28,32,143,12,10,14,43,8,5,10,135,739:1,,,,,,3.4,,,,,3.2,,,,,52230,44726,59734,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-4,300,,0,727,77,72,81,67,8,2,14,76,720,73,79,2216,24.0,21.0,17,0.8,18,0.8,10,0.5,0,0.0,71,3.2,2079,93.8,5,0,0,2,48.1,2389,100.0,
46099,South Dakota,Minnehaha,78.6,78.1,79.0,62.4,60.0,64.7,79.1,75.9,82.2,75.4,71.8,79.0,82.0,76.3,87.6,79.0,78.5,79.4,1987,321,307,336,1210,952,1517,,,,438,332,566,182,114,275,308,293,323,123,64,52,75,,,,,,,95,58,147,,,,60,48,74,129,6,5,7,,,,,,,14,9,20,,,,6,4,7,9,8,11,10,9,11,9,7,10,266,170,17690,10,7665,5,71,12,10,16,,,,,,,,,,,,,,,,121,9,8,11,,,,,,,,,,,,,,,,30,29,32,13864,12,11,13,2390,5,4,6,229,437:1,2211,87,5,3,7,3.1,,2.4,2.6,3.3,3.1,2.9,2.3,2.4,3.3,63162,59011,67313,28868,19573,38163,66435,48277,84593,32572,22748,42396,51993,47966,56020,65166,63363,66969,38,54,43,3,2,5,,,,,,,14,7,25,,,,2,1,3,179,19,17,22,19,37,17,70,,,,,,,,,,19,16,22,98,10,8,13,,,,,,,19,9,33,,,,10,8,13,,899,20200,45,385,48546,63,62,64,7388,10,9,11,85,65567,84,86,193134,25.2,13.5,11670,6.0,5494,2.8,4105,2.1,215,0.1,9936,5.1,158275,82.0,3598,2,,,49.4,23109,13.6,
