,,,Life expectancy,,,,,,,,,,,,,,,,,,Premature age-adjusted mortality,,,,,,,,,,,,,,,,,,,Child mortality,,,,,,,,,,,,,,,,,,,Infant mortality,,,,,,,,,,,,,,,,,,,Frequent physical distress,,,Frequent mental distress,,,Diabetes prevalence,,,HIV prevalence,,Food insecurity,,Limited access to healthy foods,,Drug overdose deaths,,,,,,,,,,,,,,,,,,,Motor vehicle crash deaths,,,,,,,,,,,,,,,,,,,Insufficient sleep,,,Uninsured adults,,,,Uninsured children,,,,Other primary care providers,,High school graduation,,Disconnected youth,,,Reading scores,,,,,Math scores,,,,,Median household income,,,,,,,,,,,,,,,,,,Children eligible for free or reduced price lunch,Residential segregation - Black/White,Residential segregation - non-White/White,Homicides,,,,,,,,,,,,,,,,,,Suicides,,,,,,,,,,,,,,,,,,,,Firearm fatalities,,,,,,,,,,,,,,,,,,,Juvenile arrests,,,,Traffic volume,Homeownership,,,,Severe housing cost burden,,,,Broadband access,,,,Population,% below 18 years of age,% 65 and older,% Non-Hispanic Black,,% American Indian & Alaska Native,,% Asian,,% Native Hawaiian/Other Pacific Islander,,% Hispanic,,% Non-Hispanic White,,% not proficient in English,,,,% Females,% Rural,,
27017,Minnesota,Carlton,78.9,78.1,79.7,70.1,66.6,73.6,,,,,,,,,,79.4,78.6,80.3,426,318,286,349,775,570,1031,,,,,,,,,,296,265,328,12,37,19,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,13,13,11,14,11,9,14,15,50,3290,9,2638,7,14,13,7,22,,,,,,,,,,,,,,,,28,11,7,16,,,,,,,,,,,,,,,,32,30,33,1174,6,5,7,252,3,2,4,78,1281:1,455,88,7,3,10,3.4,,,,,3.5,,,,,65749,58931,72567,36875,28340,45410,,,,,,,51429,27201,75657,65169,62137,68201,33,,50,,,,,,,,,,,,,,,,,,,24,13,8,20,13,,,,,,,,,,,,,,,,15,8,5,14,,,,,,,,,,,,,,,,,92,3900,24,71,10865,80,79,81,1180,9,7,10,77,10444,75,78,35871,22.3,17.5,604,1.7,2159,6.0,201,0.6,7,0.0,653,1.8,31533,87.9,30,0,0,0,47.8,19521,55.2,
27019,Minnesota,Carver,83.3,82.7,83.9,,,,89.0,81.2,96.8,92.2,59.8,124.7,86.1,78.1,94.1,83.2,82.6,83.8,602,180,166,195,,,,,,,,,,,,,,,,31,28,19,40,,,,,,,,,,,,,,,,31,4,3,5,,,,,,,,,,,,,,,,8,7,9,9,8,11,8,7,10,62,74,4330,4,2287,3,20,6,4,10,,,,,,,,,,,,,,,,35,5,3,7,,,,,,,,,,,,,,,,27,25,28,2106,3,3,4,682,2,2,3,55,1812:1,1310,96,3,1,5,3.3,3.6,2.6,2.7,3.4,3.5,3.7,2.4,2.6,3.6,101891,98566,105216,62682,42614,82750,128250,92722,163778,78477,34494,122460,57060,22908,91212,102776,99920,105632,15,53,29,,,,,,,,,,,,,,,,,,,59,11,9,15,12,,,,,,,,,,,,,,,,31,6,4,9,,,,,,,,,,,,,,,,,179,13200,14,160,30105,82,81,83,2869,8,7,9,91,33275,90,91,105089,26.4,12.6,2208,2.1,324,0.3,3521,3.4,48,0.0,4573,4.4,92808,88.3,575,1,0,1,50.3,17141,18.8,
27021,Minnesota,Cass,77.6,76.3,78.9,59.3,55.6,63.0,,,,,,,,,,80.7,79.5,81.9,497,424,381,467,1463,1203,1724,,,,,,,,,,313,274,352,23,92,59,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,13,14,12,15,11,9,14,19,76,3220,11,1454,5,24,27,17,40,117,62,201,,,,,,,,,,15,7,26,34,17,12,23,40,19,73,,,,,,,,,,14,9,21,31,29,32,1624,10,9,12,450,7,5,9,54,1861:1,340,70,9,6,11,2.9,,,,,3.0,,,,,54267,50708,57826,30694,27534,33854,71111,61660,80562,,,,65000,31096,98904,55092,53118,57066,58,,65,,,,,,,,,,,,,,,,,,,33,24,16,35,23,60,29,110,,,,,,,,,,18,10,29,22,15,9,23,,,,,,,,,,,,,,,,,146,2900,50,26,10728,81,80,83,1390,11,10,12,77,10192,75,80,29779,20.8,26.5,123,0.4,3691,12.4,129,0.4,5,0.0,685,2.3,24724,83.0,41,0,0,0,48.9,28567,100.0,
27023,Minnesota,Chippewa,78.9,77.5,80.3,,,,,,,,,,,,,,,,145,326,269,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,13,13,12,14,16,11,21,6,61,1070,9,265,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,30,33,477,7,6,9,114,4,3,5,76,1311:1,251,78,,,,3.1,,,2.8,3.2,3.2,,,2.9,3.3,54984,48677,61291,,,,24167,11146,37188,,,,31875,23467,40283,58781,52000,65562,42,,27,,,,,,,,,,,,,,,,,,,10,21,10,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,1200,36,70,3475,67,62,71,441,9,6,11,74,3880,70,79,11800,24.1,21.8,95,0.8,172,1.5,125,1.1,168,1.4,954,8.1,10148,86.0,212,2,1,3,49.9,6263,50.3,
27025,Minnesota,Chisago,80.2,79.5,80.9,,,,,,,,,,,,,,,,552,263,240,286,,,,,,,,,,,,,,,,16,31,18,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,11,12,11,13,9,7,11,20,43,3470,6,1244,2,16,10,5,15,,,,,,,,,,,,,,,,42,11,8,15,,,,,,,,,,,,,,,,31,30,33,1475,4,4,5,368,3,2,4,53,1886:1,652,85,,,,3.1,,,,,3.3,,,,,84811,78858,90764,105208,43559,166857,129318,124428,134208,,,,109429,82425,136433,82950,80192,85708,24,,24,,,,,,,,,,,,,,,,,,,39,14,10,19,14,,,,,,,,,,,,,,,,19,7,4,11,,,,,,,,,,,,,,,,,134,6000,22,114,17480,86,85,88,1635,8,7,10,86,17407,85,87,56579,22.7,15.8,753,1.3,427,0.8,775,1.4,24,0.0,1349,2.4,52500,92.8,59,0,0,0,48.5,29955,55.6,
27027,Minnesota,Clay,80.2,79.6,80.9,,,,,,,82.0,65.5,98.4,84.2,65.8,102.6,80.5,79.8,81.2,541,287,262,312,,,,,,,,,,,,,,,,21,34,21,52,,,,,,,,,,,,,,,,25,4,3,6,,,,,,,,,,,,,,,,10,9,11,12,11,13,8,6,9,40,77,4890,8,1330,2,14,7,4,12,,,,,,,,,,,,,,,,22,5,3,8,,,,,,,,,,,,,,,,30,29,32,1958,5,4,6,460,3,2,4,39,2569:1,688,83,,,,3.0,,2.6,2.5,3.2,3.3,,2.3,2.6,3.5,64874,59073,70675,14527,8658,20396,56324,10145,102503,59113,8366,109860,36886,31147,42625,68491,64728,72254,34,43,35,,,,,,,,,,,,,,,,,,,41,12,9,17,13,,,,,,,,,,,,,,,,19,6,4,9,,,,,,,,,,,,,,,,,149,6600,23,257,16444,67,67,68,3071,13,11,15,81,19664,79,82,64222,24.8,13.4,2740,4.3,1128,1.8,928,1.4,50,0.1,2992,4.7,55209,86.0,290,0,0,1,50.4,16472,27.9,
27029,Minnesota,Clearwater,77.2,75.1,79.3,,,,,,,,,,,,,,,,131,407,332,482,941,575,1453,,,,,,,,,,356,283,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,12,15,14,13,16,11,8,16,,,1220,14,1330,15,,,,,,,,,,,,,,,,,,,,12,19,10,34,,,,,,,,,,,,,,,,32,31,34,439,9,8,11,129,6,4,8,91,1102:1,101,92,,,,2.9,,,,,3.1,,,,,54896,48367,61425,28750,15229,42271,,,,,,,,,,51630,48239,55021,49,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,1000,49,32,2769,81,80,83,389,12,10,14,77,2615,75,79,8818,24.7,20.5,65,0.7,834,9.5,28,0.3,2,0.0,215,2.4,7420,84.1,29,0,0,1,49.1,8695,100.0,
27031,Minnesota,Cook,82.7,80.4,85.0,,,,,,,,,,,,,,,,64,229,167,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,11,11,10,13,11,7,16,,,530,10,508,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,28,31,268,9,7,11,46,5,4,7,18,5463:1,,,,,,3.2,,,,,3.2,,,,,58664,51017,66311,44028,32505,55551,,,,,,,50781,14307,87255,59398,52593,66203,39,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,400,28,42,2069,77,70,84,317,12,8,17,81,2186,77,86,5463,15.1,29.3,64,1.2,469,8.6,52,1.0,2,0.0,130,2.4,4619,84.6,28,1,0,2,50.1,5176,100.0,
27033,Minnesota,Cottonwood,80.1,78.5,81.7,,,,,,,,,,,,,,,,122,291,235,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,12,12,11,14,13,9,19,9,97,1090,10,1674,14,,,,,,,,,,,,,,,,,,,,19,24,14,37,,,,,,,,,,,,,,,,32,30,33,457,8,6,9,123,4,3,6,89,1120:1,,,,,,3.3,,,2.9,3.5,3.5,,,2.9,3.7,53725,46986,60464,,,,25602,17761,33443,,,,38140,31060,45220,55302,49026,61578,48,24,30,,,,,,,,,,,,,,,,,,,10,21,10,41,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,1200,48,53,3784,78,76,80,303,7,5,8,76,3680,73,79,11196,24.6,23.1,134,1.2,97,0.9,464,4.1,40,0.4,935,8.4,9481,84.7,239,2,1,3,49.9,7278,62.3,
27035,Minnesota,Crow Wing,79.9,79.2,80.6,,,,,,,,,,,,,,,,791,301,278,324,,,,,,,,,,,,,,,,15,27,15,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,12,12,11,14,9,8,11,14,26,5980,9,1366,2,18,9,5,15,,,,,,,,,,,,,,,,60,13,10,17,,,,,,,,,,,,,,,,30,29,32,2323,6,5,7,523,4,3,5,117,856:1,693,86,6,2,9,3.3,,,,,3.4,,,,,60384,57085,63683,50667,42480,58854,,,,35500,13101,57899,70938,36755,105121,56760,55290,58230,38,60,35,,,,,,,,,,,,,,,,,,,67,22,17,28,21,,,,,,,,,,,,,,,,42,13,9,18,,,,,,,,,,,,,,,,,223,6500,34,93,20528,77,75,78,2735,10,9,12,83,22266,81,85,65055,21.3,23.0,520,0.8,660,1.0,315,0.5,23,0.0,1001,1.5,61633,94.7,85,0,0,0,50.3,39210,62.7,
27037,Minnesota,Dakota,82.3,82.0,82.6,82.4,71.8,93.0,86.1,83.7,88.5,80.3,78.4,82.3,87.9,84.7,91.2,82.3,82.0,82.6,3240,221,213,228,,,,147,117,183,278,235,321,171,135,207,222,214,231,144,35,29,40,,,,43,21,77,68,46,96,54,35,80,24,19,30,154,4,4,5,,,,,,,12,8,16,6,4,9,3,2,4,9,8,10,10,9,12,8,7,9,451,128,24770,6,20419,5,115,9,7,11,,,,,,,10,5,19,,,,10,8,12,144,5,4,6,,,,7,4,13,,,,,,,5,4,6,29,28,31,11879,5,4,5,3058,3,2,4,54,1841:1,5928,87,3,2,4,3.3,3.5,2.8,2.7,3.5,3.4,3.8,2.8,2.7,3.7,89075,85155,92995,76875,27783,125967,101651,91824,111478,53837,48323,59351,57216,51148,63284,90174,88798,91550,27,48,32,2,1,2,,,,,,,8,5,13,,,,1,1,2,266,13,11,14,13,,,,,,,9,5,14,,,,14,12,16,146,7,6,8,,,,,,,11,7,18,,,,7,6,9,,1055,47200,22,360,119521,74,73,75,14716,9,9,10,89,144371,89,90,429021,24.3,14.7,30807,7.2,2662,0.6,22393,5.2,409,0.1,32425,7.6,330869,77.1,7104,2,2,2,50.6,19652,4.9,
27039,Minnesota,Dodge,80.0,78.8,81.3,,,,,,,,,,,,,,,,190,276,236,316,,,,,,,,,,,,,,,,11,51,25,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,11,11,10,13,10,7,13,5,29,1130,6,241,1,,,,,,,,,,,,,,,,,,,,17,12,7,19,,,,,,,,,,,,,,,,29,28,31,572,5,4,5,165,3,2,4,,,262,96,,,,3.2,,,,,3.3,,,,,86436,81245,91627,,,,,,,,,,59429,51375,67483,76194,72815,79573,24,,32,,,,,,,,,,,,,,,,,,,18,17,10,28,17,,,,,,,,,,,,,,,,11,11,5,19,,,,,,,,,,,,,,,,,47,2600,18,58,6510,84,82,86,433,6,4,7,87,6729,85,89,20934,25.6,15.2,129,0.6,88,0.4,167,0.8,6,0.0,1026,4.9,19240,91.9,117,1,0,1,50.0,10398,51.8,
27041,Minnesota,Douglas,80.3,79.4,81.1,,,,,,,,,,,,,,,,429,282,253,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,11,12,11,13,10,8,12,12,37,2890,8,2390,7,,,,,,,,,,,,,,,,,,,,32,12,8,17,,,,,,,,,,,,,,,,29,27,30,957,5,4,5,241,3,2,4,94,1059:1,437,84,,,,3.3,,,,,3.6,,,,,67592,63218,71966,,,,,,,,,,69391,58990,79792,64442,60646,68238,30,,48,,,,,,,,,,,,,,,,,,,29,15,10,22,15,,,,,,,,,,,,,,,,20,11,6,16,,,,,,,,,,,,,,,,,98,3700,26,74,12380,74,73,76,1764,11,9,13,79,13146,77,81,38141,21.5,23.4,235,0.6,169,0.4,198,0.5,12,0.0,667,1.7,36525,95.8,74,0,0,0,50.0,19026,52.8,
27043,Minnesota,Faribault,78.3,76.6,79.9,,,,,,,,,,,,,,,,207,376,320,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,12,13,11,14,11,8,14,8,69,1230,9,740,5,,,,,,,,,,,,,,,,,,,,16,16,9,27,,,,,,,,,,,,,,,,30,28,31,490,7,5,8,127,4,3,6,51,1950:1,120,87,,,,3.2,,,2.6,3.4,3.4,,,2.6,3.6,54193,48470,59916,,,,,,,,,,37545,18327,56763,54538,51963,57113,44,,23,,,,,,,,,,,,,,,,,,,13,21,11,37,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,1400,53,19,4756,77,76,79,525,9,7,11,76,4670,74,78,13653,22.0,23.2,100,0.7,110,0.8,55,0.4,7,0.1,1001,7.3,12289,90.0,51,0,0,1,49.7,11296,77.6,
27045,Minnesota,Fillmore,80.8,79.6,82.0,,,,,,,,,,,,,,,,216,275,235,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,9,12,13,11,14,5,3,8,6,35,1710,8,107,1,,,,,,,,,,,,,,,,,,,,23,16,10,24,,,,,,,,,,,,,,,,30,28,32,890,8,7,9,336,6,4,8,14,7022:1,,,,,,3.4,,,,,3.5,,,,,62716,56936,68496,,,,,,,,,,45000,22816,67184,61861,60020,63702,28,,35,,,,,,,,,,,,,,,,,,,18,18,10,29,17,,,,,,,,,,,,,,,,11,10,5,19,,,,,,,,,,,,,,,,,44,2300,19,52,6963,81,80,82,748,9,8,10,77,6619,75,78,21067,24.7,21.2,106,0.5,43,0.2,143,0.7,3,0.0,382,1.8,20221,96.0,202,1,1,1,49.8,19464,93.3,
27047,Minnesota,Freeborn,80.3,79.3,81.2,,,,,,,,,,82.8,75.0,90.5,80.2,79.2,81.2,358,292,260,325,,,,,,,,,,,,,,,,12,45,23,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,13,13,12,14,10,7,13,11,43,2810,9,3693,12,,,,,,,,,,,,,,,,,,,,22,10,6,16,,,,,,,,,,,,,,,,33,32,35,1344,8,7,9,303,4,3,6,155,644:1,344,80,,,,3.0,,,2.6,3.2,3.1,,,2.7,3.3,56716,50722,62710,93879,1348,186410,44338,41438,47238,46250,39592,52908,35625,28053,43197,56674,54155,59193,49,73,38,,,,,,,,,,,,,,,,,,,23,17,10,25,15,,,,,,,,,,,,,,,,15,10,6,16,,,,,,,,,,,,,,,,,99,3100,32,104,9975,77,75,78,1041,8,7,10,77,10058,75,80,30281,21.8,22.5,399,1.3,189,0.6,913,3.0,56,0.2,3100,10.2,25371,83.8,633,2,2,3,50.1,13387,42.8,
27049,Minnesota,Goodhue,79.8,79.0,80.6,,,,,,,,,,,,,,,,535,297,270,323,,,,,,,,,,,,,,,,14,34,18,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,9,12,12,11,13,8,7,11,15,38,3590,8,1931,4,21,15,9,23,,,,,,,,,,,,,,,,41,13,9,17,,,,,,,,,,,,,,,,31,29,33,1472,5,5,6,363,3,2,5,76,1324:1,519,89,,,,3.2,,,2.7,3.3,3.2,,,2.6,3.3,71497,66301,76693,,,,38750,5637,71863,18630,16363,20897,48594,35359,61829,69286,66015,72557,28,54,33,,,,,,,,,,,,,,,,,,,37,16,11,23,16,,,,,,,,,,,,,,,,23,10,6,15,,,,,,,,,,,,,,,,,241,4800,50,118,14644,75,74,77,2103,11,9,13,83,16155,82,84,46340,22.1,20.1,631,1.4,699,1.5,350,0.8,39,0.1,1585,3.4,42502,91.7,297,1,0,1,50.4,21726,47.0,
27051,Minnesota,Grant,80.9,78.4,83.4,,,,,,,,,,,,,,,,70,311,236,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,12,12,11,14,11,7,16,8,159,550,9,887,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,30,33,212,7,5,8,60,4,3,6,100,995:1,,,,,,3.3,,,,,3.4,,,,,55247,48377,62117,,,,,,,,,,45313,16954,73672,55593,52040,59146,34,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,600,15,14,2022,77,75,80,243,10,7,12,77,2013,73,81,5972,22.6,24.0,35,0.6,38,0.6,22,0.4,8,0.1,138,2.3,5660,94.8,5,0,0,1,49.5,6018,100.0,
27053,Minnesota,Hennepin,81.3,81.1,81.4,66.1,64.4,67.8,85.8,84.6,86.9,77.3,76.5,78.0,88.5,85.6,91.5,81.9,81.8,82.1,10883,260,255,265,927,812,1042,193,173,212,475,453,497,175,152,199,234,229,239,484,44,40,48,93,46,166,45,33,61,75,64,86,41,31,54,30,25,34,592,5,5,5,,,,5,4,7,13,12,15,5,3,6,3,2,3,9,8,10,10,9,12,7,6,7,4449,421,100540,8,55424,5,633,17,15,18,138,100,186,4,2,7,30,26,35,7,4,11,15,13,16,382,4,4,5,,,,2,1,4,6,5,7,5,4,8,4,4,5,28,27,29,51121,6,6,7,9119,3,3,4,170,587:1,12614,79,4,3,4,3.1,3.2,2.5,2.4,3.6,3.2,3.5,2.4,2.5,3.8,82323,80807,83839,36364,32028,40700,90730,87003,94457,33720,31938,35502,54398,51193,57603,87416,86452,88380,40,52,43,4,3,4,23,13,36,,,,17,14,19,4,3,6,1,1,2,724,11,10,12,12,,,,8,6,11,5,4,7,6,3,9,13,12,14,428,7,6,8,,,,4,2,6,15,13,18,4,3,7,6,5,6,,2744,118800,23,1012,316847,62,62,63,65464,13,13,13,87,442904,87,88,1265843,21.8,14.5,170972,13.5,14043,1.1,95308,7.5,738,0.1,88473,7.0,866385,68.4,36908,3,3,3,50.5,25641,2.2,
27055,Minnesota,Houston,82.0,80.8,83.2,,,,,,,,,,,,,,,,181,231,195,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,11,12,10,13,8,6,11,5,32,1350,7,578,3,,,,,,,,,,,,,,,,,,,,15,11,6,19,,,,,,,,,,,,,,,,30,28,32,575,5,5,6,143,3,2,5,43,2325:1,452,73,,,,3.3,,,,,3.4,,,,,64920,58577,71263,48365,16636,80094,,,,,,,,,,61709,57192,66226,27,,42,,,,,,,,,,,,,,,,,,,12,13,7,23,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2000,16,34,6613,80,78,82,688,9,7,10,83,6834,81,85,18600,21.9,22.0,131,0.7,55,0.3,134,0.7,4,0.0,227,1.2,17800,95.7,44,0,0,1,49.8,10920,57.4,
27057,Minnesota,Hubbard,80.6,79.4,81.9,,,,,,,,,,,,,,,,277,294,255,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,9,12,12,11,13,11,8,13,8,44,2040,10,1412,7,,,,,,,,,,,,,,,,,,,,16,11,6,18,,,,,,,,,,,,,,,,28,26,29,900,8,7,9,211,5,3,6,88,1131:1,185,76,,,,3.4,,,,,3.7,,,,,56064,51470,60658,34141,27369,40913,125000,9210,240790,,,,36774,18024,55524,57058,54798,59318,51,,44,,,,,,,,,,,,,,,,,,,18,19,11,31,17,,,,,,,,,,,,,,,,11,10,5,19,,,,,,,,,,,,,,,,,86,2100,41,58,7054,81,80,82,861,10,9,12,80,6945,78,82,21491,21.2,25.2,93,0.4,622,2.9,123,0.6,17,0.1,509,2.4,19828,92.3,114,1,0,1,49.3,17030,83.4,
27059,Minnesota,Isanti,79.6,78.7,80.5,,,,,,,,,,,,,,,,423,302,272,332,,,,,,,,,,,,,,,,20,53,32,82,,,,,,,,,,,,,,,,24,8,5,12,,,,,,,,,,,,,,,,10,9,11,12,11,14,10,8,14,17,51,2960,8,991,3,15,12,7,21,,,,,,,,,,,,,,,,33,12,8,17,,,,,,,,,,,,,,,,31,30,33,1264,5,4,6,293,3,2,4,27,3691:1,435,87,6,2,10,3.1,,,,,3.4,,,,,77963,71172,84754,,,,86750,6263,167237,,,,93669,53907,133431,74323,71038,77608,32,,37,,,,,,,,,,,,,,,,,,,39,21,15,29,20,,,,,,,,,,,,,,,,17,9,5,14,,,,,,,,,,,,,,,,,95,4400,22,63,12299,83,81,84,1378,9,8,11,83,12318,81,85,40596,23.5,16.6,361,0.9,258,0.6,501,1.2,21,0.1,908,2.2,37876,93.3,64,0,0,0,49.5,23546,62.3,
27061,Minnesota,Itasca,79.4,78.6,80.3,62.9,58.0,67.8,,,,,,,,,,80.1,79.3,81.0,643,338,309,367,1210,914,1572,,,,,,,,,,312,283,340,12,32,16,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,12,13,11,14,13,11,16,20,52,4950,11,2484,6,19,14,8,22,,,,,,,,,,,,,,,,35,11,8,15,,,,,,,,,,,,,,,,30,29,32,1577,6,5,7,305,3,2,4,93,1075:1,513,90,,,,3.1,,,,,3.2,,,,,58660,53041,64279,35469,19255,51683,25938,14908,36968,,,,65921,33383,98459,55580,53315,57845,47,,40,,,,,,,,,,,,,,,,,,,52,24,18,33,23,,,,,,,,,,,,,,,,27,12,8,17,,,,,,,,,,,,,,,,,266,4500,59,79,15853,81,80,82,2154,11,10,13,79,15323,77,80,45130,20.7,24.1,225,0.5,1752,3.9,163,0.4,75,0.2,733,1.6,41284,91.5,75,0,0,0,49.4,35773,79.4,
27063,Minnesota,Jackson,82.0,80.1,83.8,,,,,,,,,,,,,,,,92,245,195,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,12,12,11,13,13,9,19,10,119,690,7,363,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,28,31,281,5,4,6,63,3,2,4,61,1641:1,124,94,,,,3.2,,,,,3.3,,,,,57915,51016,64814,,,,,,,,,,40000,4340,75660,58589,55227,61951,39,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1000,22,27,3581,81,80,82,298,7,5,9,80,3515,77,82,9846,21.4,23.1,76,0.8,51,0.5,170,1.7,9,0.1,409,4.2,9025,91.7,79,1,0,2,48.6,7097,69.1,
27065,Minnesota,Kanabec,80.2,78.7,81.7,,,,,,,,,,,,,,,,197,303,257,349,,,,,,,,,,,,,,,,12,87,45,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,13,13,12,15,13,10,17,6,44,1680,11,409,3,,,,,,,,,,,,,,,,,,,,24,21,14,32,,,,,,,,,,,,,,,,33,31,34,591,6,5,7,127,4,3,5,67,1485:1,137,88,,,,3.4,,,,,3.4,,,,,63595,59051,68139,,,,118500,10343,226657,,,,40500,28686,52314,58241,54670,61812,40,,14,,,,,,,,,,,,,,,,,,,21,25,15,40,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,1700,24,28,5461,85,84,86,553,9,7,10,76,4900,74,78,16337,21.4,20.9,90,0.6,139,0.9,120,0.7,4,0.0,276,1.7,15426,94.4,2,0,0,0,49.7,12569,77.4,
27067,Minnesota,Kandiyohi,81.3,80.4,82.1,,,,,,,99.6,57.9,141.2,86.8,74.1,99.6,81.6,80.7,82.5,416,264,237,291,,,,,,,,,,287,175,443,256,228,285,26,62,41,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,13,12,11,14,10,8,12,23,65,3380,8,3508,8,12,9,5,16,,,,,,,,,,,,,,,,33,11,8,16,,,,,,,,,,,,,,,,30,29,31,2135,9,7,10,546,5,4,7,97,1029:1,462,75,,,,2.9,,2.3,2.4,3.2,3.1,,2.3,2.5,3.5,64129,59265,68993,,,,33242,18219,48265,,,,41308,27911,54705,63432,60956,65908,53,62,48,,,,,,,,,,,,,,,,,,,28,12,8,18,13,,,,,,,,,,,,,,,,12,6,3,10,,,,,,,,,,,,,,,,,111,4700,24,122,12500,74,73,75,1869,11,10,13,81,13760,80,83,43199,24.7,19.1,2753,6.4,236,0.5,521,1.2,46,0.1,5444,12.6,33910,78.5,1106,3,2,3,49.6,18807,44.5,
27069,Minnesota,Kittson,77.0,74.1,79.9,,,,,,,,,,,,,,,,63,381,283,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,12,12,11,14,13,8,20,,,350,8,896,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,29,32,122,5,4,6,45,5,3,6,93,1075:1,,,,,,3.3,,,,,3.3,,,,,62762,56581,68943,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-4,400,,4,1498,81,77,84,101,6,3,8,66,1229,63,69,4298,22.0,24.9,31,0.7,17,0.4,31,0.7,0,0.0,107,2.5,4073,94.8,0,0,0,1,50.2,4552,100.0,
27071,Minnesota,Koochiching,79.8,78.1,81.5,,,,,,,,,,,,,,,,179,325,270,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,13,13,12,15,11,7,15,,,1640,13,2309,17,,,,,,,,,,,,,,,,,,,,15,17,9,28,,,,,,,,,,,,,,,,32,31,34,511,7,6,9,116,5,3,7,106,941:1,144,92,,,,3.3,,,,,3.6,,,,,52545,46249,58841,12337,5285,19389,,,,,,,94125,34467,153783,51975,46823,57127,40,,27,,,,,,,,,,,,,,,,,,,11,16,7,30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,1100,35,70,4363,79,76,81,497,9,7,12,77,4243,74,80,12229,17.7,26.7,81,0.7,306,2.5,77,0.6,3,0.0,160,1.3,11395,93.2,48,0,0,1,50.0,6256,47.0,
